goalCode	goalDescription	targetCode	targetDescription	indicatorCode	indicatorDescription	seriesCode	seriesDescription	seriesRelease	TAGS
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.5	Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending	9.5.2	Researchers (in full-time equivalent) per million inhabitants	GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	2018.Q1.G.01	research and development, human resources, scientific personnel
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.5	Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending	9.5.2	Researchers (in full-time equivalent) per million inhabitants	GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	2018.Q2.G.01	research and development, human resources, scientific personnel
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.a	Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States	9.a.1	Total official international support (official development assistance plus other official flows) to infrastructure	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	2017.Q2.G.01	means of implementation, physical infrastructure
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.a	Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States	9.a.1	Total official international support (official development assistance plus other official flows) to infrastructure	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	2018.Q1.G.01	means of implementation, physical infrastructure
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.a	Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States	9.a.1	Total official international support (official development assistance plus other official flows) to infrastructure	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	2018.Q2.G.01	means of implementation, physical infrastructure
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.b	Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities	9.b.1	Proportion of medium and high-tech industry value added in total value added	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	2017.Q2.G.01	means of implementation, industrialization, technology, technological innovations
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.b	Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities	9.b.1	Proportion of medium and high-tech industry value added in total value added	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	2018.Q1.G.01	means of implementation, industrialization, technology, technological innovations
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.b	Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities	9.b.1	Proportion of medium and high-tech industry value added in total value added	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	2018.Q2.G.01	means of implementation, industrialization, technology, technological innovations
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	9.c.1	Proportion of population covered by a mobile network, by technology	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network	2017.Q2.G.01	information and communication technology (ict), mobile telecommunication services
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	9.c.1	Proportion of population covered by a mobile network, by technology	IT_MOB_3GNTWK	Proportion of population covered by at least a 3G mobile network	2017.Q2.G.01	information and communication technology (ict), mobile telecommunication services
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	9.c.1	Proportion of population covered by a mobile network, by technology	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network	2017.Q2.G.01	information and communication technology (ict), mobile telecommunication services
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	9.c.1	Proportion of population covered by a mobile network, by technology	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	2018.Q1.G.01	information and communication technology (ict), mobile telecommunication services
9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	9.c.1	Proportion of population covered by a mobile network, by technology	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	2018.Q2.G.01	information and communication technology (ict), mobile telecommunication services
10	Reduce inequality within and among countries	10.1	By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average	10.1.1	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population	SI_HEI_BTN40	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)	2017.Q2.G.01	income distribution
10	Reduce inequality within and among countries	10.1	By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average	10.1.1	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population	SI_HEI_BTN40	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)	2018.Q1.G.01	income distribution
10	Reduce inequality within and among countries	10.1	By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average	10.1.1	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population	SI_HEI_BTN40	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population (%)	2018.Q2.G.01	income distribution
10	Reduce inequality within and among countries	10.1	By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average	10.1.1	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population	SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	2017.Q2.G.01	income distribution
10	Reduce inequality within and among countries	10.1	By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average	10.1.1	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population	SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	2018.Q1.G.01	income distribution
10	Reduce inequality within and among countries	10.1	By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average	10.1.1	Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population	SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	2018.Q2.G.01	income distribution
10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	10.4.1	Labour share of GDP, comprising wages and social protection transfers	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	2017.Q2.G.01	income distribution, wages, social security
10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	10.4.1	Labour share of GDP, comprising wages and social protection transfers	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	2018.Q1.G.01	income distribution, wages, social security
10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	10.4.1	Labour share of GDP, comprising wages and social protection transfers	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	2018.Q2.G.01	income distribution, wages, social security
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRADB	Proportion of developing countries in the membership of the Asian Development Bank	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRAFDB	Proportion of developing countries in the membership of the African Development Bank	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	2018.Q1.G.01	equality of states, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	2018.Q2.G.01	equality of states, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRECOSOC	Proportion of developing countries in the membership of the UN Economic and Social Council	2017.Q2.G.01	equality of states, intergovernmental bodies, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRFSB	Proportion of developing countries in the membership of the Financial Stability Board	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRIABD	Proportion of developing countries in the membership of the Inter-American Development Bank	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRIBRD	Proportion of developing countries in the membership of the International Bank for Reconstruction and Development	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRIFC	Proportion of developing countries in the membership of the International Finance Corporation	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRIMF	Proportion of developing countries in the membership of the International Monetary Fund	2017.Q2.G.01	equality of states, international financial institutions, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRUNGA	Proportion of developing countries in the membership of the UN General Assembly	2017.Q2.G.01	equality of states, intergovernmental bodies, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRUNSC	Proportion of developing countries in the membership of the UN Security Council	2017.Q2.G.01	equality of states, intergovernmental bodies, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_MBRWTO	Proportion of developing countries in the membership of the World Trade Organisation	2017.Q2.G.01	 international trade, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTADB	Proportion of voting rights of developing countries in the Asian Development Bank	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	2018.Q1.G.01	equality of states, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTDEV	Proportion of voting rights of developing countries in international organizations, by organization (%)	2018.Q2.G.01	equality of states, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTECOSOC	Proportion of voting rights of developing countries in the UN Economic and Social Council	2017.Q2.G.01	equality of states, intergovernmental bodies, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTFSB	Proportion of voting rights of developing countries in the Financial Stability Board	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTIABD	Proportion of voting rights of developing countries in the Inter-American Development Bank	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTIBRD	Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTIFC	Proportion of voting rights of developing countries in the International Finance Corporation	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTIMF	Proportion of voting rights of developing countries in the International Monetary Fund	2017.Q2.G.01	equality of states, international financial institutions, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTUNGA	Proportion of voting rights of developing countries in the UN General Assembly	2017.Q2.G.01	equality of states, intergovernmental bodies, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTUNSC	Proportion of voting rights of developing countries in the UN Security Council	2017.Q2.G.01	equality of states, intergovernmental bodies, developing countries
10	Reduce inequality within and among countries	10.6	Ensure enhanced representation and voice for developing countries in decision-making in global international economic and financial institutions in order to deliver more effective, credible, accountable and legitimate institutions	10.6.1	Proportion of members and voting rights of developing countries in international organizations	SG_INT_VRTWTO	Proportion of voting rights of developing countries in the World Trade Organisation	2017.Q2.G.01	equality of states, intergovernmental organizations, developing countries
10	Reduce inequality within and among countries	10.a	Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements	10.a.1	Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2017.Q2.G.01	means of implementation, international trade, developing countries, least developed countries
10	Reduce inequality within and among countries	10.a	Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements	10.a.1	Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2018.Q1.G.01	means of implementation, international trade, developing countries, least developed countries
10	Reduce inequality within and among countries	10.a	Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements	10.a.1	Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2018.Q2.G.01	means of implementation, international trade, developing countries, least developed countries
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	2018.Q2.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	2017.Q2.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	2018.Q1.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TOTDL	Total assistance for development, by donor countries (millions of current United States dollars)	2018.Q2.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	2017.Q2.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	2018.Q1.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	2018.Q2.G.01	means of implementation, development finance, development assistance
10	Reduce inequality within and among countries	10.c	By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent	10.c.1	Remittance costs as a proportion of the amount remitted	SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	2017.Q2.G.01	means of implementation, development finance, remittances
10	Reduce inequality within and among countries	10.c	By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent	10.c.1	Remittance costs as a proportion of the amount remitted	SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	2018.Q1.G.01	means of implementation, development finance, remittances
10	Reduce inequality within and among countries	10.c	By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent	10.c.1	Remittance costs as a proportion of the amount remitted	SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	2018.Q2.G.01	means of implementation, development finance, remittances
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.1	By 2030, ensure access for all to adequate, safe and affordable housing and basic services and upgrade slums	11.1.1	Proportion of urban population living in slums, informal settlements or inadequate housing	EN_LND_SLUM	Proportion of urban population living in slums (%)	2017.Q2.G.01	cities, human settlements, poverty, urban settlements, slums
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.1	By 2030, ensure access for all to adequate, safe and affordable housing and basic services and upgrade slums	11.1.1	Proportion of urban population living in slums, informal settlements or inadequate housing	EN_LND_SLUM	Proportion of urban population living in slums (%)	2018.Q1.G.01	cities, human settlements, poverty, urban settlements, slums
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.1	By 2030, ensure access for all to adequate, safe and affordable housing and basic services and upgrade slums	11.1.1	Proportion of urban population living in slums, informal settlements or inadequate housing	EN_LND_SLUM	Proportion of urban population living in slums (%)	2018.Q2.G.01	cities, human settlements, poverty, urban settlements, slums
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.1	By 2030, ensure access for all to adequate, safe and affordable housing and basic services and upgrade slums	11.1.1	Proportion of urban population living in slums, informal settlements or inadequate housing	EN_LND_SLUMN	Number of urban population living in slums	2017.Q2.G.01	cities, human settlements, poverty, urban settlements, slums
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.1	By 2030, ensure access for all to adequate, safe and affordable housing and basic services and upgrade slums	11.1.1	Proportion of urban population living in slums, informal settlements or inadequate housing	EN_LND_SLUMN	Number of urban population living in slums	2018.Q1.G.01	cities, human settlements, poverty, urban settlements, slums
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_AFFCT	Number of people affected by disaster (number)	2017.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_AFFCT	Number of people affected by disaster (number)	2018.Q1.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_AFFCT	Number of people affected by disaster (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MISS	Number of missing persons due to disaster (number)	2017.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MISS	Number of missing persons due to disaster (number)	2018.Q1.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MISS	Number of missing persons due to disaster (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MORT	Number of deaths due to disaster (number)	2017.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MORT	Number of deaths due to disaster (number)	2018.Q1.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.1	Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population	VC_DSR_MORT	Number of deaths due to disaster (number)	2018.Q2.G.01	disaster loss, disaster prevention, preparedness and relief, disaster victims
11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.5	By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations	11.5.2	Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters	VC_DSR_AALG	Direct disaster economic loss, average annual loss in relation to global GDP	2017.Q2.G.01	disaster loss, disaster prevention, preparedness and relief
