series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Education level	Units description	Education level description	2000	2003	2006	2007	2009	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	24	17.57817062	-12.33724746	AGO	Angola	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	24	17.57817062	-12.33724746	AGO	Angola	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	24	17.57817062	-12.33724746	AGO	Angola	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	Ratio	LOWSEC	Ratio	lower secondary			1.00748		0.88759							2009	0.88759	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	Ratio	PRIMAR	Ratio	primary						1.03197					1.03197	2011	1.03197	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	1	Ratio	LOWSEC	Ratio	lower secondary	1.06805		0.896		0.88634		0.81944			0.8334	0.82642	2015	0.8334	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	2	Ratio	GRAD23	Ratio	grades 2/3								1.06051			1.06051	2013	1.06051	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	3	Ratio	PRIMAR	Ratio	primary			0.99323					1.01248			1.01248	2013	1.01248	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	36	134.3499412	-25.57717202	AUS	Australia	1	Ratio	LOWSEC	Ratio	lower secondary	0.97975	1.01348	0.9857		0.98936		0.96485			1.00769	0.98627	2015	1.00769	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	36	134.3499412	-25.57717202	AUS	Australia	2	Ratio	GRAD23	Ratio	grades 2/3		1.00578		1.01677		0.99567				0.99879	0.99723	2015	0.99879	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	36	134.3499412	-25.57717202	AUS	Australia	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	40	14.14172472	47.58704857	AUT	Austria	1	Ratio	LOWSEC	Ratio	lower secondary	0.94776	1.00995	0.93508		0.9529		0.9394			0.92642	0.93291	2015	0.92642	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	40	14.14172472	47.58704857	AUT	Austria	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	40	14.14172472	47.58704857	AUT	Austria	3	Ratio	PRIMAR	Ratio	primary				0.98925		0.99526					0.99526	2011	0.99526	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	1	Ratio	LOWSEC	Ratio	lower secondary		1.46314		1.41531		1.4654				1.14781	1.306605	2015	1.14781	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	2	Ratio	GRAD23	Ratio	grades 2/3						1.09206				1.11795	1.105005	2015	1.11795	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	51	44.93839317	40.29499741	ARM	Armenia	1	Ratio	LOWSEC	Ratio	lower secondary		1.06478		1.01924		1.07249					1.07249	2011	1.07249	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	51	44.93839317	40.29499741	ARM	Armenia	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	51	44.93839317	40.29499741	ARM	Armenia	3	Ratio	PRIMAR	Ratio	primary		1.06952		1.01908		1.03437					1.03437	2011	1.03437	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	56	4.660976456	50.64104975	BEL	Belgium	1	Ratio	LOWSEC	Ratio	lower secondary	1.0342	1.01774	1.00828		0.94531		0.99096			0.97194	0.98145	2015	0.97194	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	56	4.660976456	50.64104975	BEL	Belgium	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	56	4.660976456	50.64104975	BEL	Belgium	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	Ratio	LOWSEC	Ratio	lower secondary				1.01136								2007	1.01136	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	1	Ratio	LOWSEC	Ratio	lower secondary		1.04623		1.1987		1.16939				1.23412	1.201755	2015	1.23412	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	2	Ratio	GRAD23	Ratio	grades 2/3						1.15139					1.15139	2011	1.15139	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	3	Ratio	PRIMAR	Ratio	primary	0.91234			0.93884								2007	0.93884	Southern and Eastern Africa Consortium for Monitoring Educational Quality	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	1	Ratio	LOWSEC	Ratio	lower secondary	0.65789	0.82086	0.78139		0.81673		0.78306			0.78437	0.783715	2015	0.78437	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	2	Ratio	GRAD23	Ratio	grades 2/3								1.09999			1.09999	2013	1.09999	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	3	Ratio	PRIMAR	Ratio	primary								0.99452			0.99452	2013	0.99452	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	1	Ratio	LOWSEC	Ratio	lower secondary	1.04558	0.99788	1.07439	1.11643	1.04277		1.05238			1.04892	1.05065	2015	1.04892	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	3	Ratio	PRIMAR	Ratio	primary										1.01245	1.01245	2015	1.01245	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	2	Ratio	GRAD23	Ratio	grades 2/3									1.00351		1.00351	2014	1.00351	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	3	Ratio	PRIMAR	Ratio	primary				0.93175					1.11758		1.11758	2014	1.11758	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	112	28.04940161	53.54193075	BLR	Belarus	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	112	28.04940161	53.54193075	BLR	Belarus	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	112	28.04940161	53.54193075	BLR	Belarus	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	116	104.922836	12.71163737	KHM	Cambodia	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	116	104.922836	12.71163737	KHM	Cambodia	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	116	104.922836	12.71163737	KHM	Cambodia	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	2	Ratio	GRAD23	Ratio	grades 2/3									0.85359		0.85359	2014	0.85359	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	3	Ratio	PRIMAR	Ratio	primary			1.01312						1.06354		1.06354	2014	1.06354	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	124	-101.6575058	57.72360191	CAN	Canada	1	Ratio	LOWSEC	Ratio	lower secondary	0.99344	1.00912	0.98876		0.98668		0.99013			0.99218	0.991155	2015	0.99218	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	124	-101.6575058	57.72360191	CAN	Canada	2	Ratio	GRAD23	Ratio	grades 2/3										0.99101	0.99101	2015	0.99101	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	124	-101.6575058	57.72360191	CAN	Canada	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_GPI_MATACH	Gender parity index for achievement in mathematics, by education level (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	Ratio	PRIMAR	Ratio	primary															
