series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Migratory status	Sex description	Units description	Migratory status description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	4	66.02688198	33.83160199	AFG	Afghanistan	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	8	20.06660928	41.13897007	ALB	Albania	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	10	21.47585697	-80.40897662	ATA	Antarctica	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown	1541.5	1320.2	1220.4	1325	1002.7														2004	1002.7	ILOSTAT - Insurance records	C
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	12	2.678164227	28.15940032	DZA	Algeria	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	BOTHSEX	PER_100000_WKRS_EMP	_T	Both	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	MALE	PER_100000_WKRS_EMP	_T	Male	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	FEMALE	PER_100000_WKRS_EMP	_T	Female	Per 100,000 workers employed	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	FEMALE	PER_100000_PRSN_INSR	_T	Female	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	MALE	PER_100000_PRSN_INSR	_T	Male	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	10	BOTHSEX	PER_100000_WKRS_EMP	MIGPER	Both	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	11	FEMALE	PER_100000_WKRS_EMP	MIGPER	Female	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	12	FEMALE	PER_100000_WKRS_EMP	NONMIG	Female	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	13	MALE	PER_100000_WKRS_EMP	NONMIG	Male	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	14	BOTHSEX	PER_100000_WKRS_EMP	NONMIG	Both	Per 100,000 workers employed	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	15	MALE	PER_100000_WKRS_EMP	MIGPER	Male	Per 100,000 workers employed	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	16	MALE	PER_100000_EMP	MIGPER	Male	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	17	MALE	PER_100000_EMP	NONMIG	Male	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	18	BOTHSEX	PER_100000_EMP	NONMIG	Both	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	19	BOTHSEX	PER_100000_EMP	MIGPER	Both	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	20	FEMALE	PER_100000_EMP	NONMIG	Female	Per 100,000 employees	Non migrant																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	16	-170.7187269	-14.30587306	ASM	American Samoa	21	FEMALE	PER_100000_EMP	MIGPER	Female	Per 100,000 employees	Migrants																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	20	1.576257417	42.54548611	AND	Andorra	1	BOTHSEX	PER_100000_PRSN_INSR	_T	Both	Per 100,000 persons insured	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	20	1.576257417	42.54548611	AND	Andorra	2	BOTHSEX	PER_100000_EMP	_T	Both	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	20	1.576257417	42.54548611	AND	Andorra	3	MALE	PER_100000_EMP	_T	Male	Per 100,000 employees	No breakdown																						
2018.Q2.G.01	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex (per 100,000 employees)	20	1.576257417	42.54548611	AND	Andorra	4	FEMALE	PER_100000_EMP	_T	Female	Per 100,000 employees	No breakdown																						
