series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Education level	Units description	Education level description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	20	1.576257417	42.54548611	AND	Andorra	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	24	17.57817062	-12.33724746	AGO	Angola	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	24	17.57817062	-12.33724746	AGO	Angola	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	UPPSEC	Percentage	upper secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	36	134.3499412	-25.57717202	AUS	Australia	2	PERCENT	LOWSEC	Percentage	lower secondary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	36	134.3499412	-25.57717202	AUS	Australia	3	PERCENT	PRIMAR	Percentage	primary	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	40	14.14172472	47.58704857	AUT	Austria	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	40	14.14172472	47.58704857	AUT	Austria	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	48	50.5490754	26.04407747	BHR	Bahrain	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	UPPSEC	Percentage	upper secondary																	62.19196		62.19196	2016	62.19196	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	PERCENT	LOWSEC	Percentage	lower secondary																	65.06401		65.06401	2016	65.06401	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	50	89.17660788	22.86961622	BGD	Bangladesh	3	PERCENT	PRIMAR	Percentage	primary																	36.57939		36.57939	2016	36.57939	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	51	44.93839317	40.29499741	ARM	Armenia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	51	44.93839317	40.29499741	ARM	Armenia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	UPPSEC	Percentage	upper secondary																100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	PERCENT	LOWSEC	Percentage	lower secondary																100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	52	-59.5346489	13.13648273	BRB	Barbados	3	PERCENT	PRIMAR	Percentage	primary																100	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	56	4.660976456	50.64104975	BEL	Belgium	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	56	4.660976456	50.64104975	BEL	Belgium	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	60	-64.78155012	32.27881922	BMU	Bermuda	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	60	-64.78155012	32.27881922	BMU	Bermuda	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	64	90.45098484	27.39598568	BTN	Bhutan	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	64	90.45098484	27.39598568	BTN	Bhutan	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	72	23.81380223	-22.18810073	BWA	Botswana	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	72	23.81380223	-22.18810073	BWA	Botswana	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	76	-53.08432878	-10.77668561	BRA	Brazil	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	76	-53.08432878	-10.77668561	BRA	Brazil	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	84	-88.70199554	17.19965901	BLZ	Belize	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	84	-88.70199554	17.19965901	BLZ	Belize	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																	33.93939		33.93939	2016	33.93939	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																	34.51327		34.51327	2016	34.51327	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	PERCENT	PRIMAR	Percentage	primary																	22.48175		22.48175	2016	22.48175	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	100	25.23763153	42.75731323	BGR	Bulgaria	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	104	96.51752295	21.19332882	MMR	Myanmar	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	104	96.51752295	21.19332882	MMR	Myanmar	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	29.89080992	-3.366387428	BDI	Burundi	2	PERCENT	LOWSEC	Percentage	lower secondary																	81.70638		81.70638	2016	81.70638	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	29.89080992	-3.366387428	BDI	Burundi	3	PERCENT	PRIMAR	Percentage	primary																	34.92845		34.92845	2016	34.92845	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	28.04940161	53.54193075	BLR	Belarus	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	28.04940161	53.54193075	BLR	Belarus	3	PERCENT	PRIMAR	Percentage	primary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	116	104.922836	12.71163737	KHM	Cambodia	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	116	104.922836	12.71163737	KHM	Cambodia	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	120	12.7419827	5.692387031	CMR	Cameroon	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	120	12.7419827	5.692387031	CMR	Cameroon	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	124	-101.6575058	57.72360191	CAN	Canada	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	124	-101.6575058	57.72360191	CAN	Canada	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	140	20.93559492	7.003720791	CAF	Central African Republic	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	140	20.93559492	7.003720791	CAF	Central African Republic	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	UPPSEC	Percentage	upper secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	PERCENT	LOWSEC	Percentage	lower secondary																	100		100	2016	100	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	PERCENT	PRIMAR	Percentage	primary																	99.76648		99.76648	2016	99.76648	UNESCO Institute for Statistics	C
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	UPPSEC	Percentage	upper secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	148	18.66618401	15.36279341	TCD	Chad	2	PERCENT	LOWSEC	Percentage	lower secondary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	148	18.66618401	15.36279341	TCD	Chad	3	PERCENT	PRIMAR	Percentage	primary																							
2018.Q2.G.01	SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	UPPSEC	Percentage	upper secondary																							
