"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2002.0","Value_2007.0","Value_2012.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"21","Northern America","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"29","Caribbean","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"30","Eastern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"34","Southern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","52.6","47.0","38.3","29.5",2017.0,"29.5","Estimated data","DHS, MICS and other national surveys","Based on 7 countries covering 99 per cent of the regional population of women aged 20-24 years"
"35","South-Eastern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","19.9","17.6","15.4","14.9",2017.0,"14.9","Estimated data","DHS, MICS and other national surveys","Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years"
"39","Southern Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"53","Australia and New Zealand","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"54","Melanesia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"57","Micronesia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"61","Polynesia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"62","Central and Southern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","51.8","46.2","37.6","29.1",2017.0,"29.1","Estimated data","DHS, MICS and other national surveys","Based on 11 countries covering 97 per cent of the regional population of women aged 20-24 years"
"97","European Union","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"127","Southern Asia (excluding India)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"135","Caucasus and Central Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"142","Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"143","Central Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","15.4","10.5","7.2","8.7",2017.0,"8.7","Estimated data","DHS, MICS and other national surveys","Based on 4 countries covering 52 per cent of the regional population of women aged 20-24 years"
"145","Western Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","27.4","24.1","20.4","19.4",2017.0,"19.4","Estimated data","DHS, MICS and other national surveys","Based on 8 countries covering 70 per cent of the regional population of women aged 20-24 years"
"150","Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"151","Eastern Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"154","Northern Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"155","Western Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"158","Other non-specified areas","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"199","Least Developed Countries (LDCs)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","50.1","49.3","45.9","40.4",2017.0,"40.4","Estimated data","DHS, MICS and other national surveys","Based on 43 countries covering 98 per cent of the regional population of women aged 20-24 years"
"202","Sub-Saharan Africa","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","42.4","43.0","40.7","38.1",2017.0,"38.1","Estimated data","DHS, MICS and other national surveys","Based on 41 countries covering 93 per cent of the regional population of women aged 20-24 years"
"223","Eastern Asia (excluding Japan and China)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"369"," Iraq (Central Iraq) ","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"419","Latin America and the Caribbean","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","24.3","25.8","25.1","25.2",2017.0,"25.2","Estimated data","DHS, MICS and other national surveys","Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years"
"420","Latin America","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","44.3","44.2","40.0","37.0",2017.0,"37.0","Estimated data","DHS, MICS and other national surveys","Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"513","Europe and Northern America","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"515","Developing regions","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"722","Small island developing States (SIDS)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","28.0","29.2","26.6","23.9",2017.0,"23.9","Estimated data","DHS, MICS and other national surveys","Based on 18 countries covering 71 per cent of the regional population of women aged 20-24 years"
"738","Sub-Saharan Africa (inc. Sudan)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"747","Northern Africa and Western Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","24.1","21.3","19.1","18.4",2017.0,"18.4","Estimated data","DHS, MICS and other national surveys","Based on 12 countries covering 76 per cent of the regional population of women aged 20-24 years"
"753","Eastern and South-Eastern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"827","United Kingdom (England and Wales)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"829","United Kingdom (Scotland)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"830","Channel Islands","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
