ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,UNAIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2016.0,0.05
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15-49,15 to 49 years old,MALE,Male,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,UNAIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,2016.0,0.08
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,<15Y,under 15 years old,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,ALLAGE,All age ranges or no breaks by age,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,UNAIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,2016.0,0.03
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,ALLAGE,All age ranges or no breaks by age,FEMALE,Female,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,UNAIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2016.0,0.02
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,ALLAGE,All age ranges or no breaks by age,MALE,Male,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,UNAIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,2016.0,0.04
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,1.20,1.10,0.95,0.85,0.77,0.70,0.63,0.59,0.52,0.46,0.41,0.38,0.36,0.34,0.33,0.31,0.28,2016.0,0.28
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15-49,15 to 49 years old,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,1.49,1.36,1.18,1.06,0.97,0.88,0.80,0.75,0.67,0.59,0.53,0.50,0.48,0.45,0.43,0.40,0.38,2016.0,0.38
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15-49,15 to 49 years old,FEMALE,Female,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,0.74,0.74,0.70,0.67,0.64,0.61,0.56,0.53,0.48,0.43,0.38,0.35,0.32,0.29,0.27,0.25,0.23,2016.0,0.23
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15-49,15 to 49 years old,MALE,Male,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,2.29,2.04,1.70,1.47,1.32,1.18,1.05,1.00,0.88,0.76,0.68,0.66,0.64,0.62,0.60,0.57,0.54,2016.0,0.54
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,<15Y,under 15 years old,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,0.08,0.09,0.10,0.10,0.11,0.11,0.11,0.10,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.05,0.04,2016.0,0.04
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,ALLAGE,All age ranges or no breaks by age,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,0.84,0.77,0.68,0.61,0.56,0.52,0.47,0.44,0.39,0.35,0.31,0.29,0.27,0.26,0.25,0.23,0.22,2016.0,0.22
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,ALLAGE,All age ranges or no breaks by age,FEMALE,Female,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,0.43,0.43,0.42,0.40,0.38,0.36,0.34,0.32,0.29,0.26,0.23,0.21,0.19,0.17,0.16,0.15,0.13,2016.0,0.13
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,ALLAGE,All age ranges or no breaks by age,MALE,Male,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,1.27,1.14,0.96,0.84,0.76,0.68,0.61,0.57,0.50,0.44,0.39,0.38,0.37,0.36,0.34,0.33,0.31,2016.0,0.31
BDI,29.89080992,-3.366387428,108,Burundi,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.1,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",2019.Q1.G.01,15+,15 years old and over,BOTHSEX,Both sexes,G,Global,PER_1000_UNINFECTED_POP,"Per 1,000 uninfected population",,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,UNAIDS,,,,,,,,,,,,,,,,,,2.68,1.90,1.30,0.74,0.52,0.35,0.31,0.35,0.37,0.46,0.50,0.49,0.45,0.40,0.36,0.32,0.29,2016.0,0.29
