"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"76","Brazil","BRA","-53.08432878","-10.77668561","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","35.02378","35.78525","35.04855","33.7637","35.00193","33.58968","33.94734","35.72553","37.21807","36.43461","36.62937","36.2793","35.21005","36.17563","35.15962","35.15962",2015.0,"35.15962","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"84","Belize","BLZ","-88.70199554","17.19965901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982","18.45982",2015.0,"18.45982","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993","3.31993",2015.0,"3.31993","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"100","Bulgaria","BGR","25.23763153","42.75731323","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","30.38849","30.52695","32.51318","29.67758","25.40797","26.95218","27.46286","27.32919","29.25787","27.85677","24.69932","24.77418","29.29282","32.05993","31.41895","29.97093",2015.0,"29.97093","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"104","Myanmar","MMR","96.51752295","21.19332882","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","12.41268","12.41268","12.41268","12.41268","12.41268","12.41268","12.41268","12.41268","12.41268","9.28765","11.65337","10.98549","11.21455","7.61526","6.63349","6.63349",2015.0,"6.63349","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"108","Burundi","BDI","29.89080992","-3.366387428","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.41099","2.61417","2.61025","2.93194","3.18641","3.37842","3.37842","3.6647","2.15376","3.30006","3.08204","2.04759","2.20834","2.7892","2.57019","2.57019",2015.0,"2.57019","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"112","Belarus","BLR","28.04940161","53.54193075","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","41.99781","41.99781","41.99781","41.99781","41.99781","41.99781","41.99781","41.99781","41.99781","36.83868","39.98164","47.13237","43.25612","36.45218","37.98758","37.98758",2015.0,"37.98758","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"116","Cambodia","KHM","104.922836","12.71163737","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953","0.25953",2015.0,"0.25953","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"120","Cameroon","CMR","12.7419827","5.692387031","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.81903","3.32914","11.0089","10.54286","10.54286","10.54286","7.90233","7.90233","7.61196","7.61196","7.61196","7.61196","7.61196","7.61196","7.61196","7.61196",2015.0,"7.61196","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"124","Canada","CAN","-101.6575058","57.72360191","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","43.99976","42.00709","41.59413","40.94257","36.66419","37.57666","37.83853","38.81377","37.87126","31.22457","30.39958","30.12231","30.61386","30.573","30.573","30.573",2015.0,"30.573","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"132","Cabo Verde","CPV","-23.63544151","15.07791834","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","30.6","30.6","30.6","30.6","30.6","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1",2015.0,"27.1","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"136","Cayman Islands","CYM","-81.16740559","19.32266656","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599","9.24599",2015.0,"9.24599","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"144","Sri Lanka","LKA","80.70489654","7.614693343","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.43996","10.49214","10.49214","10.49214","19.53722","19.53722","17.61679","8.88725","13.92996","8.96398","11.7872","7.90236","7.95956","6.67864","6.67864","6.67864",2015.0,"6.67864","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
"148","Chad","TCD","18.66618401","15.36279341","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"152","Chile","CHL","-71.23029019","-35.2652885","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.1014","30.48191","31.51565","38.40483","37.50627","9.11766","6.63447","7.53629","19.42972","14.99412","25.85301","9.66505","21.45113","15.83601","13.67477","13.67477",2015.0,"13.67477","Modeled data","UNIDO CIP 2016 Database. Available at https://stat.unido.org."
