"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","30","Eastern Asia",2017.0,"","1.6","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","excluding Japan"
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","30","Eastern Asia",2017.0,"","1.7","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.","excluding Japan"
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","419","Latin America and the Caribbean",2017.0,"","0.7","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","419","Latin America and the Caribbean",2017.0,"","0.5","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","419","Latin America and the Caribbean",2017.0,"","0.9","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","199","Least Developed Countries (LDCs)",2017.0,"","15.3","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","199","Least Developed Countries (LDCs)",2017.0,"","10.0","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","199","Least Developed Countries (LDCs)",2017.0,"","12.4","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","15","Northern Africa",2017.0,"","1.3","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","15","Northern Africa",2017.0,"","2.3","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","15","Northern Africa",2017.0,"","4.1","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","747","Northern Africa and Western Asia",2017.0,"","3.4","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","747","Northern Africa and Western Asia",2017.0,"","1.6","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","747","Northern Africa and Western Asia",2017.0,"","5.2","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","543","Oceania (exc. Australia and New Zealand)",2017.0,"","0.1","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","543","Oceania (exc. Australia and New Zealand)",2017.0,"","0.1","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","543","Oceania (exc. Australia and New Zealand)",2017.0,"","0.2","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","35","South-Eastern Asia",2017.0,"","5.1","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","35","South-Eastern Asia",2017.0,"","3.7","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","35","South-Eastern Asia",2017.0,"","6.9","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","34","Southern Asia",2017.0,"","26.9","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","34","Southern Asia",2017.0,"","21.1","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","34","Southern Asia",2017.0,"","34.1","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
"2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.2","By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons","2.2.2","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","1","SH_STA_WASTEN","Children moderately or severely wasted (millions)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","M","Modeled data","UNIT","Units","NUM_U5_M","Millions of children aged 0-59 months","202","Sub-Saharan Africa",2017.0,"","9.8","Float","Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",""
