"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"36","Australia","AUS","134.3499412","-25.57717202","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","85","85","87","89","80","82","88","90","91","92","93","93","94",2016.0,"94","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"40","Austria","AUT","14.14172472","47.58704857","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","35","34","39","46","47","54","61","56","62","64","69","73","78","82","87","88","89",2016.0,"89","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"44","Bahamas","BHS","-78.05111663","24.69546597","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","95","88","88","84","80","76","78","79","73","69","72","76","74",2016.0,"74","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"48","Bahrain","BHR","50.5490754","26.04407747","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","92","99","97","99","99","99","99","99","97","99","98","98","99","99","99","99","99",2016.0,"99","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"50","Bangladesh","BGD","89.17660788","22.86961622","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","35","70","83","83","93",2016.0,"93","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"51","Armenia","ARM","44.93839317","40.29499741","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","94","96","95","93","94","92","85","93","94","96","97","98","97","97","97","97","97",2016.0,"97","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"52","Barbados","BRB","-59.5346489","13.13648273","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","12","41","71","99","98","94","96","97","97","96","94","90","89","91","89","87",2016.0,"87","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"56","Belgium","BEL","4.660976456","50.64104975","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","78","78","81","83","83","83","85","85","85","85","85",2016.0,"85","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"60","Bermuda","BMU","-64.78155012","32.27881922","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","72","79","85","95","90","89","92","94","90",2016.0,"90","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","74","86","90","85","88","90","93","95","92","88","91","88","94","93","92","88","78",2016.0,"78","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"72","Botswana","BWA","23.81380223","-22.18810073","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","83","85","80","74",2016.0,"74","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","95","95","80","74","68","61","55","49","56","55","53","71","70","69","89","80","72",2016.0,"72","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"84","Belize","BLZ","-88.70199554","17.19965901","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","87","92","89","90","92","91","98","93","92","92","95","96",2016.0,"96","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","95","95","96","96","97","95","94","92","90","99","93","93","92","92","96","97","97",2016.0,"97","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"100","Bulgaria","BGR","25.23763153","42.75731323","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","83","85","79","89","91","92","93","94","94","93","96","94","94","94","89","87","88",2016.0,"88","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"104","Myanmar","MMR","96.51752295","21.19332882","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","57","65","75","80","","80","82","78","86",2016.0,"86","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"108","Burundi","BDI","29.89080992","-3.366387428","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","51","60","65","72",2016.0,"72","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
"112","Belarus","BLR","28.04940161","53.54193075","3","Ensure healthy lives and promote well-being for all at all ages","3.b","Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all","3.b.1","Proportion of the target population covered by all vaccines included in their national programme","2","SH_ACS_MCV2","Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","92","97","98","98","98","98","95","99","99","99","99","99","97","99","98","99","98",2016.0,"98","Estimated data","WHO/UNICEF coverage estimates 2016 revision, July 2017"
