"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2002.0","Value_2007.0","Value_2012.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"154","Northern Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"155","Western Europe","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"158","Other non-specified areas","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"199","Least Developed Countries (LDCs)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","19.1","18.0","15.9","12.3",2017.0,"12.3","Estimated data","DHS, MICS and other national surveys","Based on 43 countries covering 98 per cent of the regional population of women aged 20-24 years"
"202","Sub-Saharan Africa","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","14.8","15.2","14.1","11.8",2017.0,"11.8","Estimated data","DHS, MICS and other national surveys","Based on 41 countries covering 93 per cent of the regional population of women aged 20-24 years"
"223","Eastern Asia (excluding Japan and China)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"369"," Iraq (Central Iraq) ","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"419","Latin America and the Caribbean","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","5.5","5.2","5.2","4.6",2017.0,"4.6","Estimated data","DHS, MICS and other national surveys","Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years"
"420","Latin America","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","13.5","14.1","12.4","10.2",2017.0,"10.2","Estimated data","DHS, MICS and other national surveys","Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"513","Europe and Northern America","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"515","Developing regions","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"722","Small island developing States (SIDS)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","7.0","6.9","6.8","5.8",2017.0,"5.8","Estimated data","DHS, MICS and other national surveys","Based on 18 countries covering 71 per cent of the regional population of women aged 20-24 years"
"738","Sub-Saharan Africa (inc. Sudan)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"747","Northern Africa and Western Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","6.1","5.2","4.6","3.7",2017.0,"3.7","Estimated data","DHS, MICS and other national surveys","Based on 12 countries covering 76 per cent of the regional population of women aged 20-24 years"
"753","Eastern and South-Eastern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"827","United Kingdom (England and Wales)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"829","United Kingdom (Scotland)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
"830","Channel Islands","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union before age 15 (%)","2019.Q1.G.01","PER_MARW_20T24Y","% of married women aged 20-24 years","20-24","20 to 24 years old","G","Global","FEMALE","Female","","","","","","","","",""
