"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","753","Eastern and South-Eastern Asia",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","30","Eastern Asia",2010.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","30","Eastern Asia",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","30","Eastern Asia",2014.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","30","Eastern Asia",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","150","Europe",2014.0,"","71.42857","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","150","Europe",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","513","Europe and Northern America",2014.0,"","71.42857","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","513","Europe and Northern America",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","432","Landlocked developing countries (LLDCs)",2010.0,"","81.25","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","432","Landlocked developing countries (LLDCs)",2012.0,"","95.83333","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","432","Landlocked developing countries (LLDCs)",2014.0,"","96.15385","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","432","Landlocked developing countries (LLDCs)",2017.0,"","86.36364","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","419","Latin America and the Caribbean",2010.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","419","Latin America and the Caribbean",2012.0,"","77.77778","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","419","Latin America and the Caribbean",2014.0,"","93.75","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","419","Latin America and the Caribbean",2017.0,"","81.81818","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","84.61538","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2012.0,"","94.59459","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2014.0,"","89.47368","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2017.0,"","96.42857","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","15","Northern Africa",2010.0,"","50","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","15","Northern Africa",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","15","Northern Africa",2014.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","747","Northern Africa and Western Asia",2010.0,"","50","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","747","Northern Africa and Western Asia",2012.0,"","87.5","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","747","Northern Africa and Western Asia",2014.0,"","90","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","747","Northern Africa and Western Asia",2017.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","9","Oceania",2012.0,"","100","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","9","Oceania",2014.0,"","25","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PROCED","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","9","Oceania",2017.0,"","50","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
