"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"54","Melanesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.57","0.56","0.56","0.58","0.60","0.67","0.66","0.67","0.70","0.69","0.67","0.68","0.65","0.60","0.56","0.53",2015.0,"0.53","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"97","European Union","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.30","0.31","0.33","0.40","0.38","0.46","0.46","0.51","0.50","0.48","0.46","0.47","0.47","0.40","0.39","0.37",2015.0,"0.37","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"135","Caucasus and Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.23","0.26","0.26","0.26","0.25","0.25","0.22","0.20","0.20","0.22","0.17","0.17","0.18","0.18","0.18","0.19",2015.0,"0.19","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"142","Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.22","0.24","0.25","0.25","0.24","0.26","0.23","0.21","0.20","0.21","0.16","0.16","0.17","0.18","0.17","0.18",2015.0,"0.18","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"145","Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.70","0.72","0.71","0.70","0.69","0.71","0.70","0.74","0.73","0.75","0.74","0.75","0.76","0.76","0.78","0.81",2015.0,"0.81","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"150","Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.60","1.63","1.65","1.64","1.60","1.59","1.61","1.62","1.66","1.76","1.75","1.76","1.80","1.81","1.83","1.85",2015.0,"1.85","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"151","Eastern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.21","0.21","0.22","0.21","0.20","0.20","0.20","0.21","0.21","0.22","0.23","0.23","0.24","0.25","0.24","0.24",2015.0,"0.24","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"202","Sub-Saharan Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.38","0.39","0.40","0.40","0.40","0.41","0.42","0.41","0.42","0.41","0.40","0.40","0.40","0.41","0.41","0.42",2015.0,"0.42","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"223","Eastern Asia (excluding Japan and China)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.83","1.99","1.95","2.03","2.17","2.24","2.40","2.52","2.61","2.77","2.89","3.08","3.30","3.38","3.50","3.48",2015.0,"3.48","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"369"," Iraq (Central Iraq) ","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.53","0.55","0.54","0.55","0.54","0.55","0.55","0.58","0.62","0.65","0.66","0.64","0.64","0.68","0.71","0.70",2015.0,"0.70","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.24","0.26","0.26","0.25","0.25","0.24","0.23","0.22","0.22","0.24","0.22","0.23","0.24","0.25","0.24","0.25",2015.0,"0.25","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.51","0.52","0.52","0.52","0.52","0.54","0.53","0.56","0.56","0.58","0.58","0.59","0.60","0.60","0.62","0.66",2015.0,"0.66","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"513","Europe and Northern America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.05","2.07","2.04","2.04","1.99","2.00","2.02","2.05","2.13","2.21","2.17","2.19","2.18","2.20","2.22","2.25",2015.0,"2.25","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.15","2.18","2.16","2.16","2.12","2.14","2.17","2.21","2.27","2.33","2.28","2.31","2.30","2.33","2.35","2.36",2015.0,"2.36","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"515","Developing regions","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.65","0.68","0.71","0.74","0.77","0.81","0.84","0.87","0.91","1.00","1.02","1.06","1.11","1.15","1.17","1.19",2015.0,"1.19","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"518","Eastern Asia (excluding Japan)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.1","Research and development expenditure as a proportion of GDP","1","GB_XPD_RSDV","Research and development expenditure as a proportion of GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.10","1.16","1.24","1.30","1.39","1.48","1.54","1.56","1.62","1.82","1.87","1.95","2.08","2.16","2.19","2.22",2015.0,"2.22","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
