"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","EducationLevel_Code","EducationLevel_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2003","Footnotes_2006","Footnotes_2009","Footnotes_2012","Footnotes_2013","Footnotes_2015","Nature_Code_2000","Nature_Code_2003","Nature_Code_2006","Nature_Code_2009","Nature_Code_2012","Nature_Code_2013","Nature_Code_2015","Source_2000","Source_2003","Source_2006","Source_2009","Source_2012","Source_2013","Source_2015","TimeDetail_2000","TimeDetail_2003","TimeDetail_2006","TimeDetail_2009","TimeDetail_2012","TimeDetail_2013","TimeDetail_2015","Value_2000","Value_2003","Value_2006","Value_2009","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value"
"ARG","-65.14563274","-35.19446255","32","Argentina","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","C","","C","C","C","","C","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","","","","","","0.94315","","0.72923","0.68222","0.67967","","0.92316",2015.0,"0.92316"
"ARG","-65.14563274","-35.19446255","32","Argentina","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.83724","",2013.0,"0.83724"
"GTM","-91.2312746","15.00273719","320","Guatemala","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.90879","",2013.0,"0.90879"
"GTM","-91.2312746","15.00273719","320","Guatemala","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTM","-91.2312746","15.00273719","320","Guatemala","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.76276","",2013.0,"0.76276"
"MEX","-102.5148166","23.93378032","484","Mexico","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.79023","",2013.0,"0.79023"
"MEX","-102.5148166","23.93378032","484","Mexico","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","C","C","C","C","C","","C","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","","","","","","0.49133","0.28875","0.18818","0.28761","0.35492","","0.29743",2015.0,"0.29743"
"MEX","-102.5148166","23.93378032","484","Mexico","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.74773","",2013.0,"0.74773"
"PAN","-81.26616623","8.450965746","591","Panama","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.79037","",2013.0,"0.79037"
"PAN","-81.26616623","8.450965746","591","Panama","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","C","","","","","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","","","","0.87935","","","",2009.0,"0.87935"
"PAN","-81.26616623","8.450965746","591","Panama","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","0.72355","",2013.0,"0.72355"
"PRY","-60.54854225","-21.70216237","600","Paraguay","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","1.25128","",2013.0,"1.25128"
"PRY","-60.54854225","-21.70216237","600","Paraguay","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRY","-60.54854225","-21.70216237","600","Paraguay","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","C","","","","","","","Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)","","","","","","","","","","","","","","1.10818","",2013.0,"1.10818"
"BGR","25.23763153","42.75731323","100","Bulgaria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGR","25.23763153","42.75731323","100","Bulgaria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","C","","C","C","C","","C","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","","","","","","1.09339","","0.24575","0.53964","0.41479","","0.49348",2015.0,"0.49348"
"BGR","25.23763153","42.75731323","100","Bulgaria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZA","2.678164227","28.15940032","12","Algeria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZA","2.678164227","28.15940032","12","Algeria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","C","","","","","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","","","","0.40106",2015.0,"0.40106"
"DZA","2.678164227","28.15940032","12","Algeria","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAN","-101.6575058","57.72360191","124","Canada","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAN","-101.6575058","57.72360191","124","Canada","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","C","C","C","C","C","","C","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","Programme for International Student Assessment (OECD)","","Programme for International Student Assessment (OECD)","","","","","","","","0.97448","0.98972","0.96737","0.97508","0.99157","","1.01111",2015.0,"1.01111"
"CAN","-101.6575058","57.72360191","124","Canada","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","PRIMAR","Primary","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHN","104.1403375","32.30955217","156","China","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","GRAD23","Grades 2/3","G","Global","Ratio","Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHN","104.1403375","32.30955217","156","China","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.5","By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations","4.5.1","Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","1","SE_NAP_ACHIRE","Native parity index for achievement in reading, by education level (ratio)","2019.Q1.G.01","LOWSEC","Lower secondary","G","Global","Ratio","Ratio","","","","","","","","","","","C","","","C","","","","Programme for International Student Assessment (OECD)","","","Programme for International Student Assessment (OECD)","","","","","","","","","","","0.78895","","","0.36188",2015.0,"0.36188"
