"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","31","Azerbaijan",2006.0,"","93.6000000000000","Float","DHS","Not included in aggregates as falls outside year range","AZE","50.01064725","40.39229544"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","50","Bangladesh",2014.0,"","20.2000000000000","Float","DHS","","BGD","89.17660788","22.86961622"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","52","Barbados",2012.0,"","98.7000000000000","Float","MICS","","BRB","-59.5346489","13.13648273"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","112","Belarus",2012.0,"","100.0000000000000","Float","Vital registration data","Births registered","BLR","28.04940161","53.54193075"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","56","Belgium",2014.0,"","100.0000000000000","Float","UNSD","Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered","BEL","4.660976456","50.64104975"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","84","Belize",2015.0,"","95.7000000000000","Float","MICS ","","BLZ","-88.70199554","17.19965901"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","204","Benin",2014.0,"","84.8000000000000","Float","MICS","","BEN","2.339933594","9.65401646"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","64","Bhutan",2010.0,"","99.9000000000000","Float","MICS","","BTN","90.45098484","27.39598568"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","68","Bolivia (Plurinational State of)",2008.0,"","75.8000000000000","Float","DHS","Not included in aggregates as falls outside year range. children with a birth certificate","BOL","-64.66224284","-16.71273412"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","70","Bosnia and Herzegovina",2006.0,"","99.5000000000000","Float","MICS","Not included in aggregates as falls outside year range","BIH","17.78584332","44.16845548"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","72","Botswana",2014.0,"","83.2000000000000","Float","Vital statistics report","Percentage of live births registered within 60 days of occurrence","BWA","23.81380223","-22.18810073"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","76","Brazil",2015.0,"","96.4","Float","IBGE","","BRA","-53.08432878","-10.77668561"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","100","Bulgaria",2012.0,"","100.0000000000000","Float","Vital registration data","Births registered","BGR","25.23763153","42.75731323"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","854","Burkina Faso",2010.0,"","76.9000000000000","Float","DHS","","BFA","-1.742843829","12.27491081"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","108","Burundi",2010.0,"","75.2000000000000","Float","DHS","","BDI","29.89080992","-3.366387428"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","132","Cabo Verde",2010.0,"","91.4000000000000","Float","Census","","CPV","-23.63544151","15.07791834"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","116","Cambodia",2014.0,"","73.3000000000000","Float","DHS","","KHM","104.922836","12.71163737"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","120","Cameroon",2014.0,"","66.1000000000000","Float","MICS","","CMR","12.7419827","5.692387031"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","124","Canada",2011.0,"","100.0000000000000","Float","UNSD","Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered","CAN","-101.6575058","57.72360191"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","140","Central African Republic",2010.0,"","61.0000000000000","Float","MICS","","CAF","20.93559492","7.003720791"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","62","Central and Southern Asia",2017.0,"","67.9","Float","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 11 countries with a population coverage of 97 per cent","","",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","143","Central Asia",2017.0,"","96.4","Float","DHS, MICS, other national surveys, censuses and vital registration systems","Based on 4 countries with a population coverage of 59 per cent","","",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","148","Chad",2015.0,"","12.0000000000000","Float","DHS","","TCD","18.66618401","15.36279341"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","152","Chile",2011.0,"","99.4000000000000","Float","Estadísticas Vitales","Children aged 0-7 years who are registered","CHL","-71.23029019","-35.2652885"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","170","Colombia",2015.0,"","96.8","Float","DHS","","COL","-73.07446751","3.888209046"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","174","Comoros",2012.0,"","87.3000000000000","Float","DHS","","COM","43.34234565","-11.66121732"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","178","Congo",2015.0,"","95.9000000000000","Float","MICS ","","COG","15.22052612","-0.840544119"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","188","Costa Rica",2013.0,"","99.6000000000000","Float","INEC","Births registered","CRI","-84.19712782","9.970998683"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","384","Côte d'Ivoire",2016.0,"","71.7","Float","MICS","","CIV","-5.552690016","7.62211586"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","192","Cuba",2014.0,"","100.0000000000000","Float","MICS","","CUB","-79.54460144","22.10030366"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","196","Cyprus",2014.0,"","100.0000000000000","Float","UNSD","Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered","CYP","33.22285964","35.05659437"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","203","Czechia",2014.0,"","100.0000000000000","Float","UNSD","Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered","CZE","15.33151382","49.73913871"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","408","Democratic People's Republic of Korea",2009.0,"","100.0000000000000","Float","MICS","Not included in aggregates as falls outside year range","PRK","127.1803633","40.1462645"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","180","Democratic Republic of the Congo",2014.0,"","24.6000000000000","Float","DHS","","COD","23.65496507","-2.877154732"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","E","Estimated data","NUM_U5_M","Millions of children aged 0-59 months","208","Denmark",2014.0,"","100.0000000000000","Float","UNSD","Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered","DNK","9.326571283","56.03829721"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","262","Djibouti",2006.0,"","91.7000000000000","Float","MICS","Not included in aggregates as falls outside year range","DJI","42.18274707","11.56004161"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","214","Dominican Republic",2014.0,"","88.0000000000000","Float","MICS","","DOM","-70.49847576","18.89832088"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.9","By 2030, provide legal identity for all, including birth registration","16.9.1","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","1","SG_REG_BRTH","Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)","2019.Q1.G.01","<5Y","under 5 years old","G","Global","C","Country data","NUM_U5_M","Millions of children aged 0-59 months","218","Ecuador",2015.0,"","94","Float","Niñez y Adolescencia desde la intergeneracionalidad","","ECU","-78.37005241","-1.447785891"
