"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"9","Oceania","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","10.8104800000000","10.8940300000000","10.9989500000000","11.0863500000000","11.1648700000000","11.1458400000000","10.9093100000000","10.8602200000000","10.8227100000000","10.7827700000000","10.7427800000000","10.7037300000000","10.6647900000000","10.6272000000000","10.5893700000000","10.8295100000000",2015.0,"10.8295100000000","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"9","Oceania","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","3.3697200000000","3.3908500000000","3.4228200000000","3.4496100000000","3.4730900000000","3.4658700000000","3.3940800000000","3.3679100000000","3.3507900000000","3.3329800000000","3.3157700000000","3.2995600000000","3.2840400000000","3.2706500000000","3.2577300000000","3.3242100000000",2015.0,"3.3242100000000","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"11","Western Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","10.4327900000000","10.4994200000000","10.5612600000000","10.6236300000000","10.6874800000000","10.7535100000000","10.8215200000000","10.8900000000000","10.9592600000000","11.0286000000000","11.0979300000000","11.1668700000000","11.2356900000000","11.3043800000000","11.3736200000000","11.4432600000000",2015.0,"11.4432600000000","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"11","Western Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","31.7473900000000","31.5869400000000","31.3611400000000","31.1316000000000","30.9000400000000","30.6686800000000","30.4370100000000","30.2011700000000","29.9645500000000","29.7272600000000","29.4891700000000","29.2522300000000","29.0170700000000","28.7841800000000","28.5535700000000","28.3263100000000",2015.0,"28.3263100000000","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"11","Western Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","43.0764500000000","43.1238600000000","43.0740700000000","43.0183600000000","42.9593100000000","42.8991100000000","42.8379300000000","42.7735000000000","42.7071000000000","42.6377600000000","42.5656600000000","42.4896000000000","42.4101200000000","42.3270000000000","42.2396700000000","42.1493000000000",2015.0,"42.1493000000000","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"13","Central America","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","4.11355","3.89327","3.67337","3.44384","3.21491","2.98659","2.75882","2.53154","2.30468","2.07816","1.85197","1.62608","1.40052","1.17527","0.95033","0.73381",2015.0,"0.73381","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"13","Central America","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","26.39435","25.18596","23.97637","22.69967","21.42521","20.15264","18.88135","17.61071","16.34011","15.06922","13.79817","12.52705","11.25564","9.98416","8.71281","7.4417",2015.0,"7.4417","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"13","Central America","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","11.0736","10.47121","9.87556","9.26025","8.65288","8.05338","7.46111","6.8763","6.29903","5.72974","5.16836","4.61511","4.06968","3.53205","3.00197","2.48536",2015.0,"2.48536","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"14","Eastern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","38.67815","37.51119","36.29754","35.12745","33.94738","32.74897","31.53687","30.31441","29.05454","27.81221","26.57663","26.63945","25.40955","24.19619","22.98763","21.78082",2015.0,"21.78082","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"14","Eastern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","45.95122","44.65312","43.33497","42.03732","40.72517","39.38994","38.03318","36.65915","35.24619","33.84528","32.44591","32.51191","31.13736","29.77517","28.41227","27.04468",2015.0,"27.04468","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"14","Eastern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","10.67345","10.39581","9.97114","9.67157","9.36767","9.07321","8.77514","8.4762","8.17796","7.88954","7.60037","8.05493","7.67178","7.2937","6.9127","6.5274",2015.0,"6.5274","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"15","Northern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","3.30006","3.27529","3.25286","3.23186","3.2109","2.97648","2.73818","2.49747","2.25345","2.00635","1.75631","1.50355","1.25015","0.99772","0.77071","0.54275",2015.0,"0.54275","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"15","Northern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","14.90873","14.56043","14.22255","13.89426","13.57337","12.86092","12.14889","11.43983","10.73075","10.01781","9.30008","8.57799","7.85506","7.13641","6.63318","6.17808",2015.0,"6.17808","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"15","Northern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","25.74278","25.17947","24.62697","24.08568","23.55369","22.46071","21.36838","20.27166","19.16805","18.05252","16.92266","15.77918","14.62969","13.48264","12.74353","12.1019",2015.0,"12.1019","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"17","Middle Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","21.7969","21.73104","21.6642","21.59064","21.50581","21.40774","21.29529","21.19537","21.06182","20.92422","20.78367","20.64082","20.49543","20.34196","20.1836","20.01895",2015.0,"20.01895","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"17","Middle Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","31.28861","31.41682","31.54985","31.67797","31.7964","31.90329","31.99748","32.10984","32.1877","32.26523","32.3446","32.42684","32.51091","32.59289","32.67342","32.7466",2015.0,"32.7466","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"17","Middle Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","5.45198","5.37285","5.28671","5.19631","5.10025","4.99763","4.88867","4.79265","4.67306","4.54963","4.42339","4.2944","4.16242","4.01994","3.87468","3.7307",2015.0,"3.7307","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"18","Southern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","3.18045","3.05998","2.94099","2.82197","2.70315","2.58501","2.46771","2.35092","2.23522","2.12081","2.00794","1.89677","1.78734","1.67925","1.57542","1.47224",2015.0,"1.47224","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"18","Southern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","30.68033","29.46279","28.23246","26.99589","25.7588","24.52624","23.29953","22.08078","20.86976","19.66794","18.47633","17.29622","16.12738","14.96759","13.82854","12.69352",2015.0,"12.69352","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"18","Southern Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","15.88313","15.12654","14.36373","13.6054","12.8596","12.13009","11.41698","10.72134","10.04209","9.38033","8.73569","8.10867","7.49874","6.90543","6.33399","5.77544",2015.0,"5.77544","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"19","Americas","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","","","","","","","","","","","","","","","","","","","",""
"19","Americas","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","","","","","","","","","","","","","","","","","","","",""
"19","Americas","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","","","","","","","","","","","","","","","","","","","",""
"29","Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","RURAL","Rural","G","Global","22.93836","22.22911","21.58716","20.95241","20.30465","19.65891","19.01352","18.35561","17.71602","17.07748","16.44053","15.80641","15.17615","14.55257","13.98461","13.83259",2015.0,"13.83259","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"29","Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","URBAN","Urban","G","Global","2.35847","2.29345","2.31302","2.32845","2.3422","2.35315","2.36002","2.35641","2.35619","2.35499","2.35037","2.34217","2.33252","2.32047","2.30632","2.3294",2015.0,"2.3294","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
"29","Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.2","By 2030, achieve access to adequate and equitable sanitation and hygiene for all and end open defecation, paying special attention to the needs of women and girls and those in vulnerable situations","6.2.1","Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water","1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","ALLAREA","All areas","G","Global","10.32854","9.90582","9.56851","9.22223","8.87282","8.53221","8.19851","7.86323","7.54592","7.23772","6.93676","6.64281","6.3589","6.08518","5.83599","5.74479",2015.0,"5.74479","Estimated data","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)"
