ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,EducationLevel_Code,EducationLevel_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2003,Footnotes_2006,Footnotes_2007,Footnotes_2009,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Nature_Code_2000,Nature_Code_2003,Nature_Code_2006,Nature_Code_2007,Nature_Code_2009,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Source_2000,Source_2003,Source_2006,Source_2007,Source_2009,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,TimeDetail_2000,TimeDetail_2003,TimeDetail_2006,TimeDetail_2007,TimeDetail_2009,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,Value_2000,Value_2003,Value_2006,Value_2007,Value_2009,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Latest_Year,Latest_Value
CAN,-101.6575058,57.72360191,124,Canada,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,C,C,C,,C,,C,,,C,Programme for International Student Assessment (OECD),Programme for International Student Assessment (OECD),Programme for International Student Assessment (OECD),,Programme for International Student Assessment (OECD),,Programme for International Student Assessment (OECD),,,Programme for International Student Assessment (OECD),,,,,,,,,,,0.99344,1.00912,0.98876,,0.98668,,0.99013,,,0.99218,2015.0,0.99218
CAN,-101.6575058,57.72360191,124,Canada,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,18.66618401,15.36279341,148,Chad,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,,,,,,,,,,,,,,,,,,0.58071,,2014.0,0.58071
TCD,18.66618401,15.36279341,148,Chad,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,18.66618401,15.36279341,148,Chad,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,C,,,,C,,,C,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,,,,,,,,,,,0.97432,,,,0.94373,,,0.63889,,2014.0,0.63889
CHL,-71.23029019,-35.2652885,152,Chile,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,C,,C,,C,,,,,,Trends in International Mathematics and Science Study (IEA),,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,Trends in International Mathematics and Science Study (IEA),,,,,,,,,,,,,,,,0.98292,,1.01609,,1.02302,2015.0,1.02302
CHL,-71.23029019,-35.2652885,152,Chile,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,C,C,C,,C,C,C,,,C,Programme for International Student Assessment (OECD),Trends in International Mathematics and Science Study (IEA),Programme for International Student Assessment (OECD),,Programme for International Student Assessment (OECD),Trends in International Mathematics and Science Study (IEA),Programme for International Student Assessment (OECD),,,Trends in International Mathematics and Science Study (IEA),,,,,,,,,,,0.88075,0.82216,0.75706,,0.80393,0.85893,0.77653,,,0.88341,2015.0,0.88341
CHL,-71.23029019,-35.2652885,152,Chile,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,,C,,,,,C,,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,,,,,,,,,,,1.01009,,,,,0.99619,,,2013.0,0.99619
COL,-73.07446751,3.888209046,170,Colombia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,,,C,,,,C,,,,,,Trends in International Mathematics and Science Study (IEA),,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,,,,,,,,,,,,0.8085,,,,1.0054,,,2013.0,1.0054
COL,-73.07446751,3.888209046,170,Colombia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,,,C,C,C,,C,,,C,,,Programme for International Student Assessment (OECD),Trends in International Mathematics and Science Study (IEA),Programme for International Student Assessment (OECD),,Programme for International Student Assessment (OECD),,,Programme for International Student Assessment (OECD),,,,,,,,,,,,,0.70076,0.66356,0.59308,,0.62532,,,0.83121,2015.0,0.83121
COL,-73.07446751,3.888209046,170,Colombia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,,C,,,,,C,,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,,,,,,,,,,,0.95524,,,,,0.96703,,,2013.0,0.96703
COG,15.22052612,-0.840544119,178,Congo,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,,,,,,,,,,,,,,,,,,0.9745,,2014.0,0.9745
COG,15.22052612,-0.840544119,178,Congo,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,15.22052612,-0.840544119,178,Congo,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,,,C,,,,,C,,,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,,,Programme d'analyse des systèmes éducatifs de la Confemen,,,,,,,,,,,,,,,0.97492,,,,,0.89535,,2014.0,0.89535
CRI,-84.19712782,9.970998683,188,Costa Rica,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,C,,,,,,,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,,,,,,,,,,,,,,,,0.99084,,,2013.0,0.99084
CRI,-84.19712782,9.970998683,188,Costa Rica,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,C,,C,,,C,,,,,Programme for International Student Assessment (OECD),,Programme for International Student Assessment (OECD),,,Programme for International Student Assessment (OECD),,,,,,,,,,,,,,,0.71368,,0.69975,,,0.76086,2015.0,0.76086
CRI,-84.19712782,9.970998683,188,Costa Rica,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,,C,,,,,C,,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,,,,,,,,,,,,,,0.98409,,,,,1.00632,,,2013.0,1.00632
CYP,33.22285964,35.05659437,196,Cyprus,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,C,,,,,,,,C,,Trends in International Mathematics and Science Study (IEA),,,,,,,,Trends in International Mathematics and Science Study (IEA),,,,,,,,,,,,0.99357,,,,,,,,1.00796,2015.0,1.00796
CYP,33.22285964,35.05659437,196,Cyprus,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,,C,,C,,,,,,,,Trends in International Mathematics and Science Study (IEA),,Trends in International Mathematics and Science Study (IEA),,,,,,,,,,,,,,,,,,1.1103,,1.11561,,,,,,,2007.0,1.11561
CYP,33.22285964,35.05659437,196,Cyprus,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,Ratio,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,15.33151382,49.73913871,203,Czechia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,Ratio,Ratio,,,,,,,,,,,,,,C,,C,,,,C,,,,Trends in International Mathematics and Science Study (IEA),,Trends in International Mathematics and Science Study (IEA),,,,Trends in International Mathematics and Science Study (IEA),,,,,,,,,,,,,,1.00676,,0.99755,,,,0.99388,2015.0,0.99388
CZE,15.33151382,49.73913871,203,Czechia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_MATACH,"Gender parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,Ratio,Ratio,,,,,,,,,,,C,C,C,C,C,,C,,,C,Programme for International Student Assessment (OECD),Programme for International Student Assessment (OECD),Programme for International Student Assessment (OECD),Trends in International Mathematics and Science Study (IEA),Programme for International Student Assessment (OECD),,Programme for International Student Assessment (OECD),,,Programme for International Student Assessment (OECD),,,,,,,,,,,0.99948,0.96546,0.95618,1.00787,0.98104,,0.95722,,,1.02496,2015.0,1.02496
