ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Bounds_Code,Bounds_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2015,Nature_Code_2015,Source_2015,TimeDetail_2015,Value_2015,Latest_Year,Latest_Value
BDI,29.89080992,-3.366387428,108,Burundi,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,4.60,2015.0,4.60
BLR,28.04940161,53.54193075,112,Belarus,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.00,2015.0,0.00
BLR,28.04940161,53.54193075,112,Belarus,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.20,2015.0,0.20
BLR,28.04940161,53.54193075,112,Belarus,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.50,2015.0,1.50
KHM,104.922836,12.71163737,116,Cambodia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.40,2015.0,0.40
KHM,104.922836,12.71163737,116,Cambodia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.60,2015.0,0.60
KHM,104.922836,12.71163737,116,Cambodia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.80,2015.0,0.80
DZA,2.678164227,28.15940032,12,Algeria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.10,2015.0,0.10
DZA,2.678164227,28.15940032,12,Algeria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.20,2015.0,0.20
DZA,2.678164227,28.15940032,12,Algeria,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.30,2015.0,0.30
CMR,12.7419827,5.692387031,120,Cameroon,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.30,2015.0,1.30
CMR,12.7419827,5.692387031,120,Cameroon,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.90,2015.0,1.90
CMR,12.7419827,5.692387031,120,Cameroon,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,2.60,2015.0,2.60
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.70,2015.0,0.70
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.00,2015.0,1.00
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.40,2015.0,1.40
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.40,2015.0,0.40
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.70,2015.0,0.70
CPV,-23.63544151,15.07791834,132,Cabo Verde,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.40,2015.0,1.40
CAF,20.93559492,7.003720791,140,Central African Republic,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,5.10,2015.0,5.10
CAF,20.93559492,7.003720791,140,Central African Republic,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,6.60,2015.0,6.60
CAF,20.93559492,7.003720791,140,Central African Republic,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,8.60,2015.0,8.60
LKA,80.70489654,7.614693343,144,Sri Lanka,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.40,2015.0,0.40
LKA,80.70489654,7.614693343,144,Sri Lanka,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.60,2015.0,0.60
LKA,80.70489654,7.614693343,144,Sri Lanka,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.00,2015.0,1.00
TCD,18.66618401,15.36279341,148,Chad,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.30,2015.0,0.30
TCD,18.66618401,15.36279341,148,Chad,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,3.10,2015.0,3.10
TCD,18.66618401,15.36279341,148,Chad,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,26.20,2015.0,26.20
CHL,-71.23029019,-35.2652885,152,Chile,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.10,2015.0,0.10
CHL,-71.23029019,-35.2652885,152,Chile,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.30,2015.0,0.30
CHL,-71.23029019,-35.2652885,152,Chile,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.60,2015.0,0.60
CHN,104.1403375,32.30955217,156,China,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.60,2015.0,0.60
CHN,104.1403375,32.30955217,156,China,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.80,2015.0,0.80
CHN,104.1403375,32.30955217,156,China,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,1.20,2015.0,1.20
COL,-73.07446751,3.888209046,170,Colombia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,LB,Lower bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.10,2015.0,0.10
COL,-73.07446751,3.888209046,170,Colombia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,MP,Mid-point,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.20,2015.0,0.20
COL,-73.07446751,3.888209046,170,Colombia,3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",3.3.4,"Hepatitis B incidence per 100,000 population",1,SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) (%),2019.Q1.G.01,<5Y,under 5 years old,UB,Upper bound,G,Global,PERCENT,Percentage,,E,"Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).",,0.30,2015.0,0.30
