"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"34","Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"35","South-Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"39","Southern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"53","Australia and New Zealand","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"151","Eastern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"154","Northern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"155","Western Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"158","Other non-specified areas","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"199","Least Developed Countries (LDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"202","Sub-Saharan Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"223","Eastern Asia (excluding Japan and China)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"369"," Iraq (Central Iraq) ","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"419","Latin America and the Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"420","Latin America","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"432","Landlocked developing countries (LLDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"513","Europe and Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"515","Developing regions","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"518","Eastern Asia (excluding Japan)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","N",2017.0,"N","Data nature not available","Data compiled by UNECE and UNESCO as co-custodians","Value not relevant for the country"
"543","Oceania (exc. Australia and New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"722","Small island developing States (SIDS)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"746","Northern Africa (exc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"747","Northern Africa and Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"753","Eastern and South-Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"827","United Kingdom (England and Wales)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"828","United Kingdom (Northern Ireland)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"829","United Kingdom (Scotland)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"830","Channel Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","N",2017.0,"N","Data nature not available","Data compiled by UNECE and UNESCO as co-custodians","Value not relevant for the country"
"891","Serbia and Montenegro [former]","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"910","High income economies (WB)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"911","Low income economies (WB)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"912","Lower middle economies (WB)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"913","Low and middle income economies (WB)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"914","Upper middle economies (WB)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"917","International Centers (FAO)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"918","European Union (EU) Institutions","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"919","Regional Centres (FAO)","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"920","Azores Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"921","ODA residual","6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.2","Proportion of transboundary basin area with an operational arrangement for water cooperation","2","EG_TBA_H2CORL","Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
