series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage					43				42.8												2008	42.8	Bolivia 2008 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage													21.9								2012	21.9	Bosnia and Herzegovina 2011-2012 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	72	23.81380223	-22.18810073	BWA	Botswana	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage									82.1												2008	82.1	Botswana 2007 Family Health Survey - Multiple Indicator Cluster Survey 	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	76	-53.08432878	-10.77668561	BRA	Brazil	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage								89.3													2007	89.3	Brazil 2006-2007 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	84	-88.70199554	17.19965901	BLZ	Belize	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage												73.1					65.9			65.9	2016	65.9	Belize 2015-2016 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage								60								38				38	2015	38	Solomon Islands 2015 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	100	25.23763153	42.75731323	BGR	Bulgaria	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	104	96.51752295	21.19332882	MMR	Myanmar	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage		58.5															75			75	2016	75	Myanmar 2015-2016 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	29.89080992	-3.366387428	BDI	Burundi	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage			17.5															39.3		39.3	2017	39.3	Burundi 2016 Demographic and Health Survey (DHS)	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	112	28.04940161	53.54193075	BLR	Belarus	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage													74.2								2012	74.2	Belarus 2012 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	104.922836	12.71163737	KHM	Cambodia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage	33.1						41.7					51.8			56.4					56.4	2014	56.4	Cambodia 2014 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	12.7419827	5.692387031	CMR	Cameroon	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage					28.2							30.7			40.1					40.1	2014	40.1	Cameroon 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	124	-101.6575058	57.72360191	CAN	Canada	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage						73.2															2005	73.2	Cape Verde 2005 Demographic and Reproductive Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	140	20.93559492	7.003720791	CAF	Central African Republic	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage												28.7									2011	28.7	Central African Republic 2010 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage	56.2							69.4									74.1			74.1	2016	74.1	Sri Lanka 2016 Demographic and Health Survey (national)	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	18.66618401	15.36279341	TCD	Chad	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage					7.3						13.6					17.5				17.5	2015	17.5	Chad 2014-2015 Demographic and Health Survey and MICS	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	152	-71.23029019	-35.2652885	CHL	Chile	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	156	104.1403375	32.30955217	CHN	China	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage		96.6																			2001	96.6	China 2001 National Family Planning and Reproductive Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	-73.07446751	3.888209046	COL	Colombia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage	73.6					78.6					83.7						86.5			86.5	2016	86.5	Colombia 2015 Demographic and Health Survey (DHS)	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	174	43.34234565	-11.66121732	COM	Comoros	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage													27.8								2012	27.8	Comoros 2012 Demographic and Health Survey and Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	175	45.14015057	-12.82217691	MYT	Mayotte	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	178	15.22052612	-0.840544119	COG	Congo	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage						21.5							31.8			38.5				38.5	2015	38.5	Congo 2014-2015 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage								12.2			18.4				15.6					15.6	2014	15.6	Democratic Republic of the Congo 2013-2014 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage											85.1	89.1									2011	89.1	Costa Rica 2011 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	191	17.95874553	45.45172212	HRV	Croatia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	192	-79.54460144	22.10030366	CUB	Cuba	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage												87.8			88.4					88.4	2014	88.4	Cuba 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	196	33.22285964	35.05659437	CYP	Cyprus	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	203	15.33151382	49.73913871	CZE	Czechia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage						81			85.7												2008	85.7	Czech Republic 2008 Generations and Gender Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	204	2.339933594	9.65401646	BEN	Benin	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage		15.5					13.8						17.4		24.5					24.5	2014	24.5	Benin 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	208	9.326571283	56.03829721	DNK	Denmark	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	212	-61.3493756	15.43391378	DMA	Dominica	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage			80					83.3						83.1	84.1					84.1	2014	84.1	Dominican Republic 2014 Multiple Indicator Cluster Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage					73.3								80.7								2012	80.7	Ecuador 2012 Encuesta Nacional de Salud y Nutrición	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	222	-88.86862995	13.73603564	SLV	El Salvador	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage				80.1					72.9						81.9					81.9	2014	81.9	El Salvador 2014 MICS	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage												20.5									2011	20.5	Equatorial Guinea 2011 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	231	39.63505296	8.631223181	ETH	Ethiopia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage	14.1					27.4						49.7			57.5	57.6	60.3	59.4		58.7	2017	59.4	Ethiopia 2017 PMA2020 Round 5	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	232	38.11074289	16.12894644	ERI	Eritrea	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage			19.7								19.6										2010	19.6	Eritrea 2010 Population and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	233	25.84093481	58.68487172	EST	Estonia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	242	177.9660884	-17.83301566	FJI	Fiji	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	246	23.308447	61.91586738	FIN	Finland	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	248	19.80945969	60.1544901	ALA	Åland Islands	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	250	2.457288129	46.62660861	FRA	France	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage						95.5															2005	95.5	France 2005 Enquête du Baromètre Santé	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	254	-53.23619089	3.922673437	GUF	French Guiana	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	262	42.18274707	11.56004161	DJI	Djibouti	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	266	11.78727747	-0.60687619	GAB	Gabon	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage	22.1												33.7								2012	33.7	Gabon 2012 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	268	43.3713615	42.04813028	GEO	Georgia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage	30.8					41.8					52.8										2010	52.8	Georgia 2010 Reproductive Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	270	-15.39944785	13.45295927	GMB	Gambia	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage											34.2			23.9							2013	23.9	Gambia 2013 Demographic and Health Survey	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	275	35.25694122	31.94347933	PSE	State of Palestine	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage											64.9				64.8					64.8	2014	64.8	State of Palestine 2014 MICS	C
2018.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	276	10.3806066	51.08862743	DEU	Germany	1	15-49	FEMALE	PERCENT	15 to 49 years old	Female	Percentage																								
