"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","11.22","","","","13.63","14.71","14.1","",2015.0,"14.1","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","MALE","Male","","","","","","","","","","26.21","","","","32.54","42.55","39.25","",2015.0,"39.25","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","28.32","","","","26.13","32.55","40.85","",2015.0,"40.85","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","27.17","","","","30.23","39.05","39.8","",2015.0,"39.8","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","","14.4","12.49","12.15","12.8","13.62","14.48","17.53","19.16","17.07","",2015.0,"17.07","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2007,2010]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;Nonstandard age group: Excluding age 65 // [2008,2011-2012]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;Nonstandard age group: Excluding ages 75+"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","13.5","13.05","13.76","14.2","13.98","13.44","15.64","17.49","17.08","",2015.0,"17.08","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2007,2010]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;Nonstandard age group: Excluding age 65 // [2008,2011-2012]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;Nonstandard age group: Excluding ages 75+"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","","12.2","13.74","15.82","15.9","14.43","12.07","13.2","15.21","17.1","",2015.0,"17.1","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2007,2010]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;Nonstandard age group: Excluding age 65 // [2008,2011-2012]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;Nonstandard age group: Excluding ages 75+"
"8","Albania","ALB","20.06660928","41.13897007","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","MALE","Male","","","","","","","","","","9.59","","","","15.14","15.71","13.66","",2015.0,"13.66","Country data","ILOSTAT - LFS - Labour Force Survey","[2013-2015]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2009]: Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts;"
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","MALE","Male","","","","","","","","","","5.74","5.42","","6.37","5.54","6.52","","",2014.0,"6.52","Country data","ILOSTAT - LFS - Household Employment Survey","Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","FEMALE","Female","","","","","","","","","","14.43","14.98","","12.55","11.93","12.87","","",2014.0,"12.87","Country data","ILOSTAT - LFS - Household Employment Survey","Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","BOTHSEX","Both sexes","","19.96","","","","10.47","8.92","9.98","7.92","7.24","7.07","7.17","7.56","6.77","7.7","","",2014.0,"7.7","Country data","ILOSTAT - LFS - Household Employment Survey","Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","MALE","Male","","","","","","","","","","18.97","18.68","","24.92","21.6","22.09","","",2014.0,"22.09","Country data","ILOSTAT - LFS - Household Employment Survey","Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","34.56","37.57","","39.22","39.78","41.48","","",2014.0,"41.48","Country data","ILOSTAT - LFS - Household Employment Survey","Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","29.78","","","23.43","17.55","","","","","8.57","8.11","","9.56","8.3","9.16","","8.18",2016.0,"8.18","Country data","ILOSTAT - LFS - Household Employment Survey","[2000]: Data reference period: Annual or annual average; // [2003-2004,2009-2010,2012-2014]: Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","29.72","","","25.44","18.17","","","","","18.1","19.1","","16.99","16.3","17.1","","18.25",2016.0,"18.25","Country data","ILOSTAT - LFS - Household Employment Survey","[2000]: Data reference period: Annual or annual average; // [2003-2004,2009-2010,2012-2014]: Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","29.77","27.3","25.9","23.72","17.65","15.27","12.27","13.79","11.33","10.16","9.96","9.96","10.97","9.82","10.6","","10.2",2016.0,"10.2","Country data","ILOSTAT - LFS - Household Employment Survey","[2000]: Data reference period: Annual or annual average; // [2001-2014]: Data reference period: September;"
"12","Algeria","DZA","2.678164227","28.15940032","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","BOTHSEX","Both sexes","","47.76","","","","31.08","24.3","27.41","23.81","21.26","21.54","22.43","27.54","24.8","25.24","","",2014.0,"25.24","Country data","ILOSTAT - LFS - Household Employment Survey","Data reference period: September;"
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
