"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"9","Oceania","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","88","88","88","90","91","92","93","93","93","94","94","95","95","95","97","97","98",2016.0,"98","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"9","Oceania","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","58","58","58","59","60","60","61","61","61","62","62","62","62","72","81","80","81",2016.0,"81","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"11","Western Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"11","Western Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"11","Western Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"13","Central America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"13","Central America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"13","Central America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"15","Northern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","80","78","78","76","74","73","72","70","72","71","71","67","66","64","63","61","59",2016.0,"59","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"15","Northern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","68","67","67","65","63","63","62","61","60","60","60","57","56","54","54","53","51",2016.0,"51","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"15","Northern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","57","55","56","54","53","53","53","52","48","49","49","47","46","45","45","45","43",2016.0,"43","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"17","Middle Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"17","Middle Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"17","Middle Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","6.7","6.5","6.1","5.9","5.7","5.5","5.4","5.1","5","4.5","4.2","4","3.9","3.6","3.5","3.5","3.4",2016.0,"3.4","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"21","Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","5.8","5.6","5.3","5.1","5","4.8","4.6","4.5","4.3","3.9","3.7","3.5","3.4","3.1","3","3","2.9",2016.0,"2.9","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"21","Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","7.5","7.3","6.9","6.7","6.5","6.2","6.1","5.8","5.6","5","4.8","4.5","4.3","4","3.9","3.9","3.8",2016.0,"3.8","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"29","Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"29","Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"29","Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"30","Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","107","105","101","99","95","93","90","88","85","84","80","79","78","74","72","70","68",2016.0,"68","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"30","Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","82","82","80","79","78","77","76","76","75","74","70","69","68","65","63","61","59",2016.0,"59","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"30","Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","132","128","122","118","113","109","104","100","96","95","90","89","87","83","80","78","76",2016.0,"76","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"34","Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","147","147","147","146","146","144","143","141","139","137","135","132","130","129","126","124","122",2016.0,"122","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"34","Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","263","262","261","260","258","255","252","248","243","238","233","229","224","220","215","211","206",2016.0,"206","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"34","Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","378","377","376","374","371","367","361","355","347","340","332","325","317","311","304","297","290",2016.0,"290","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"35","South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","471","468","464","460","455","449","442","436","432","428","424","421","418","416","413","411","408",2016.0,"408","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"35","South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","299","297","294","291","287","283","279","274","271","268","266","264","263","261","260","258","256",2016.0,"256","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"35","South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","385","382","379","376","371","366","361","355","352","348","345","342","340","338","337","334","332",2016.0,"332","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"39","Southern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"39","Southern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
