"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"40","Austria","AUT","14.14172472","47.58704857","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","0.000",2017.0,"0.000","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"44","Bahamas","BHS","-78.05111663","24.69546597","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","0.000",2017.0,"0.000","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"52","Barbados","BRB","-59.5346489","13.13648273","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","0.000","0.000","1.143","0.000","0.159","0.365","0.138","0.000","0.000","","","","",2013.0,"0.000","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"56","Belgium","BEL","4.660976456","50.64104975","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","8.884","0.000","7.451","0.094","2.484","0.246","0.000","0.000","7.029",2017.0,"7.029","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","118.878","0.742","3.696","191.824","3.739","1.815","2.096","0.485","0.335","","","","",2013.0,"0.335","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","0.000","0.000","0.000","0.000","0.496",2017.0,"0.496","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","0.000","","0.010","1.446","0.000","0.542","0.010","","","","","","",2011.0,"0.010","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","0.000","0.613","0.000","0.045","0.203","0.000","0.185","0.185","0.000","","","",2014.0,"0.000","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","0.000",2017.0,"0.000","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"104","Myanmar","MMR","96.51752295","21.19332882","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","0.043","0.141","0.063","1257.651","0.009","0.384","0.136","184.561","0.344","0.109","12497.207","492.423","614.201",2017.0,"614.201","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"108","Burundi","BDI","29.89080992","-3.366387428","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.2","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","1","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","2019.Q1.G.01","CU_USD_M","Millions of current United States dollars","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","",""
