"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.5","1.0","2.2","2.3","2.5","1.7","1.0","0.8","-0.3","0.6","2.9","0.8","0.5","0.6","0.8","1.0","0.1","1.4",2017.0,"1.4","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"29","Caribbean","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"30","Eastern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.6","2.0","2.6","3.3","4.3","4.3","5.0","5.9","3.5","1.0","7.3","4.4","4.3","4.6","4.0","4.0","4.1","4.8",2017.0,"4.8","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"34","Southern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.5","1.1","2.0","4.3","3.7","4.8","6.8","8.2","3.0","5.6","7.6","4.8","2.4","2.7","4.6","4.0","5.6","4.7",2017.0,"4.7","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"35","South-Eastern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.4","0.6","3.1","3.8","5.0","4.3","4.2","5.3","2.1","-0.3","5.5","2.5","4.1","3.8","2.9","4.4","3.1","4.3",2017.0,"4.3","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"39","Southern Europe","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"53","Australia and New Zealand","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.2","0.6","1.9","1.1","1.9","-0.3","0.3","0.6","0.8","1.4","-0.1","0.6","2.6","1.6","1.7","0.7","1.2","0.7",2017.0,"0.7","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"54","Melanesia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.7","1.6","2.2","4.4","3.9","4.9","6.9","8.1","3.1","5.2","7.4","4.9","2.6","2.9","4.5","3.8","5.2","4.5",2017.0,"4.5","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"97","European Union","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"142","Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.8","7.4","5.4","5.1","6.3","6.1","7.1","6.5","2.9","1.0","4.8","5.9","4.0","5.1","3.7","1.6","1.8","2.7",2017.0,"2.7","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"145","Western Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.7","-2.5","0.7","2.6","8.1","3.0","3.0","0.7","0.1","-4.6","1.0","4.0","1.7","2.0","1.0","0.9","0.7","1.2",2017.0,"1.2","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"150","Europe","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.6","1.8","0.9","1.3","2.4","1.1","2.4","1.6","0.0","-2.8","2.5","1.6","0.0","0.6","1.2","1.1","0.8","1.9",2017.0,"1.9","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"151","Eastern Europe","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.4","2.7","1.3","3.0","4.4","5.4","5.5","6.8","5.0","2.1","2.6","1.2","1.7","2.8","2.5","0.8","0.9","2.0",2017.0,"2.0","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"202","Sub-Saharan Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.3","1.1","-0.1","1.6","8.5","2.2","3.7","3.7","2.0","0.0","2.7","1.4","0.6","1.5","1.8","-0.2","-1.4","-0.5",2017.0,"-0.5","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"223","Eastern Asia (excluding Japan and China)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.6","-1.9","-1.8","-0.8","2.3","1.6","1.9","3.2","1.8","-2.9","4.0","2.5","0.8","1.3","-0.6","-1.7","-1.4","0.6",2017.0,"0.6","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"420","Latin America","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.3","3.1","2.7","2.2","3.9","5.0","6.5","6.3","3.2","1.1","4.6","3.1","1.3","3.3","2.2","0.6","-0.1","1.4",2017.0,"1.4","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"513","Europe and Northern America","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.5","1.4","1.4","1.8","2.5","1.4","1.8","1.2","-0.2","-1.4","2.7","1.3","0.4","0.8","1.2","1.1","0.6","1.7",2017.0,"1.7","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.3","-0.7","-0.5","0.6","1.8","2.2","0.7","2.5","0.9","-2.2","2.3","3.8","1.6","0.9","2.2","1.8","0.3","1.3",2017.0,"1.3","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"722","Small island developing States (SIDS)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.4","0.9","1.5","1.1","3.2","3.0","3.6","2.8","-0.2","-2.1","5.1","1.4","0.6","1.7","0.7","0.3","1.2","2.0",2017.0,"2.0","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","Based on GDP per person engaged, constant 2005 US dollar"
"738","Sub-Saharan Africa (inc. Sudan)","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.2","Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors","8.2.1","Annual growth rate of real GDP per employed person","1","SL_EMP_PCAP","Annual growth rate of real GDP per employed person (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","",""
