series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	TONNES	MEO	tonnes	Metal ores	1.77219	1.65102	1.70609	1.50667	1.48914	1.60705	1.76333	1.71789	1.7028	1.37316	1.36719	1.3365	1.25422	1.35498	1.35304	1.37585	1.40438	1.43235	1.38412	2017	1.43235	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	TONNES	FOF	tonnes	Fossil fuels	1.9871	1.7984	2.0421	1.74678	1.71887	1.94184	1.91309	1.89115	1.8947	1.54732	1.505	1.45643	1.31818	1.34484	1.37419	1.3281	1.329	1.32995	1.341216	2017	1.32995	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	TONNES	BIM	tonnes	Biomass	0.70455	0.79558	0.8433	0.90956	0.90768	0.85026	0.83489	0.86756	1.09369	1.58382	1.42571	1.44058	1.47561	1.64387	1.54046	1.56958	1.60002	1.63081	1.596948	2017	1.63081	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	TONNES	NMM	tonnes	Non-metallic minerals	1.32757	1.38049	1.62737	1.95737	2.13314	2.02615	2.01082	2.25677	2.03872	2.30304	2.33124	2.62696	2.62674	3.05696	3.11261	3.20956	3.30701	3.40472	3.218172	2017	3.40472	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	TONNES	RAW	tonnes	All raw materials	2.51245	2.6587	3.03113	3.49511	3.66559	3.48368	3.472	3.80038	3.87494	4.92484	4.78338	5.09042	5.13052	5.90337	5.83662	5.95992	6.1233	6.2873	6.022102	2017	6.2873	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	TONNES	MEO	tonnes	Metal ores	0.22936	0.22366	0.26993	0.31252	0.32128	0.29294	0.28715	0.27956	0.29162	0.35475	0.36229	0.39395	0.39945	0.45961	0.45922	0.46892	0.47899	0.48914	0.471176	2017	0.48914	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	TONNES	FOF	tonnes	Fossil fuels	0.25096	0.25897	0.29053	0.31565	0.30349	0.31434	0.33914	0.39649	0.4509	0.68324	0.66415	0.62893	0.62872	0.74294	0.72434	0.71185	0.73728	0.76264	0.73581	2017	0.76264	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	32	-65.14563274	-35.19446255	ARG	Argentina	1	TONNES	BIM	tonnes	Biomass	5.04476	4.79663	3.5095	3.71641	3.83686	4.15614	3.98668	4.24315	4.20283	4.16807	4.1043	4.11215	4.10178	4.56135	4.61689	4.63482	4.65948	4.68431	4.63137	2017	4.68431	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	32	-65.14563274	-35.19446255	ARG	Argentina	2	TONNES	NMM	tonnes	Non-metallic minerals	3.03184	2.564	1.61748	2.05635	2.63344	3.04308	3.24315	3.66498	3.64823	3.51852	3.92045	4.37352	3.94738	4.04642	4.13441	4.21981	4.30446	4.389	4.21882	2017	4.389	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	32	-65.14563274	-35.19446255	ARG	Argentina	3	TONNES	RAW	tonnes	All raw materials	10.84543	10.09372	6.69039	7.36634	8.16282	8.95321	9.02567	9.79853	9.84588	9.68173	10.08868	10.70402	10.4022	10.93631	11.00475	11.13355	11.2651	11.39674	11.14729	2017	11.39674	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	32	-65.14563274	-35.19446255	ARG	Argentina	4	TONNES	MEO	tonnes	Metal ores	1.14425	1.21312	0.68116	0.67826	0.75982	0.80333	0.86062	0.92164	0.9657	0.96614	1.03657	1.18374	1.29233	1.25896	1.17357	1.20419	1.23454	1.26448	1.227148	2017	1.26448	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	32	-65.14563274	-35.19446255	ARG	Argentina	5	TONNES	FOF	tonnes	Fossil fuels	1.62458	1.51998	0.88225	0.91531	0.9327	0.95066	0.93521	0.96876	1.02911	1.029	1.02737	1.03461	1.06071	1.06958	1.07988	1.07473	1.06663	1.05896	1.069956	2017	1.05896	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	36	134.3499412	-25.57717202	AUS	Australia	1	TONNES	BIM	tonnes	Biomass	8.09502	7.52399	6.91618	7.80711	7.766	7.77421	6.34538	7.43178	6.15448	6.76522	6.42332	6.57646	7.02583	6.62543	6.72609	6.66586	6.60501	6.54625	6.633728	2017	6.54625	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	36	134.3499412	-25.57717202	AUS	Australia	2	TONNES	NMM	tonnes	Non-metallic minerals	8.69764	8.00846	8.85449	9.37987	9.90245	10.22428	10.08496	13.1432	10.18292	10.96213	10.16498	10.91759	11.18033	10.70574	10.80849	10.89176	10.97273	11.05944	10.887632	2017	11.05944	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	36	134.3499412	-25.57717202	AUS	Australia	3	TONNES	RAW	tonnes	All raw materials	33.75699	33.81614	34.83263	37.9884	38.39039	39.20049	35.4588	43.2505	35.64129	40.55761	38.85846	39.45547	41.39941	41.08797	42.09363	42.44911	42.70971	42.97431	42.262946	2017	42.97431	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	36	134.3499412	-25.57717202	AUS	Australia	4	TONNES	MEO	tonnes	Metal ores	8.83362	9.12802	9.36177	10.75253	10.51978	10.66955	9.36435	11.07795	9.08136	10.92075	10.62014	10.54869	11.25144	11.85458	12.5382	12.72177	12.90014	13.07463	12.617864	2017	13.07463	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	36	134.3499412	-25.57717202	AUS	Australia	5	TONNES	FOF	tonnes	Fossil fuels	8.13071	9.15567	9.7002	10.04888	10.20217	10.53245	9.6641	11.59757	10.22253	11.90951	11.65002	11.41274	11.94181	11.90222	12.02084	12.16972	12.23182	12.29401	12.123722	2017	12.29401	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	40	14.14172472	47.58704857	AUT	Austria	1	TONNES	BIM	tonnes	Biomass	5.76269	5.70828	5.70955	5.91465	6.34069	6.21472	6.11815	6.23415	6.55938	6.1635	6.0872	6.33841	6.02947	6.05605	6.38742	6.43672	6.48558	6.54183	6.38152	2017	6.54183	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	40	14.14172472	47.58704857	AUT	Austria	2	TONNES	NMM	tonnes	Non-metallic minerals	11.75422	11.61343	11.86179	12.99658	14.02487	14.7833	15.37802	16.12767	16.49199	15.69738	15.33792	16.04905	15.33693	15.22503	15.60905	15.87869	16.16865	16.48046	15.872376	2017	16.48046	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	40	14.14172472	47.58704857	AUT	Austria	3	TONNES	RAW	tonnes	All raw materials	24.45228	24.20574	24.53692	26.45445	28.44796	29.09486	29.79813	30.97795	31.73959	30.3437	29.81273	30.82249	29.94776	29.84556	30.3932	30.74446	31.19758	31.69318	30.774796	2017	31.69318	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	40	14.14172472	47.58704857	AUT	Austria	4	TONNES	MEO	tonnes	Metal ores	1.87785	1.82795	1.86548	2.05567	2.23136	2.2431	2.24209	2.35608	2.38042	2.3439	2.20905	2.29554	2.31467	2.3901	2.35179	2.39864	2.44904	2.50207	2.418328	2017	2.50207	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	40	14.14172472	47.58704857	AUT	Austria	5	TONNES	FOF	tonnes	Fossil fuels	5.05752	5.05608	5.10009	5.48755	5.85104	5.85374	6.05987	6.26004	6.30781	6.13892	6.17857	6.13949	6.26669	6.17437	6.04494	6.03041	6.09431	6.16881	6.102568	2017	6.16881	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	44	-78.05111663	24.69546597	BHS	Bahamas	1	TONNES	BIM	tonnes	Biomass	2.98	2.73573	2.52003	2.42609	2.38257	2.41565	2.51208	2.47895	2.51828	2.45651	2.40904	2.48861	2.46459	2.53808	2.57006	2.57409	2.57798	2.58355	2.568752	2017	2.58355	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	44	-78.05111663	24.69546597	BHS	Bahamas	2	TONNES	NMM	tonnes	Non-metallic minerals	29.99133	23.19721	23.29874	20.0198	19.59035	22.487	21.76577	17.78178	15.86449	15.84696	17.3725	15.07197	13.11429	13.86742	14.61607	14.11908	13.64651	13.19985	13.889786	2017	13.19985	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	44	-78.05111663	24.69546597	BHS	Bahamas	3	TONNES	RAW	tonnes	All raw materials	38.24445	30.41839	29.93017	25.83358	25.21564	28.32103	27.9896	23.69932	21.73551	21.24097	22.72585	20.69813	18.80322	19.56599	20.39735	19.86642	19.40645	18.97622	19.642486	2017	18.97622	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	44	-78.05111663	24.69546597	BHS	Bahamas	4	TONNES	MEO	tonnes	Metal ores	2.27496	1.76731	1.58533	1.33974	1.26582	1.33243	1.45655	1.32799	1.28727	1.09052	1.09905	1.16315	1.21405	1.20948	1.21342	1.21741	1.2243	1.23192	1.219306	2017	1.23192	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	44	-78.05111663	24.69546597	BHS	Bahamas	5	TONNES	FOF	tonnes	Fossil fuels	2.99816	2.71814	2.52606	2.04795	1.97691	2.08595	2.2552	2.11059	2.06546	1.84698	1.84526	1.97439	2.0103	1.951	1.99779	1.95585	1.95767	1.9609	1.964642	2017	1.9609	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	48	50.5490754	26.04407747	BHR	Bahrain	1	TONNES	BIM	tonnes	Biomass	1.90418	1.82588	1.88718	1.94117	2.04105	2.09674	2.04813	1.95458	2.09351	1.7131	1.75484	2.00338	2.02601	2.05078	2.0502	2.04371	2.01256	1.96493	2.024436	2017	1.96493	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	48	50.5490754	26.04407747	BHR	Bahrain	2	TONNES	NMM	tonnes	Non-metallic minerals	11.5801	11.71403	12.54705	9.22655	9.10612	9.7836	7.5554	7.11015	7.79172	8.8363	7.67788	6.70461	6.65385	6.94774	7.14869	7.25272	7.25963	7.19995	7.161746	2017	7.19995	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	48	50.5490754	26.04407747	BHR	Bahrain	3	TONNES	RAW	tonnes	All raw materials	20.67672	20.48361	21.08306	17.95045	17.36093	18.02608	15.56765	14.79688	15.41922	16.07341	14.75784	13.96497	13.7613	14.56305	14.8054	14.79366	14.67502	14.43022	14.65347	2017	14.43022	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	48	50.5490754	26.04407747	BHR	Bahrain	4	TONNES	MEO	tonnes	Metal ores	1.00458	0.99589	1.00417	0.85296	0.86376	0.89281	0.87768	0.83327	0.88012	0.7112	0.77207	0.81405	0.81831	0.84188	0.8095	0.81382	0.80842	0.79586	0.813896	2017	0.79586	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	48	50.5490754	26.04407747	BHR	Bahrain	5	TONNES	FOF	tonnes	Fossil fuels	6.18787	5.94781	5.64466	5.92977	5.35	5.25293	5.08643	4.89887	4.65387	4.81281	4.55305	4.44293	4.26312	4.72265	4.79701	4.6834	4.59442	4.46946	4.653388	2017	4.46946	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	50	89.17660788	22.86961622	BGD	Bangladesh	1	TONNES	BIM	tonnes	Biomass	0.97492	0.95223	0.94814	0.98397	0.94561	0.97795	0.94657	0.96653	1.01176	1.06518	1.08865	1.04191	1.04521	1.09454	1.09778	1.11166	1.12526	1.1388	1.113608	2017	1.1388	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	50	89.17660788	22.86961622	BGD	Bangladesh	2	TONNES	NMM	tonnes	Non-metallic minerals	0.6786	0.72209	0.73937	0.64825	0.61246	0.7305	0.69449	0.68387	0.68123	0.69206	0.77635	0.85298	0.87742	0.92737	0.94844	0.97025	0.99187	1.01344	0.970274	2017	1.01344	Environment Live Global Material Flows Database	E
