ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
ISR,34.62277992,31.06164552,376,Israel,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,27.18,27.14,26.88,29.57,28.67,27.59,30.12,29.73,32.12,31.17,34.75,35.45,31.79,32.65,32.84,32.23,34.12,2016.0,34.12
ITA,12.57022427,42.79917282,380,Italy,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,14.32,18.75,20.18,20.84,33.3,32.5,33.01,33.7,33.39,33.78,32.85,25.08,26.03,27.01,26.58,26.57,27.67,2016.0,27.67
JPN,139.2716103,36.6554539,392,Japan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,ILOSTAT - LFS - Labour force survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10.71,10.56,11.39,11.11,11.19,11.27,12.5,13.01,2016.0,13.01
KAZ,66.65359159,48.01963494,398,Kazakhstan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts,,,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,,,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,ILOSTAT - LFS - Sample Survey of Employment,,ILOSTAT - LFS - Sample Survey of Employment,,,,,,,,,,,,,,,,,,,,32.99,33.77,34.2,37.97,35.64,35.84,36.79,38.36,38.77,37.17,38.46,39.75,38.32,,37.06,,2015.0,37.06
AUT,14.14172472,47.58704857,40,Austria,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,30.08,30.05,29.25,27.38,26.3,26.82,27.92,26.16,28.12,27.35,28.92,27.5,30.08,29.35,30.31,29.68,31.79,2016.0,31.79
JOR,37.13024774,30.65365973,400,Jordan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Data reference period: October,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - PC - Population Census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,,,,,,,,,,,,,2004.0,5.14
KOR,127.8610254,36.45201023,410,Republic of Korea,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Break in series: Other or unspecified type of break | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts,"Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts","Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",,"Data reference period: Annual or annual average | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,,ILOSTAT - LFS - Economically Active Population Survey,ILOSTAT - LFS - Economically Active Population Survey,,,,,,,,,,,,,,,,,,,4.95,5.92,5.61,5.86,6.94,7.84,8.23,8.81,9.59,8.55,9.4,10.14,11.05,,11.17,10.49,,2015.0,10.49
KWT,47.49305029,29.53949468,414,Kuwait,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - PC - Population Census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86,,,,,,,,,,,,2005.0,13.86
KGZ,74.52324839,41.46204516,417,Kyrgyzstan,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,Data reference period: November,Data reference period: November,Data reference period: November,Data reference period: November,Data reference period: November,,,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,Data reference period: Annual or annual average,,,C,C,C,C,C,,,C,C,C,C,C,C,C,C,,,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,,,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,ILOSTAT - LFS - Employment and Unemployment Survey,,,,,,,,,,,,,,,,,,,,27.74,25.75,25.15,30.05,35.16,,,30.61,32.39,29.09,32.26,27.54,33.44,35.65,34.94,2016.0,34.94
LAO,101.9901968,20.27482773,418,Lao People's Democratic Republic,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.75,,,,,,,2010.0,31.75
LBN,35.89391711,33.92152458,422,Lebanon,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,Data reference period: Annual or annual average,,,Data reference period: February,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,ILOSTAT - HS - Living Conditions Survey,,,ILOSTAT - HS - Living Conditions Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.16,,,8.44,,,,,,,,,,2007.0,8.44
LSO,28.25362195,-29.58041814,426,Lesotho,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,Data reference period: April | Age coverage - minimum age: 10 years old,,Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,ILOSTAT - PC - Population Census,,ILOSTAT - LFS - Lesotho Integrated Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.94,,36.08,,,,,,,,,2008.0,36.08
LVA,26.42461876,56.64196636,428,Latvia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,37.14,38.44,40.31,39.27,43.57,43.31,40.21,42.47,42.54,44.28,42.07,45.54,45.81,43.79,44.1,44.32,47.25,2016.0,47.25
LBR,-9.311879038,6.448381009,430,Liberia,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,,,,,,,,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,ILOSTAT - LFS - Liberia Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04,,,,,,,2010.0,20.04
BHS,-78.05111663,24.69546597,44,Bahamas,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: May | Population coverage: Excluding armed forces and/or conscripts,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,Data reference period: May,,Repository: NSO | Data reference period: May | Reference group coverage: Total employment,,,,,,,C,C,C,C,C,C,C,C,C,,C,,,,,,,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,ILOSTAT - LFS - Labour Force & Household Survey,,ILOSTAT - LFS - Labour Force & Household Survey,,,,,,,,,,,,,,,,,,,,,,,,39.94,40.43,40.37,42.8,45.79,41.39,43.24,46.34,44.41,,51.64,,,,,,2011.0,51.64
LTU,23.90517807,55.33680309,440,Lithuania,5,Achieve gender equality and empower all women and girls,5.5,"Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",5.5.2,Proportion of women in managerial positions,1,IC_GEN_MGTL,Proportion of women in managerial positions (%),2019.Q1.G.01,FEMALE,Female,G,Global,PERCENT,Percentage,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,Repository: Eurostat special tabulation | Data reference period: Annual or annual average,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,ILOSTAT - LFS - EU Labour Force Survey,,,,,,,,,,,,,,,,,,42.68,46.38,47.02,40.81,45.37,43.17,40.49,38.12,40.18,39.24,41.08,39.11,38.9,39.58,38.55,39.61,39.42,2016.0,39.42
