series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	14	TONNES	NFO	tonnes	Non-ferrous ores									39558.289	26906.102	74319.499	101564.087	103103.0033	104641.9196	106180.8359	107719.7522	109258.6685	110797.5848	107719.7522	2017	110797.5848	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	15	TONNES	FEO	tonnes	Ferrous ores									39558.289	26906.102	74319.499	101564.087	103103.0033	104641.9196	106180.8359	107719.7522	109258.6685	110797.5848	107719.7522	2017	110797.5848	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	16	TONNES	WCH	tonnes	Wild catch and harvest											9									2010	9	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	17	TONNES	PET	tonnes	Petroleum																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	18	TONNES	ONT	tonnes	Oil shale and tar sands																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES	WOD	tonnes	Wood	332676.8	100965.8	242708.32	256341.16	256341.16	256341.16	256341.16	397886.44	376398.44	375654.44	376434.44	1003438.6	973322.84	973523.4	973662.6	975314.6	1044669.072	1114023.543	1016238.643	2017	1114023.543	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	2	TONNES	NMC	tonnes	Non-metallic minerals - construction dominant	11169256.69	13353308.36	12899134.59	16021995.66	22405572.3	19515587.59	18786189.73	14516845.6	16513617.54	23583701.58	15386789.59	14696824.49	15472035.32	14825671.79	16809849.35	17376766.44	17943683.53	18598788.94	17110952.01	2017	18598788.94	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	3	TONNES	GAS	tonnes	Natural gas	7542	5886	9792	9036	6930	7542	7542	12060	6030	6156	9684	10062	11070	12204	20790	24030	24856.2	25682.4	21512.52	2017	25682.4	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	4	TONNES	BIM	tonnes	Biomass	5921084.993	5665261.812	5977630.385	6019588.881	6322335.007	6161235.656	6266857.388	6647383.661	6601246.852	6725910.38	6953234.643	7830215.975	7909838.551	7813581.932	7917845.077	8032080.612	8214018.619	8395956.627	8074696.5734	2017	8395956.627	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	5	TONNES	FOF	tonnes	Fossil fuels	1147542	1222886	1341792	1361036	1496930	1516542	1370542	1356060	1474030	1504156	1522684	1492062	1169070	1620204	1797790	1811217.774	1879226.414	1948481.437	1811383.925	2017	1948481.437	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	6	TONNES	NMA	tonnes	Non-metallic minerals - industrial or agricultural dominant	57490.363	62263.551	70582.913	60157.29	82621.028	114170.65	111522.615	93472.79	93233.883	101201.482	106015.485	109298.211	66162.648	67498.368	88914.341	90010.34088	91106.34075	92202.34063	85946.346252	2017	92202.34063	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	7	TONNES	COL	tonnes	Coal	73000	85000	62000	64000	64000	54000	54000	54000	70000	161000	177000	217000	122000	105000	133000	106000	113280.3797	121807.1429	115817.50452	2017	121807.1429	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	8	TONNES	CPR	tonnes	Crop residues	831721.75	762932.5	758631.1	723171.425	799335	764098.25	786003.8	732744	933147.3	1008982.575	1096447.65	1104147.875	1178405	1159006.25	1171541.369	1206924.709	1242308.05	1277691.39	1211494.3536	2017	1277691.39	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	9	TONNES	GBO	tonnes	Grazed biomass and fodder crops	2496709.443	2529258.512	2598961.965	2672969.296	2761374.847	2658660.246	2674306.428	3012390.221	2572766.112	2594872.365	2482484.553	2632369.5	2605139.711	2650783.282	2688904.868	2692022.103	2695139.337	2698256.572	2685021.2324	2017	2698256.572	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	10	TONNES	RAW	tonnes	All raw materials	18587180.92	20627073.03	20563450.94	23585305.29	30512275.1	27730204.9	26685468.07	22598415.64	24744859.54	32173011.32	23521869.22	23589242.67	24190807.3	24022073.53	27465787.42	28095691.85	28847879.61	29689502.08	27624186.898	2017	29689502.08	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	11	TONNES	CRO	tonnes	Crops	2101247	2256916	2268687	2372585	2362311	2500187	2477077	2546375	2498796	2712770	2739975	2992344	3083326	3148322	3025836	3079303.239	3153278.629	3301229.407	3141593.855	2017	3301229.407	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	12	TONNES	NMM	tonnes	Non-metallic minerals	11213029.72	13366884.88	12939006.46	15954139.2	22352213.36	19533260.54	18748761.45	14272784.21	16131907.35	23286192.99	14727241.51	13894927.64	14245843.36	13669544.75	16692770.1	17187012.92	17681255.74	18263686.88	16698854.078	2017	18263686.88	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	13	TONNES	MEO	tonnes	Metal ores	305524.205	372040.347	305022.1	250541.211	340796.738	519166.7036	299307.2309	322187.7716	537675.3363	656751.9436	318709.0727	372037.0618	866055.3883	918742.8448	1057382.241	1065380.539	1073378.837	1081377.135	1039252.31936	2017	1081377.135	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	14	TONNES	NFO	tonnes	Non-ferrous ores	226038.845	298658.49	238295.65	250541.211	229641.464	264067.555	220638.682	173669.947	11533.604	407687.679	78979.748		36541.778	65428.628					65428.628	2013	65428.628	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	15	TONNES	FEO	tonnes	Ferrous ores	226038.845	298658.49	238295.65	250541.211	229641.464	264067.555	220638.682	173669.947	11533.604	407687.679	78979.748		36541.778	65428.628					65428.628	2013	65428.628	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	16	TONNES	WCH	tonnes	Wild catch and harvest	3061	3418	4744	4796	5097	5059	3831	5567	6165	6426	5524	6934	4649	4433	4433	4540.57143	4648.14286	4755.71429	4562.085716	2017	4755.71429	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	17	TONNES	PET	tonnes	Petroleum	1067000	1132000	1270000	1288000	1426000	1455000	1309000	1290000	1398000	1337000	1336000	1265000	1036000	1503000	1644000	1681187.774	1741089.834	1800991.894	1674053.9004	2017	1800991.894	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	18	TONNES	ONT	tonnes	Oil shale and tar sands																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	1	TONNES	WOD	tonnes	Wood																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	2	TONNES	NMC	tonnes	Non-metallic minerals - construction dominant																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	3	TONNES	GAS	tonnes	Natural gas																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	4	TONNES	BIM	tonnes	Biomass																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	5	TONNES	FOF	tonnes	Fossil fuels																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	6	TONNES	NMA	tonnes	Non-metallic minerals - industrial or agricultural dominant																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	7	TONNES	COL	tonnes	Coal																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	8	TONNES	CPR	tonnes	Crop residues																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	9	TONNES	GBO	tonnes	Grazed biomass and fodder crops																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	10	TONNES	RAW	tonnes	All raw materials																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	11	TONNES	CRO	tonnes	Crops																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	12	TONNES	NMM	tonnes	Non-metallic minerals																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	13	TONNES	MEO	tonnes	Metal ores																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	14	TONNES	NFO	tonnes	Non-ferrous ores																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	15	TONNES	FEO	tonnes	Ferrous ores																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	16	TONNES	WCH	tonnes	Wild catch and harvest																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	17	TONNES	PET	tonnes	Petroleum																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	18	TONNES	ONT	tonnes	Oil shale and tar sands																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	1	TONNES	WOD	tonnes	Wood	5096516.56	5299158.84	5354988.4	5800087.66	6070949.56	6113095.44	5678753.48	6130916.04	6013487.26	6484848.02	6825359.02	6951436	7236580.6	7283380.26	7532810.18	7532810.18	7698126.703	7863443.227	7582114.11	2017	7863443.227	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	2	TONNES	NMC	tonnes	Non-metallic minerals - construction dominant	76684615.41	79201292.46	90748033.46	104737630.1	103600254.5	107219972.5	124767663.3	140366491	154568998.6	167103181	173651287.5	164752516.3	174762702.3	185069696.6	195365135.2	204268787.1	213172438.9	222076090.8	203990429.72	2017	222076090.8	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	3	TONNES	GAS	tonnes	Natural gas	13163352.26	13428481.5	14059872.6	15478407.94	15043696.78	16211858.04	17107098.34	17782009.18	17956467.32	19256303.34	18667466.9	19962372.34	22673316.64	23235605.6	26345041.76	26720636	27620304.35	28519972.7	26488312.082	2017	28519972.7	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	4	TONNES	BIM	tonnes	Biomass	43644488.52	46178469.17	47961062.65	53587859.76	55809280.27	56799094.12	57782332.78	56340443.73	55004322.55	66615055.72	66518061.57	74194084.78	77844191.38	82410026.92	81079240.81	83527746.43	86141568.56	88755390.7	84382794.684	2017	88755390.7	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	5	TONNES	FOF	tonnes	Fossil fuels	23617352.26	23308481.5	26166872.6	27633407.94	27698696.78	28594858.04	30864098.34	32232009.18	33757467.32	36187303.34	35800466.9	37113372.34	40566316.64	42407605.6	46843041.76	48143221.71	49406554.35	50689886.99	47498062.082	2017	50689886.99	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	6	TONNES	NMA	tonnes	Non-metallic minerals - industrial or agricultural dominant	1704242.749	1770122.272	1707039.567	1932784.741	1805999.026	2066303.221	1539419.486	1393387.184	1401472.3	1200055.917	2140496.145	1209059.913	1423701.556	1631165.699	1317090.448	1309263.336	1270490.221	1231717.105	1351945.3618	2017	1231717.105	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	7	TONNES	COL	tonnes	Coal	656000	776000	1183000	980000	1166000	929000	1063000	1101000	1099000	395000	501000	438000	421000	270000	256000	20000			182000	2015	20000	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	8	TONNES	CPR	tonnes	Crop residues	2521246.53	4381533.29	3789945.43	6931186.79	7267983.98	6549198.62	7054362.36	5939038.58	4052709.39	9312195.86	7986913.71	8691102.29	10221904.64	10823807.46	8699918.2	9149149.823	9598381.446	10047613.07	9663773.9998	2017	10047613.07	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	9	TONNES	GBO	tonnes	Grazed biomass and fodder crops	20017236.43	19114478.04	19199408.82	19395202.31	19835913.73	20526210.06	21536066.94	22057897.11	22016700.9	23149956.84	23874075.84	25699856.49	26528250.14	27863432.2	29366240.27	30072056.33	30777872.39	31483688.44	29912657.926	2017	31483688.44	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	10	TONNES	RAW	tonnes	All raw materials	148751150.5	153824751.9	169543134.6	191901818.4	193214364.8	199717013.4	220823064.3	236155896.3	251897856.7	278456722.3	284605043	284168390.3	304489124.6	319258133.8	332838709.4	345909880	359046699.1	372203066.3	345851297.72	2017	372203066.3	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	11	TONNES	CRO	tonnes	Crops	17644305	16002688	17376853	19607829	21441320	22612974	23592067	23492025	22193795	22906017	27641640	27803198	32823784	33829464	36408356	35449221.16	36740980.91	39324500.4	36350504.494	2017	39324500.4	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	12	TONNES	NMM	tonnes	Non-metallic minerals	78384369	80952556.87	92438997.23	106663799.4	105400840.2	109281485.8	126168437.4	141629719	155665506.5	168064671	175645366.6	165844122.9	176116115.8	186615672.9	196603280	205489495.9	214344765.8	223200035.7	205250650.06	2017	223200035.7	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	13	TONNES	MEO	tonnes	Metal ores	3104940.774	3385244.346	2976202.151	4016751.263	4305547.482	5041575.499	6008195.806	5953724.458	7470560.351	7589692.183	6641147.865	7016810.336	9962500.784	7824828.432	8313146.836	8749415.989	9153810.319	9557752.896	8719790.8944	2017	9557752.896	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	14	TONNES	NFO	tonnes	Non-ferrous ores	2980957.589	3205241.506	2775160.335	3893581.196	4133062.142	4822276.103	5932397.658	5879061.306	7330054.796	7324527.435	6450015.739	6902734.397	9852213.009	7733133.577	8220330.741	8658008.428	9065915.187	9473821.946	8630241.9758	2017	9473821.946	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	15	TONNES	FEO	tonnes	Ferrous ores	2980957.589	3205241.506	2775160.335	3893581.196	4133062.142	4822276.103	5932397.658	5879061.306	7330054.796	7324527.435	6450015.739	6902734.397	9852213.009	7733133.577	8220330.741	8658008.428	9065915.187	9473821.946	8630241.9758	2017	9473821.946	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	16	TONNES	WCH	tonnes	Wild catch and harvest	6801	6446	8891	20063	21459	18523	21125	18797	15408	26415	28515	27906	27992	31051	31051	32749.18571	34447.37143	36145.55714	33088.822856	2017	36145.55714	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	17	TONNES	PET	tonnes	Petroleum	9798000	9104000	10924000	11175000	11489000	11454000	12694000	13349000	14702000	16536000	16632000	16713000	17472000	18902000	20242000	21402585.71	21786250	22169914.29	20900550	2017	22169914.29	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	18	TONNES	ONT	tonnes	Oil shale and tar sands																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	TONNES	WOD	tonnes	Wood																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	TONNES	NMC	tonnes	Non-metallic minerals - construction dominant																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	TONNES	GAS	tonnes	Natural gas																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	TONNES	BIM	tonnes	Biomass																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	TONNES	FOF	tonnes	Fossil fuels																							
2018.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	TONNES	NMA	tonnes	Non-metallic minerals - industrial or agricultural dominant																							
