"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.28","1.20","1.32","1.38","1.40","1.41","1.34","1.38","1.42","1.51","1.51","1.52","1.61","1.49","1.47","1.47","1.44",2016.0,"1.44","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"54","Melanesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.05","0.05","0.05","0.06","0.05","0.05","0.05","0.06","0.06","0.06","0.06","0.06","0.06","0.07","0.06","0.05","0.05",2016.0,"0.05","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"57","Micronesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01",2016.0,"0.01","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"61","Polynesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02",2016.0,"0.02","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"62","Central and Southern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.59","1.70","1.80","1.89","2.07","2.44","2.56","2.76","3.20","3.39","3.62","3.82","3.97","3.77","3.76","3.69","3.60",2016.0,"3.60","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"97","European Union","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.20","0.25","0.24","0.26","0.30","0.33","0.37","0.44","0.48","0.51","0.44","0.46","0.54","0.55","0.51","0.47","0.44",2016.0,"0.44","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"142","Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","27.46","26.72","27.35","27.92","29.13","29.92","30.17","30.39","31.86","33.13","35.42","36.31","37.53","37.88","37.62","37.16","36.60",2016.0,"36.60","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"143","Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.16","0.20","0.19","0.20","0.23","0.24","0.28","0.34","0.37","0.39","0.33","0.34","0.42","0.43","0.39","0.35","0.32",2016.0,"0.32","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"145","Western Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.26","3.26","3.37","3.48","3.81","3.99","4.01","4.36","4.88","4.95","4.73","4.85","5.11","5.26","5.25","5.42","5.23",2016.0,"5.23","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"150","Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","40.74","41.99","42.41","43.81","43.33","42.13","42.33","43.21","42.33","41.30","38.67","38.21","36.31","36.16","36.12","35.26","36.54",2016.0,"36.54","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including Guadeloupe, Martinique, Mayotte, Réunion. "
"151","Eastern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.21","3.69","3.96","4.33","4.66","4.81","5.28","6.02","6.54","5.79","5.80","6.04","5.84","5.85","5.71","5.20","5.42",2016.0,"5.42","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"154","Northern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.04","9.14","9.35","9.04","8.79","8.57","8.68","8.32","7.58","7.54","7.01","6.86","6.72","6.52","6.71","6.77","7.05",2016.0,"7.05","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"155","Western Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","20.96","21.41","21.24","22.10","21.60","20.78","20.41","20.67","20.34","20.55","19.03","18.81","18.03","18.15","17.96","17.68","18.29",2016.0,"18.29","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including Guadeloupe, Martinique, Mayotte, Réunion. "
"158","Other non-specified areas","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.65","0.73","0.74","0.77","0.75","0.81","0.81","0.88","0.98","1.21","1.10","1.14","1.24","1.29","1.36","1.42","1.35",2016.0,"1.35","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Timor-Leste."
"202","Sub-Saharan Africa","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.21","1.32","1.25","1.39","1.45","1.55","1.63","1.71","1.87","1.99","1.95","2.04","2.12","2.18","2.20","2.15","1.94",2016.0,"1.94","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","[2000-2011]: Excluding Mayotte, Réunion, South Sudan. // [2012-2016]: Excluding Mayotte, Réunion."
"223","Eastern Asia (excluding Japan and China)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.84","5.93","5.34","4.74","4.74","4.99","5.17","5.34","5.64","5.47","5.81","5.96","6.05","6.17","6.09","6.18","5.77",2016.0,"5.77","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Guadeloupe, Martinique, Puerto Rico, United States Virgin Islands."
"420","Latin America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.55","0.62","0.61","0.63","0.67","0.70","0.74","0.83","0.93","1.03","0.98","1.01","1.13","1.17","1.14","1.13","1.09",2016.0,"1.09","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding South Sudan."
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.59","2.60","2.72","2.89","3.22","3.41","3.46","3.79","4.29","4.39","4.18","4.27","4.54","4.71","4.70","4.86","4.64",2016.0,"4.64","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.",""
"513","Europe and Northern America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.11","Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020","17.11.1","Developing countries’ and least developed countries’ share of global exports","1","TX_IMP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise imports (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","63.36","63.95","63.86","63.72","62.40","61.21","60.78","60.17","58.06","56.56","54.07","53.05","51.42","50.99","51.35","51.79","53.07",2016.0,"53.07","Country adjusted data","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. "
