series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	9.7	9.4	9.2	9.2	9.3	9.7	9.6	9.3	9.5	10.4	11.1	10.9	10	8.8	7.7	7.1	8.9	2015	7.1	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage	32.5	29.6	27.9	28.8	30.7	33.4	34	34	33	32	30.8	29.2	28.3	27.3	27.1	28.2	28.02	2015	28.2	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage	5.1	5.3	5.7	5.9	5.8	5.4	5.1	5	5.1	5.2	5.2	5.2	5.4	5.6	5.7	5.6	5.5	2015	5.6	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	10.4	7.8	5.8	4.4	3.5	2.9					2.5	2.6					2.6	2011	2.6	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	3.7	2.8																2001	2.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	3.5	3.9	4.4	4.9	5.4	5.7	5.6	5.2	4.7	4.5	4.4	4.4	4.5	4.7	4.8	4.7	4.62	2015	4.7	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	22.6	20.5	18.6	17.3	16.3	15.4	14.4	13.4	12.8	12.4	12.1	11.7	11.3	10.8	10	10.3	10.82	2015	10.3	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage	4.7	4.4	4.6	5	5.5	5.7	5.6	5.1	4.9	4.9	5.2	5.6	5.9	6.1	6	5.8	5.88	2015	5.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage	28.1	27.1	27.5	28.3	27	24.4	21.9	20.9	20.2	18.6	16.5	14.6	13.8	13.6	13.7	13.5	13.84	2015	13.5	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	18.5	18.8	18.9	18.6	17.7	17	16.2	15.6	14.6	13.5	12.2	11.7	11.5	11.7	11.9	12.1	11.78	2015	12.1	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage	11.2	9.5	9	9.5	10.2	10.7	11	11.2	11.6	12.2	12.7	12.9	12.8	12.4	12.1	12.3	12.5	2015	12.3	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage	51.9	49	46.7	44.2	42	39.7	38.5	37.2	35.6	33.7	32.1	31	30.2	29.4	28.5	28.8	29.58	2015	28.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	5.6	5.5	5.5	5.2	4.8	4.2	3.7	3.2	2.8			2.7	2.9	2.9	2.7		2.8	2014	2.7	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage	4.8	4.7	4.6	4.5	4.4	4.3	4.2	4.3	4.3	4.5	4.5	4.5	4.4	4.4	4.5	4.6	4.48	2015	4.6	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage	4.6	4.3	4	3.9	3.9	3.9	4	4.2	4.3	4.5	4.5	4.6	4.6	4.7	4.8	4.9	4.72	2015	4.9	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage	48.1	45.6	43	40.1	36.6	32.5	28.8	25.8	24.1	23	22.3	21.2	19.4	17.2	14.7	12.8	17.06	2015	12.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage	9.4	9.7	10.2	10.2	10.1	9.7	9.8	10	10.2	9.9	9.4	8.6	7.9	7.3	7	7	7.56	2015	7	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage	13.7	13.8	11.6	9.4	8.1	7.4	7.2	7	6.9	7.2	8	8.4	8.2	7.5	6.7	7	7.56	2015	7	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage	13.1	13	13.9	14.6	15.1	15.1	14.5	12.9	11.3	9.9	9.2	9	9.3	9.9	10.5	10.9	9.92	2015	10.9	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	Percentage	15.9	13.9	12.3	11.2	10.2	9.3	8.4	7.4	6.4	5.7	5.4	5.6	6.1	6.5	6.8	7.6	6.52	2015	7.6	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	PERCENT	Percentage	4.4	4.3	4.5	4.6	4.7	4.6	4.6	4.6	4.4	4.1	3.7	3.3	3.1	3.1	3.2	3.3	3.2	2015	3.3	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	300	22.58307827	39.47301873	GRC	Greece	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	PERCENT	Percentage	31.1	30.8	30	29.2	28.4	27.8	27.2	26.7	26.1	25.7	25.5	25.5	25.4	25.3	25.4	25.5	25.42	2015	25.5	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	316	144.7029305	13.35485404	GUM	Guam	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	PERCENT	Percentage	20.7	18.4	16.7	16.1	16.1	16	15.9	15.8	15.9	15.6	15.6	15.6	16.2	16.4	16.2	15.6	16	2015	15.6	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	PERCENT	Percentage	26.3	25.5	24.7	23.8	22.5	21.4	20.2	19.3	18.6	18.1	17.7	17.4	17.1	16.8	16.7	17.5	17.1	2015	17.5	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	PERCENT	Percentage	8.3	7.8	7.9	8.3	8.7	9.1	9.8	10.5	11.3	11.6	11.5	11	10.1	9.4	8.9	8.5	9.58	2015	8.5	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	PERCENT	Percentage	54.9	56	56.9	57.6	57.6	57.1	55.9	54.5	52.5	50.8	49.5	49.6	49.6	49.4	48.2	46.8	48.72	2015	46.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	336	12.45315803	41.90343751	VAT	Holy See	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	340	-86.59974381	14.82243161	HND	Honduras	1	PERCENT	Percentage	19.6	18.6	17.9	17.6	17.5	17.2	16.6	16	15.6	15.5	15.5	15.5	15.6	15.7	15.8	14.8	15.48	2015	14.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PERCENT	Percentage	2.4																	2000	2.4	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	348	19.41221519	47.1651448	HUN	Hungary	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	356	79.3608464	22.34642074	IND	India	1	PERCENT	Percentage	17.2	18.3	19.8	20.8	21.2	20.5	19	17.4	16.3	15.8	15.6	15.5	15.4	15.2	14.9	14.5	15.1	2015	14.5	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	PERCENT	Percentage	17.8	18.3	18.4	18.4	18.5	18.6	18.4	17.9	17	14.9	12.5	10.1	8.6	7.6	7	7.9	8.24	2015	7.9	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PERCENT	Percentage	4.9	5.3	5.7	5.8	5.9	6.1	6.4	6.5	6.4	6.1	5.8	5.7	5.6	5.5	5.4	5.5	5.54	2015	5.5	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	PERCENT	Percentage	28.3	26.9	26.6	27.1	27.4	28.2	29.3	30	29.6	28.4	27.2	26.3	25.9	26	26.7	27.8	26.54	2015	27.8	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	376	34.62277992	31.06164552	ISR	Israel	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	380	12.57022427	42.79917282	ITA	Italy	1	PERCENT	Percentage																					
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	Percentage	17.6	18.5	18.5	17.9	16.9	16.2	15.9	16	16.5	16.6	16.5	16	15.6	15.2	15.1	15.4	15.46	2015	15.4	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	Percentage	7.3	6.7	6.5	6.5	6.7	6.9	7.3	7.7	8.2	8.5	8.8	9	9.2	9.5	9.2	8.4	9.06	2015	8.4	FAO, Statistics Division	E
2018.Q2.G.01	SN_ITK_DEFC	Prevalence of undernourishment (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	Percentage										2.4	2.5							2010	2.5	FAO, Statistics Division	E
