"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.74517","16.94214","21.37287","20.0845","20.65024","19.35033","19.5568","18.05711","","20.80635","19.39781","20.73291","19.79425","20.18869","19.01453","21.51901","19.33792",2016.0,"19.33792","Country data","[2007,2009-2016]: Economic Activity Survey, Australian Bureau of Statistics // [2000-2006]: OECD Structural and Demographic Business Statistics (SDBS) database","[2007,2009-2016]: Value added // [2000-2006]: Value added at basic prices"
"40","Austria","AUT","14.14172472","47.58704857","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.15733","11.90327","11.40115","11.86319","11.49883","10.44603","10.18751","9.86913","8.64476","9.22865","8.75442","8.46522","8.34974","8.5707","8.53863","8.19424","",2015.0,"8.19424","Country data","OECD Structural and Demographic Business Statistics (SDBS) database","Value added at factor costs"
"44","Bahamas","BHS","-78.05111663","24.69546597","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","3.99388","","","","",2012.0,"3.99388","Country data","Survey of Manufacturing Industries 2012, Bangladesh Bureau of Statistics","Value added at producers’ prices"
"51","Armenia","ARM","44.93839317","40.29499741","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"52","Barbados","BRB","-59.5346489","13.13648273","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"56","Belgium","BEL","4.660976456","50.64104975","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.51408","10.37128","","11.51225","9.81012","9.52719","8.96928","9.99816","10.67046","11.17518","10.24188","9.91992","9.70363","8.96664","9.49697","","",2014.0,"9.49697","Country data","OECD Structural and Demographic Business Statistics (SDBS) database","Value added at factor costs"
"60","Bermuda","BMU","-64.78155012","32.27881922","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","6.53435","7.6691","7.39195","","","","","","",2010.0,"7.39195","Country data","OECD Structural and Demographic Business Statistics (SDBS) database","Value added at basic prices"
"84","Belize","BLZ","-88.70199554","17.19965901","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","9.08909","9.67486","8.36162","7.87155","8.48961","8.95647","11.32319","11.73009","10.13057","9.18995","10.1563","10.31653","10.07167","10.16245","",2015.0,"10.16245","Country data","OECD Structural and Demographic Business Statistics (SDBS) database","Value added at factor costs"
"104","Myanmar","MMR","96.51752295","21.19332882","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"116","Cambodia","KHM","104.922836","12.71163737","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"120","Cameroon","CMR","12.7419827","5.692387031","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"132","Cabo Verde","CPV","-23.63544151","15.07791834","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"136","Cayman Islands","CYM","-81.16740559","19.32266656","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","2.99214","4.14092","5.12685","","","","","","","","",2008.0,"5.12685","Country data","Annual Survey of Industries, Department of Census and Statistics","Value added at producers’ prices"
"148","Chad","TCD","18.66618401","15.36279341","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"152","Chile","CHL","-71.23029019","-35.2652885","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"156","China","CHN","104.1403375","32.30955217","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"162","Christmas Island","CXR","105.6426067","-10.4882473","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.66146","3.49661","3.13062","4.60328","2.47149","2.66888","2.31257","2.22603","3.07726","3.23965","3.40912","5.04463","4.8525","4.3922","4.47351","4.69304","",2015.0,"4.69304","Country data","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Value added at basic prices"
"174","Comoros","COM","43.34234565","-11.66121732","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"175","Mayotte","MYT","45.14015057","-12.82217691","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"178","Congo","COG","15.22052612","-0.840544119","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"184","Cook Islands","COK","-159.7711391","-21.22696458","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"188","Costa Rica","CRI","-84.19712782","9.970998683","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"191","Croatia","HRV","17.95874553","45.45172212","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","14.9805","15.87885","15.32402","14.17419","13.86779","15.15994","15.43531","15.48033","",2015.0,"15.48033","Country data","OECD Structural and Demographic Business Statistics (SDBS) database","Value added at factor costs"
"192","Cuba","CUB","-79.54460144","22.10030366","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.3","Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets","9.3.1","Proportion of small-scale industries in total industry value added","2","NV_IND_SSIS","Proportion of small-scale industries in total industry value added (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","",""
