ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_1995,Footnotes_2000,Footnotes_2005,Footnotes_2010,Footnotes_2012,Footnotes_2014,Footnotes_2016,Footnotes_2017,Nature_Code_1995,Nature_Code_2000,Nature_Code_2005,Nature_Code_2010,Nature_Code_2012,Nature_Code_2014,Nature_Code_2016,Nature_Code_2017,Source_1995,Source_2000,Source_2005,Source_2010,Source_2012,Source_2014,Source_2016,Source_2017,TimeDetail_1995,TimeDetail_2000,TimeDetail_2005,TimeDetail_2010,TimeDetail_2012,TimeDetail_2014,TimeDetail_2016,TimeDetail_2017,Value_1995,Value_2000,Value_2005,Value_2010,Value_2012,Value_2014,Value_2016,Value_2017,Latest_Year,Latest_Value
LBY,18.0295985,27.04042819,434,Libya,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,,NA,NA,E,E,E,E,E,C,NA,NA,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,0,0,531,1387,1431,1553,1778,1778,2017.0,1778
LTU,23.90517807,55.33680309,440,Lithuania,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2008.,Estimate based on the acquisition date of each conserved accession as reported in 2008.,Estimate based on the acquisition date of each conserved accession as reported in 2008.,Estimate based on 2008 report.,Estimate based on 2008 report.,Estimate based on 2008 report.,Estimate based on 2008 report.,,E,E,E,E,E,E,E,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,1,1039,1681,1681,1681,1681,1681,924,2017.0,924
MDG,46.6982339,-19.38514785,450,Madagascar,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,Estimate based on 2015 report.,NA,NA,NA,NA,NA,NA,C,E,NA,NA,NA,NA,NA,NA,FAO-WIEWS,FAO-WIEWS,,,,,,,,,8626,8794,8798,8801,8801,8801,8801,8801,2017.0,8801
MWI,33.4884625,-13.40819859,454,Malawi,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1437,2019,2165,2760,2793,3001,3253,3253,2017.0,3253
MYS,116.8346314,5.452415309,458,Malaysia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,,,E,E,E,E,E,E,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,12421,12426,12604,12653,12763,12826,13036,13036,2017.0,13036
MLI,-3.522016039,17.35311254,466,Mali,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,Estimate based on 2014 report.,Estimate based on 2015 report.,NA,NA,E,E,E,C,E,E,NA,NA,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,0,0,218,218,838,838,838,838,2017.0,838
MEX,-102.5148166,23.93378032,484,Mexico,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,26874,28791,34410,48722,57303,59677,61505,61508,2017.0,61508
MNG,103.0728057,46.83892054,496,Mongolia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,Estimate based on 2015 report.,Estimate based on 2015 report.,E,E,E,E,E,C,E,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,8596,10137,10540,12073,13063,13977,13992,13992,2017.0,13992
MDA,28.4650624,47.20236795,498,Republic of Moldova,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2012.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,,Estimate based on 2012 report.,Estimate based on 2012 report.,Estimate based on 2012 report.,E,E,E,E,C,E,E,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,1211,1211,1211,1211,1211,1211,1211,1211,2017.0,1211
MNE,19.25214024,42.78717043,499,Montenegro,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2012.,,Estimate based on 2012 report.,Estimate based on 2012 report.,,E,E,E,E,C,E,E,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,23,23,143,340,356,356,356,376,2017.0,376
BGD,89.17660788,22.86961622,50,Bangladesh,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,14863,17958,20566,23307,26502,30486,31718,31461,2017.0,31461
MAR,-6.281942841,31.8440131,504,Morocco,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,NA,NA,E,E,E,C,C,E,NA,NA,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,0,0,16925,47294,56590,60028,60028,60028,2017.0,60028
ARM,44.93839317,40.29499741,51,Armenia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,2158,2546,4688,6544,6702,6711,6789,6918,2017.0,6918
,,,513,Europe and Northern America,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2014. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2014. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2014. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2014. Holdings of the regional centre are included.,Holdings of the regional centre are included.,Holdings of the regional centre are included.,Holdings of the regional centre are included.,E,E,E,E,E,C,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1405415,1554874,2015091,2371941,2462599,2515239,2554409,2590507,2017.0,2590507
NAM,17.21907885,-22.13817068,516,Namibia,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,Estimate based on the acquisition date of each conserved accession as reported in 2017.,,E,E,E,E,E,E,E,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1010,1199,1698,1698,1829,1858,1890,1890,2017.0,1890
NPL,83.94678863,28.25866332,524,Nepal,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,,,,,,,,Estimate based on 2016 report.,NA,NA,NA,NA,NA,NA,C,E,NA,NA,NA,NA,NA,NA,FAO-WIEWS,FAO-WIEWS,,,,,,,,,1781,2532,2532,2776,4155,4667,4671,4671,2017.0,4671
NLD,5.331480568,51.86728884,528,Netherlands,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,,E,E,E,E,E,C,C,C,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,19711,24706,25213,25596,25693,25736,25869,25926,2017.0,25926
,,,53,Australia and New Zealand,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,Estimate based on the acquisition date of each conserved accession as reported in 2016.,,,E,E,E,E,E,E,C,C,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,166894,196146,229264,241543,247745,252235,257924,258941,2017.0,258941
,,,543,Oceania (exc. Australia and New Zealand),2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2016. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2016. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2016. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2016. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2016. Holdings of the regional centre are included.,Estimate based on the acquisition date of each conserved accession as reported in 2016. Holdings of the regional centre are included.,Holdings of the regional centre are included.,Holdings of the regional centre are included.,E,E,E,E,E,E,C,C,Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),Genesys (https://www.genesys-pgr.org),,,,,,,,,25,153,920,1484,1965,2071,2163,2163,2017.0,2163
NZL,170.4755673,-43.98721568,554,New Zealand,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,Estimate based on the acquisition date of each conserved accession as reported in 2014.,,,Estimate based on 2016 report.,E,E,E,E,E,C,C,E,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,FAO-WIEWS,,,,,,,,,19395,25604,27197,30265,31977,34240,36144,36144,2017.0,36144
BEL,4.660976456,50.64104975,56,Belgium,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number),2019.Q1.G.01,G,Global,NUMBER,Number,Estimate based on the acquisition date of each conserved accession as reported in 2013.,Estimate based on the acquisition date of each conserved accession as reported in 2013.,Estimate based on the acquisition date of each conserved accession as reported in 2013.,Estimate based on the acquisition date of each conserved accession as reported in 2013.,Estimate based on the acquisition date of each conserved accession as reported in 2013.,Estimate based on 2012 report.,Estimate based on 2013 report.,Estimate based on 2013 report.,E,E,E,E,E,E,E,E,FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de),,,,,,,,,8554,8964,9237,9304,9304,9304,9304,9304,2017.0,9304
