series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	3.5	3.5	3.4	3.4	3.3	3.3	3.2	3.1	3	2.9	2.8	2.6	2.5	2.4	2.4	2.3	2.2	2.36	2016	2.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	3.1	3.1	3	3	2.9	2.8	2.8	2.7	2.6	2.6	2.5	2.5	2.4	2.3	2.3	2.2	2.2	2.28	2016	2.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	8.6	8.5	8.5	8.5	8.6	8.6	8.6	8.4	8.2	7.9	7.6	7.2	6.9	6.6	6.3	6	5.8	6.32	2016	5.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	5	4.6	4.3	4	3.8	3.6	3.5	3.3	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	2016	3.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	42.5	40.9	39.4	37.9	36.4	34.9	33.5	32	30.5	29	27.5	26	24.6	23.3	22.1	21.1	20.1	22.24	2016	20.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	15.9	15.3	14.7	14	13.4	12.8	12.2	11.6	11	10.5	10	9.5	9	8.6	8.1	7.7	7.4	8.16	2016	7.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	8.9	9.1	9.2	9.4	9.5	9.6	9.6	9.6	9.4	9.3	9.1	8.9	8.7	8.5	8.3	8.1	7.9	8.3	2016	7.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	3	2.9	2.8	2.7	2.7	2.6	2.6	2.5	2.5	2.4	2.3	2.3	2.3	2.3	2.3	2.2	2.2	2.26	2016	2.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	31.8	30.8	29.7	28.7	27.8	26.8	25.9	25	24.1	23.2	22.3	21.4	20.6	19.9	19.2	18.6	18.1	19.28	2016	18.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	30.2	29.3	28.4	27.8	27.2	26.6	25.9	25.1	24.2	23.3	22.5	21.8	21.2	20.6	20	19.5	19	20.06	2016	19	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	6.4	6.2	6	5.9	5.8	5.7	5.6	5.4	5.2	5.1	5	4.9	4.8	4.8	4.7	4.7	4.7	4.74	2016	4.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	26.1	26.6	27.3	27.9	28.7	29.4	29.8	29.9	29.8	29.5	29.1	28.6	28	27.4	26.8	26.2	25.5	26.78	2016	25.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	17.1	16.3	15.5	14.8	14	13.3	12.7	12.1	11.5	10.9	10.4	9.9	9.4	9	8.5	8.2	7.8	8.58	2016	7.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	84	-88.70199554	17.19965901	BLZ	Belize	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	14.4	14.1	13.8	13.6	13.3	13.2	13	12.9	12.7	12.6	12.3	12.1	11.8	11.4	11.1	10.7	10.3	11.06	2016	10.3	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	12.3	12.1	12	11.9	11.8	11.7	11.7	11.6	11.5	11.4	11.3	11.2	11.1	11	10.8	10.7	10.4	10.8	2016	10.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	5	5	5	5	5	5	5	4.9	4.8	4.8	4.7	4.6	4.5	4.4	4.4	4.4	4.4	4.42	2016	4.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	100	25.23763153	42.75731323	BGR	Bulgaria	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	7.9	7.6	7.2	6.8	6.4	6	5.6	5.3	5.2	5.2	5.1	4.9	4.7	4.5	4.3	4.1	3.8	4.28	2016	3.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	104	96.51752295	21.19332882	MMR	Myanmar	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	37.8	36.9	35.9	34.9	33.9	33	32.1	31.2	30.7	29.5	28.7	27.9	27.2	26.5	25.8	25.1	24.5	25.82	2016	24.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	108	29.89080992	-3.366387428	BDI	Burundi	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	38	37.2	36.5	35.7	34.8	33.8	32.9	31.8	30.7	29.7	28.8	27.9	27	26.2	25.5	24.8	24.2	25.54	2016	24.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	112	28.04940161	53.54193075	BLR	Belarus	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	6.1	5.5	5	4.5	4	3.5	3	2.6	2.2	2	1.8	1.8	1.8	1.8	1.7	1.6	1.5	1.68	2016	1.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	116	104.922836	12.71163737	KHM	Cambodia	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	35.6	33.8	31.9	30	28.4	26.9	25.7	24.5	23.4	22.3	21.2	20.1	19.1	18.3	17.4	16.7	16.2	17.54	2016	16.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	120	12.7419827	5.692387031	CMR	Cameroon	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	35.5	34.3	33.2	32.4	31.9	31.4	31	30.5	29.8	29.1	28.2	27.3	26.5	25.7	25	24.4	23.9	25.1	2016	23.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	124	-101.6575058	57.72360191	CAN	Canada	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	3.7	3.8	3.8	3.9	4	4	4	3.9	3.8	3.8	3.7	3.6	3.6	3.5	3.4	3.3	3.2	3.4	2016	3.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	15.3	14.4	13.7	13.3	13	12.9	12.8	12.8	12.7	12.5	12.3	11.9	11.6	11.3	10.9	10.6	10.2	10.92	2016	10.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	140	20.93559492	7.003720791	CAF	Central African Republic	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	49.3	49.3	49.1	49	48.8	48.6	48.5	48.2	47.8	47.3	46.7	46	45.3	44.6	43.8	43.1	42.3	43.82	2016	42.3	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	9.6	8.5	7.5	6.6	6.4	6.3	6.8	6.9	6.6	6.2	5.9	5.8	5.7	5.7	5.6	5.5	5.3	5.56	2016	5.3	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	148	18.66618401	15.36279341	TCD	Chad	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	44.4	43.5	42.7	41.8	41	40.4	39.9	39.4	39	38.6	38.3	37.8	37.4	36.9	36.3	35.7	35.1	36.28	2016	35.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	152	-71.23029019	-35.2652885	CHL	Chile	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	5.7	5.4	5.3	5.3	5.4	5.5	5.5	5.5	5.4	5.3	5.3	5.3	5.4	5.4	5.4	5.4	5.4	5.4	2016	5.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	156	104.1403375	32.30955217	CHN	China	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	21	19.8	18.4	17	15.5	14.1	12.7	11.4	10.2	9.3	8.4	7.7	7	6.5	6	5.5	5.1	6.02	2016	5.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	170	-73.07446751	3.888209046	COL	Colombia	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	13.7	13.3	13	12.6	12.3	12	11.6	11.3	10.9	10.6	10.3	9.9	9.6	9.3	9	8.7	8.5	9.02	2016	8.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	174	43.34234565	-11.66121732	COM	Comoros	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	41.6	41.5	41.4	41.4	41.3	41	40.4	39.7	38.9	38.2	37.5	36.7	35.9	35.1	34.3	33.5	32.8	34.32	2016	32.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	175	45.14015057	-12.82217691	MYT	Mayotte	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	178	15.22052612	-0.840544119	COG	Congo	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	32.2	31.6	30.7	29.6	28.4	27.2	26	24.8	23.9	23	22.4	21.9	21.6	21.3	21	20.8	20.5	21.04	2016	20.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	38.5	38.1	37.7	37.2	36.7	36	35.3	34.6	33.8	33.1	32.4	31.7	31	30.5	29.9	29.3	28.8	29.9	2016	28.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	9	8.5	8.1	7.7	7.3	6.9	6.5	6.2	5.8	5.5	5.3	5	4.8	4.6	4.4	4.3	4.1	4.44	2016	4.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	7.6	7.4	7.3	7.1	7	6.9	6.9	6.8	6.8	6.7	6.7	6.6	6.6	6.4	6.2	6	5.7	6.18	2016	5.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	191	17.95874553	45.45172212	HRV	Croatia	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	5.5	5.3	5	4.7	4.5	4.2	4	3.9	3.8	3.7	3.6	3.4	3.3	3.2	3.1	3	2.9	3.1	2016	2.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	192	-79.54460144	22.10030366	CUB	Cuba	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	4.2	4.1	4	3.8	3.6	3.4	3.2	3.1	3	2.9	2.8	2.7	2.6	2.5	2.4	2.4	2.4	2.46	2016	2.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	196	33.22285964	35.05659437	CYP	Cyprus	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	3.3	3.1	2.9	2.8	2.6	2.5	2.3	2.2	2.1	2	1.9	1.8	1.7	1.7	1.6	1.5	1.4	1.58	2016	1.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	203	15.33151382	49.73913871	CZE	Czechia	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	2.7	2.6	2.4	2.4	2.3	2.2	2.1	2	1.9	1.8	1.7	1.6	1.6	1.6	1.6	1.6	1.6	1.6	2016	1.6	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	204	2.339933594	9.65401646	BEN	Benin	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	39.6	38.9	38	37.2	36.4	35.8	35.2	34.8	34.4	34.1	33.8	33.6	33.2	32.9	32.5	31.9	31.4	32.38	2016	31.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	208	9.326571283	56.03829721	DNK	Denmark	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	3.5	3.4	3.3	3.2	3.1	3.1	3	2.9	2.9	2.8	2.8	2.9	2.9	3	3.1	3.1	3.2	3.06	2016	3.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	212	-61.3493756	15.43391378	DMA	Dominica	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	10.8	10.9	11	11.1	11.3	11.6	12.1	12.8	13.7	14.8	16.1	17.6	19.3	21	22.4	23.4	24	22.02	2016	24	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	<1M	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 month old	Both	Per 1,000 live births	23.7	23.6	23.4	23.3	23.2	23.2	23.2	23.2	23.1	23	22.9	22.7	22.4	22.1	21.7	21.3	20.8	21.66	2016	20.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
