GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,TypeOfMobileTechnology_Code,TypeOfMobileTechnology_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2013.0,,28,Float,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2014.0,,89,Float,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2014.0,,35,Float,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2014.0,,0,Float,ITU estimate,ITU estimate,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2015.0,,89.2,Float,Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT),0.892,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2015.0,,40,Float,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",40%,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2015.0,,0,Float,ITU estimate,ITU estimate,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2016.0,,0,Float,ITU estimate. ,,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2016.0,,40,Float,Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT),,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,4,Afghanistan,2016.0,,89.4,Float,Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT),,AFG,66.02688198,33.83160199
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2000.0,,31.371534,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2001.0,,32.996772,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2002.0,,42.118787,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2003.0,,47.961573,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2004.0,,48.58672,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2005.0,,56.277155,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2006.0,,60.128414,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2007.0,,64.502886,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2008.0,,71.23186,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2009.0,,73.272337,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2010.0,,75.028851,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2011.0,,81.666883,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2012.0,,84.887672,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2013.0,,87.555834,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2014.0,,90.36643,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2014.0,,14.392797,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2014.0,,58.195269,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2015.0,,90.824964,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2015.0,,18.732467,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,2,Africa,2015.0,,64.682232,Float,NA,,,,
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2001.0,,84,Float,NA,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2002.0,,90,Float,NA,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2003.0,,90.4,Float,NA,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2004.0,,89,Float,NA,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2004.0,,85.6,Float,Minister for Innovation and ICT,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2005.0,,91,Float,NA,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2005.0,,99,Float,National Agency on Information Society,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2006.0,,96.5,Float,NA,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2006.0,,99,Float,National Agency on Information Society,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2007.0,,96.5,Float,Ministry for Innovation and ICT,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2007.0,,99,Float,Minister of State for the Innovation and Public Administration,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2008.0,,99,Float,Minister of State for the Innovation and Public Administration,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2008.0,,99.3,Float,Ministry for Innovation and ICT,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2010.0,,98.2,Float,Minister for Innovation and ICT,,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,NA,Data nature not available,PERCENT,Percentage,8,Albania,2011.0,,99,Float,Minister for Innovation and ICT,,ALB,20.06660928,41.13897007
