ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2007,Footnotes_2011,Footnotes_2012,Footnotes_2015,Footnotes_2016,Nature_Code_2007,Nature_Code_2011,Nature_Code_2012,Nature_Code_2015,Nature_Code_2016,Source_2007,Source_2011,Source_2012,Source_2015,Source_2016,TimeDetail_2007,TimeDetail_2011,TimeDetail_2012,TimeDetail_2015,TimeDetail_2016,Value_2007,Value_2011,Value_2012,Value_2015,Value_2016,Latest_Year,Latest_Value
DEU,10.3806066,51.08862743,276,Germany,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,0.87785,0.90152,,,1.00772,2016.0,1.00772
GRC,22.58307827,39.47301873,300,Greece,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.02098,1.27184,,,1.10063,2016.0,1.10063
HUN,19.41221519,47.1651448,348,Hungary,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,,,,,,,1.15663,0.91628,,,,2011.0,0.91628
AUS,134.3499412,-25.57717202,36,Australia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,0.95684,,,2012.0,0.95684
IRL,-7.121425272,53.25274054,372,Ireland,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,C,,,,,Adult Education Survey (Eurostat),,,,,,,,,,0.99592,,,,2011.0,0.99592
ISR,34.62277992,31.06164552,376,Israel,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,0.98535,,2015.0,0.98535
ITA,12.57022427,42.79917282,380,Italy,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,,,,,,,1,0.91153,,,,2011.0,0.91153
JPN,139.2716103,36.6554539,392,Japan,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,0.73648,,,2012.0,0.73648
AUT,14.14172472,47.58704857,40,Austria,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,0.90682,0.97741,,,0.96236,2016.0,0.96236
KOR,127.8610254,36.45201023,410,Republic of Korea,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,0.84147,,,2012.0,0.84147
LVA,26.42461876,56.64196636,428,Latvia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.50579,1.38662,,,1.21546,2016.0,1.21546
LTU,23.90517807,55.33680309,440,Lithuania,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.34843,1.41453,,,1.35745,2016.0,1.35745
LUX,6.092656563,49.77679538,442,Luxembourg,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,C,,,C,,Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,,0.9567,,,1,2016.0,1
MLT,14.44617519,35.89194275,470,Malta,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,0.94798,0.90451,,,0.97275,2016.0,0.97275
NLD,5.331480568,51.86728884,528,Netherlands,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,0.87579,0.88854,,,0.98145,2016.0,0.98145
NZL,170.4755673,-43.98721568,554,New Zealand,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,0.98789,,2015.0,0.98789
BEL,4.660976456,50.64104975,56,Belgium,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,,,,,,,0.96602,0.95596,,,,2011.0,0.95596
NOR,11.47846389,61.34311134,578,Norway,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.04878,1.02872,,,1.01342,2016.0,1.01342
POL,19.40660158,52.1226733,616,Poland,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.05164,1.08621,,,1.01224,2016.0,1.01224
PRT,-7.961599811,39.68509315,620,Portugal,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,0.95926,1.03908,,,0.93908,2016.0,0.93908
ROU,24.98481009,45.83893563,642,Romania,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.14493,1,,,1.17188,2016.0,1.17188
RUS,99.01404926,61.61899849,643,Russian Federation,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,1.40253,,,2012.0,1.40253
SRB,20.805876,44.03145697,688,Serbia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,C,,,,,Adult Education Survey (Eurostat),,,,,,,,,,0.95833,,,,2011.0,0.95833
SGP,103.8107883,1.361009155,702,Singapore,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,,,,C,,,,,Programme for the International Assessment of Adult Competencies (OECD),,,,,,,,,,0.87652,,2015.0,0.87652
SVK,19.48495604,48.70741446,703,Slovakia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,0.94481,1.01208,,,0.96795,2016.0,0.96795
SVN,14.82209486,46.11958061,705,Slovenia,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,C,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,Adult Education Survey (Eurostat),,,,,,1.13123,1.09855,,,1.09524,2016.0,1.09524
ESP,-3.554078296,40.39211472,724,Spain,4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training (ratio),2019.Q1.G.01,G,Global,Ratio,Ratio,,,,,,C,C,,,,Adult Education Survey (Eurostat),Adult Education Survey (Eurostat),,,,,,,,,1.00649,0.9433,,,,2011.0,0.9433
