"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2005","Value_2010","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"84","Belize","BLZ","-88.70199554","17.19965901","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","78","81","83","85","85",2016.0,"85","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6","7","8","8","8",2016.0,"8","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global",">95",">95",">95",">95",">95",2016.0,">95","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"100","Bulgaria","BGR","25.23763153","42.75731323","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","65","80","86","88","89",2016.0,"89","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"104","Myanmar","MMR","96.51752295","21.19332882","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","7","11","17","18",2016.0,"18","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"108","Burundi","BDI","29.89080992","-3.366387428","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","<5","<5","<5","<5",2016.0,"<5","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"112","Belarus","BLR","28.04940161","53.54193075","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","94",">95",">95",">95",">95",2016.0,">95","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"116","Cambodia","KHM","104.922836","12.71163737","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","7","11","16","18",2016.0,"18","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"120","Cameroon","CMR","12.7419827","5.692387031","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10","14","18","22","23",2016.0,"23","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"124","Canada","CAN","-101.6575058","57.72360191","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global",">95",">95",">95",">95",">95",2016.0,">95","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"132","Cabo Verde","CPV","-23.63544151","15.07791834","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","57","63","67","71","71",2016.0,"71","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"136","Cayman Islands","CYM","-81.16740559","19.32266656","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","<5","<5","<5","<5",2016.0,"<5","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"144","Sri Lanka","LKA","80.70489654","7.614693343","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16","19","22","25","26",2016.0,"26","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"148","Chad","TCD","18.66618401","15.36279341","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","<5","<5","<5","<5",2016.0,"<5","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"152","Chile","CHL","-71.23029019","-35.2652885","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","86","89","91","92","92",2016.0,"92","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"156","China","CHN","104.1403375","32.30955217","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","47","51","55","59","59",2016.0,"59","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"162","Christmas Island","CXR","105.6426067","-10.4882473","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","80","85","88","91","92",2016.0,"92","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"174","Comoros","COM","43.34234565","-11.66121732","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","<5","<5","8","9",2016.0,"9","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"175","Mayotte","MYT","45.14015057","-12.82217691","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","",""
"178","Congo","COG","15.22052612","-0.840544119","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10","13","18","23","24",2016.0,"24","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","<5","<5","<5","<5",2016.0,"<5","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"184","Cook Islands","COK","-159.7711391","-21.22696458","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","83","85","85","85","84",2016.0,"84","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"188","Costa Rica","CRI","-84.19712782","9.970998683","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","88","90","92","93","93",2016.0,"93","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"191","Croatia","HRV","17.95874553","45.45172212","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","80","86","90","92","93",2016.0,"93","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"192","Cuba","CUB","-79.54460144","22.10030366","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","68","73","77","79","79",2016.0,"79","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"196","Cyprus","CYP","33.22285964","35.05659437","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global",">95",">95",">95",">95",">95",2016.0,">95","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"203","Czechia","CZE","15.33151382","49.73913871","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","93",">95",">95",">95",">95",2016.0,">95","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"204","Benin","BEN","2.339933594","9.65401646","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","<5","<5","<5","6","6",2016.0,"6","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"208","Denmark","DNK","9.326571283","56.03829721","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global",">95",">95",">95",">95",">95",2016.0,">95","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
"212","Dominica","DMA","-61.3493756","15.43391378","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.2","Proportion of population with primary reliance on clean fuels and technology","1","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","78","84","87","90","91",2016.0,"91","Estimated data","Global Health Observatory (GHO), World Health Organisation (WHO)."
