series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage		18.47	20.45	19.72	19.21	18.06	19.04	19.15	18.62	17.38	16.62	17.25	17.49	17.15	17.15	16.63	17.03	17	16.992	2017	17	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	9.79	13.22	13.22	13.22	12.35	11.98	11.04	10.75	10.98	10.47	9.76	10.14	12.41	9.54	9.3				9.42	2014	9.3	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Encuesta Nacional de Ocupación	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	12.79	12.75	12.22	10.97	10.65	11.5	10.43	9.84	9.67	9.06	8.32	7.79	7.48	7.51	8.17	7.79	7.17	7.16	7.56	2017	7.16	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	27.37	28.14	28.01	27.76	27.23	27.21	28.2	28.56	27.56	25.18	25.3	26.43	26.57	26.03	26.73	27.31	27.8	27.86	27.146	2017	27.86	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage											7.58	15.31								2011	15.31	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Enquête de suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	18.04	18.13	16.19	15.72	15.84	16.14	15.29	15.68	14.76	12.77	12.6	12.67	12.42	12.09	11.86	11.94	11.71	11.53	11.826	2017	11.53	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage		7.79																		2001	7.79	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Population Census	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage	17.08	15.36	14.21	14.72	15.39	14.88	14.18	14.02	13.2	10.8	10.53	10.2	10.38	9.82	9.8	9.86	10.19		9.9175	2016	10.19	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Encuesta Nacional Continua de Fuerza de Trabajo	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	15.59	16.62	14.5	13.81	13.97	13.8	13.78	10.87	11.32	11.32	11.15	10.67	10.43	10.79	10.81	11	10.77	10.81	10.836	2017	10.81	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Encuesta Nacional de Empleo, Desempleo y Subempleo	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage	18.66	17.61	17.99	17.77	16.76	16.17	15.76	16.68	17.07	15.23	15.45	15.48	15.41	14.64	14.93	16.03	15.16		15.19	2016	15.16	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Encuesta de Hogares de Propósitos Múltiples	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage						5.33								5.12					5.12	2013	5.12	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  National Labor Force Survey	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	24	24.11	21.25	21.52	23.66	22.91	20.99	20.44	20.41	18.9	18.78	19.74	18.78	18.73	18.25	18.82	18.72	18.96	18.696	2017	18.96	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage						13.66						9.3			6.85		5.64		6.245	2016	5.64	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Employment, Unemployment Survey	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage	20.3	19.85	19.69	18.91	18.69	18.17	18.09	17.86	16.49	15.43	14.79	14.54	14.37	14.26	13.54	13.47	13.37	13.18	13.564	2017	13.18	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage	18.75	18.53	17.82	16.43	16.41	16.07	15.86	15.51	14.37	13.69	13.11	13.17	12.8	12.47	12.16	12.21	12.15	12.24	12.246	2017	12.24	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage	5.94	5.45	4.64	4.89	5.09	5.15	4.66	4.85												2007	4.85	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Integrated Household Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage													9.36							2012	9.36	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Labour force survey	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage	13.84	13.55	12.4	12.25	12.27	12.68	12	12.32	12.11	8.94	11.16	11.55	11.75	11.64	11.94	12.26	12.62		12.115	2016	12.62	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Palestinian labour force survey	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	Percentage	23.76	23.6	23.54	22.98	23.12	22.05	21.91	22.09	21.03	20.4	19.95	19.84	19.72	19.35	19.58	19.3	19.15	19.04	19.284	2017	19.04	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	Percentage							11.36				10.72			8.86		14			11.43	2015	14	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Labour force survey	CA
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	PERCENT	Percentage	1.63					2.32					13.15									2010	13.15	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Population Census	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	300	22.58307827	39.47301873	GRC	Greece	1	PERCENT	Percentage	13.95	14.2	13.85	13.2	13.13	12.83	12.59	12.41	11.82	11.39	10.67	10.11	9.51	9.24	8.95	9.26	9.46	9.55	9.292	2017	9.55	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  EU Labour Force Survey	C
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	316	144.7029305	13.35485404	GUM	Guam	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	PERCENT	Percentage	16.69		15.03	17.23	13.95		15.86				15.73	14.23	13.4	11.74	13.97	12.82	13.49		13.005	2016	13.49	ILOSTAT: Employment by sex and economic activity (available at http://www.ilo.org/ilostat) -  Encuesta Nacional de Empleo e Ingresos	CA
