"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","TypeOfProduct_Code","TypeOfProduct_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","76.2","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","51.5","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","32.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","44.8","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","83.1","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","41.3","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","33.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","49.7","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","52.2","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","44.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2016.0,"","51.3","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","48.8","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","37.3","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","30.3","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","57.8","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","42.2","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","73.4","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2005.0,"","48.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","51.2","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","84.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","55.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","39.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","25.4","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","53.8","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2010.0,"","64.2","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","60.1","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","85.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","72.3","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","63.6","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","69.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","41.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2015.0,"","50.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","72.4","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","44.2","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","60.5","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","72.5","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","64.4","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","62.6","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","199","Least Developed Countries (LDCs)",2016.0,"","86.7","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","722","Small island developing States (SIDS)",2005.0,"","37.0","Float","ITC/UNCTAD/WTO database",""
