GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Level/Status_Code,Level/Status_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,62,Central and Southern Asia,2017.0,,42.86,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,62,Central and Southern Asia,2017.0,,21.43,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,62,Central and Southern Asia,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,62,Central and Southern Asia,2017.0,,28.57,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,6.25,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,6.25,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,6.25,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,31.25,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,12.5,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,753,Eastern and South-Eastern Asia,2017.0,,37.5,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,20,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,13.33,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,4.44,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,17.78,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,37.78,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,513,Europe and Northern America,2017.0,,6.67,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,42.42,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,39.39,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,3.03,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,3.03,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,419,Latin America and the Caribbean,2017.0,,12.12,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,13.04,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,4.35,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,39.13,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,26.09,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,13.04,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,747,Northern Africa and Western Asia,2017.0,,4.35,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,33.33,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,8.33,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,16.67,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,41.67,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,543,Oceania (exc. Australia and New Zealand),2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,22.92,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,12.5,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,2.08,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,16.67,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,45.83,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,202,Sub-Saharan Africa,2017.0,,0,Float,UN Environment,
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,NODATA,No data available,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,18.65,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VHIGIMP,Very high level of implementation,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,2.59,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,HIGIMP,High level of implementation,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,11.92,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MHIGIMP,Medium-high level of implementation,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,16.06,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,MLOWIMP,Medium-low level of implementation,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,34.2,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,LOWIMP,Low level of implementation,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,16.06,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
6,Ensure availability and sustainable management of water and sanitation for all,6.5,"By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate",6.5.1,Degree of integrated water resources management implementation (0-100),1,ER_H2O_IWRMP,Proportion of countries by IWRM implementation category (%),2019.Q1.G.01,VLOWIMP,Very low level of implementation,G,Global,C,Country data,PERCENT,Percentage,1,World,2017.0,,0.52,Float,UN Environment,Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.
