series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	8.7	8.4	8.1	8	7.9	7.7	7.4	7	6.7	6.2	6	5.7	5.5	5.4	5.3	5.3	5.2	5.34	2016	5.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	52.2	51.4	50.4	49.3	47.9	44.2	42.9	43.4	42.8	41.5	40.1	40.3	38.8	36.7	35.9	33.9	32.6	35.58	2016	32.6	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	31.3	29.4	27.7	26.1	24.6	23.1	21.8	20.6	19.6	18.6	17.7	16.9	16.1	15.3	14.7	14	13.5	14.72	2016	13.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	84	-88.70199554	17.19965901	BLZ	Belize	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	20.4	19.8	19.2	18.7	18.3	17.9	17.5	17.2	16.9	16.5	16.1	15.6	15.1	14.6	14	13.4	12.8	13.98	2016	12.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	24.9	24.6	24.4	24.2	24.2	24.1	24.1	24	23.9	23.8	23.6	23.4	23.1	22.9	22.6	22.2	21.8	22.52	2016	21.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	9.5	9.6	9.6	9.7	9.6	9.5	9.4	9.2	9.1	9	8.8	8.8	8.7	8.7	8.6	8.5	8.5	8.6	2016	8.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	100	25.23763153	42.75731323	BGR	Bulgaria	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	14.3	13.7	13.2	12.5	11.8	11	10.4	9.8	9.5	9.3	9.1	8.7	8.3	7.9	7.4	7	6.5	7.42	2016	6.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	104	96.51752295	21.19332882	MMR	Myanmar	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	65.6	64.1	62.6	61	59.4	57.8	56.2	54.5	57	51	49.3	47.6	45.9	44.3	42.8	41.4	40.1	42.9	2016	40.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	108	29.89080992	-3.366387428	BDI	Burundi	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	92.8	90.2	87.6	84.6	81.3	77.9	74.2	70.5	67	63.8	60.9	58.3	56	53.9	52	50.1	48.4	52.08	2016	48.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	112	28.04940161	53.54193075	BLR	Belarus	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	10	9.2	8.4	7.7	7.2	6.5	6	5.5	5	4.6	4.2	3.9	3.6	3.4	3.2	3	2.9	3.22	2016	2.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	116	104.922836	12.71163737	KHM	Cambodia	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	79.6	74	67.9	62.4	57.5	53.4	49.9	46.7	43.6	40.6	37.8	35.1	32.7	30.6	28.9	27.5	26.3	29.2	2016	26.3	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	120	12.7419827	5.692387031	CMR	Cameroon	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	100.5	97.2	93.6	90.1	86.9	84.1	81.1	78.2	75.1	72	68.3	65.4	62.3	59.3	57	54.5	52.8	57.18	2016	52.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	124	-101.6575058	57.72360191	CAN	Canada	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	5.2	5.3	5.3	5.2	5.2	5.2	5.2	5.1	5	5	4.9	4.8	4.7	4.7	4.6	4.5	4.3	4.56	2016	4.3	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	29.5	27.1	25.4	24.3	23.7	23.4	23.4	23.3	23.1	22.8	22.3	21.7	20.9	20.3	19.6	18.9	18.2	19.58	2016	18.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	140	20.93559492	7.003720791	CAF	Central African Republic	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	112.4	111.6	110.8	109.9	109	108.1	106.9	106	104.7	103	101.3	99.4	97.5	96	93.5	91.2	88.5	93.34	2016	88.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	14.1	13.7	13.4	13.1	15.6	12.3	11.7	11.1	10.5	10.1	9.7	9.3	9.1	8.8	8.5	8.3	8	8.54	2016	8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	148	18.66618401	15.36279341	TCD	Chad	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	100.3	98.9	97.5	96.1	94.7	93.2	91.7	90.1	88.5	86.7	85	83.3	81.6	80	78.4	76.8	75.2	78.4	2016	75.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	152	-71.23029019	-35.2652885	CHL	Chile	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	9.2	8.7	8.3	8	7.9	7.8	7.7	7.7	7.8	7.6	7.5	7.4	7.3	7.3	7.4	7.3	7.2	7.3	2016	7.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	156	104.1403375	32.30955217	CHN	China	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	30.1	28.3	26.2	24.2	22.2	20.3	18.6	17.1	15.8	14.6	13.5	12.5	11.6	10.7	9.9	9.2	8.5	9.98	2016	8.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	170	-73.07446751	3.888209046	COL	Colombia	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	21.2	20.6	20	19.5	19	18.4	17.9	17.4	16.9	16.4	15.9	15.4	14.9	14.5	14	13.6	13.1	14.02	2016	13.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	174	43.34234565	-11.66121732	COM	Comoros	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	73.8	73.7	73.8	73.6	73.1	72.1	70.7	69.3	67.8	66.1	64.5	62.7	61.3	59.7	58.1	56.5	55	58.12	2016	55	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	175	45.14015057	-12.82217691	MYT	Mayotte	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	178	15.22052612	-0.840544119	COG	Congo	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	74.2	72.8	70.2	66.7	62.8	58.7	54.8	51.4	48.4	46	44.1	42.6	41.4	40.6	39.9	39.2	38.5	39.92	2016	38.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	106.8	104.7	102.5	100.4	98.1	95.8	93.5	91.2	88.9	86.7	84.5	82.3	80.2	78.1	76	74	72	76.06	2016	72	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	14.4	13.7	13	12.4	11.8	11.1	10.5	9.9	9.3	8.9	8.4	8.1	7.7	7.4	7.1	6.9	6.7	7.16	2016	6.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	11.1	10.5	10.1	9.6	9.3	9.1	8.9	9	9	8.9	8.8	8.8	8.7	8.5	8.2	7.9	7.7	8.2	2016	7.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	191	17.95874553	45.45172212	HRV	Croatia	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	7.2	6.9	6.6	6.4	6	5.8	5.5	5.3	5.1	4.9	4.7	4.5	4.4	4.3	4.2	4.1	4	4.2	2016	4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	192	-79.54460144	22.10030366	CUB	Cuba	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	6.4	6.3	6	5.8	5.6	5.3	5.1	4.9	4.9	4.8	4.7	4.6	4.4	4.4	4.3	4.3	4.2	4.32	2016	4.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	196	33.22285964	35.05659437	CYP	Cyprus	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	5.8	5.4	5	4.7	4.4	4.1	3.8	3.6	3.3	3.1	3	2.8	2.6	2.4	2.3	2.2	2.1	2.32	2016	2.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	203	15.33151382	49.73913871	CZE	Czechia	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	4.5	4.3	4.1	3.9	3.7	3.6	3.3	3.1	3	2.8	2.7	2.6	2.6	2.5	2.5	2.5	2.5	2.52	2016	2.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	204	2.339933594	9.65401646	BEN	Benin	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	89.2	87.1	84.9	82.6	80.3	78.2	76.3	74.6	73.2	71.9	70.8	69.7	68.6	67.4	66.1	64.6	63.1	65.96	2016	63.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	208	9.326571283	56.03829721	DNK	Denmark	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	4.6	4.5	4.4	4.3	4.1	4	3.8	3.7	3.6	3.5	3.4	3.4	3.4	3.4	3.5	3.6	3.7	3.52	2016	3.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	212	-61.3493756	15.43391378	DMA	Dominica	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	13.4	13.2	13.3	13.4	13.8	14.3	14.9	15.7	16.9	18.3	20	21.9	24.3	26.6	28.7	30.2	31.2	28.2	2016	31.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	33.1	32.4	31.7	31.1	30.5	30.1	29.7	29.3	29	28.6	28.3	28	27.6	27.2	26.7	26.1	25.5	26.62	2016	25.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	<1Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 1 year old	Both	Per 1,000 live births	28.4	27.4	26.5	25.7	25	24.4	23.7	23.1	22.5	21.9	21.2	20.6	20.1	19.5	18.9	18.3	17.8	18.92	2016	17.8	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
