series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage	99	97	94	92	92	94	97	99	98	99	95	97	99	99	99	99	99	99	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	93	94	93	96	95	96	95	95	95	94	94	95	95	95	88	91	92	92.2	2016	92	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	82	73	79	78	82	73	82	86	85	90	90	84	84	75	88	89	90	85.2	2016	90	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	80	81	81	82	83	87	92	99	92	94	96	96	96	96	95	94	94	95	2016	94	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	99	99	99	50	99	99	99	95	97	96	98	98	98	98	97	99	98	98	2016	98	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	59	60	54	69	85	82	80	82	91	94	89	88	86	83	88	89	90	87.2	2016	90	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	62	63	66	73	73	80	81	82	84	80	84	82	85	89	87	84	85	86	2016	85	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	89	89	88	91	91	93	95	94	92	91	89	87	95	91	91	91	91	91.8	2016	91	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage	90	90	91	92	93	95	96	98	99	99	99	90	94	93	95	93	96	94.2	2016	96	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage	37	40	44	47	51	54	51	48	45	42	45	47	47	23	47	47	47	42.2	2016	47	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage	99	98	98	99	97	99	98	98	98	97	99	99	99	99	99	99	99	99	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage	36	26	25	23	21	25	40	28	19	24	39	33	40	39	37	46	46	41.6	2016	46	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	91	97	97	96	93	91	94	96	95	94	92	94	90	91	95	96	95	93.4	2016	95	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	85	86	86	86	87	87	93	93	97	99	99	99	99	99	99	99	99	99	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	79	80	81	92	89	93	93	93	92	92	88	85	91	91	90	91	91	90.8	2016	91	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage	70	70	89	80	76	68	69	75	81	83	74	83	86	87	87	91	91	88.4	2016	91	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage	33	31	41	50	67	62	73	72	79	78	74	82	85	85	90	80	80	84	2016	80	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage	40	30	38	41	54	60	62	70	65	72	60	74	75	74	80	81	79	77.8	2016	79	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage	92	90	97	96	99	99	99	99	99	82	99	93	98	98	99	99	99	98.6	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage	88	91	94	88	90	91	89	89	90	86	88	85	91	95	91	92	97	93.2	2016	97	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	93	94	95	94	96	96	96	96	96	96	97	96	96	96	95	94	93	94.8	2016	93	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	95	98	99	72	88	89	89	93	95	96	96	97	99	99	99	99	99	99	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	97	97	98	98	98	98	97	97	97	99	99	99	99	99	99	97	97	98.2	2016	97	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	98	98	98	97	98	97	98	99	99	99	99	99	99	98	97	97	96	97.4	2016	96	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	78	76	75	73	72	70	74	82	75	79	76	75	80	77	78	82	82	79.8	2016	82	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	97	97	98	96	95	93	93	87	88	89	90	91	94	94	94	93	94	93.8	2016	94	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage	99	99	98	99	99	98	95	96	96	99	98	98	97	96	97	98	99	97.4	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage	78	72	82	79	79	87	89	85	82	82	88	84	85	83	91	85	87	86.2	2016	87	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	87	89	88	87	88	92	96	96	96	94	91	88	87	87	83	78	83	83.6	2016	83	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage	99	92	81	94	90	89	96	99	98	91	89	89	92	92	94	91	93	92.4	2016	93	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage	34	35	36	37	38	39	40	41	42	43	44	41	24	3	20	16	19	16.4	2016	19	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage	30	32	35	37	40	44	46	50	54	58	61	65	69	72	77	77	77	74.4	2016	77	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage	81	86	90	93	98	96	94	91	94	92	90	96	94	94	94	95	95	94.4	2016	95	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	93	94	94	94	94	96	95	95	95	95	94	93	94	94	93	93	93	93.4	2016	93	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage	90	91	93	94	95	96	98	99	99	99	99	99	99	99	99	99	99	99	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage	99	98	98	98	98	97	97	99	99	99	99	99	99	98	98	97	92	96.8	2016	92	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage	97	97	97	97	98	98	99	98	98	98	99	99	99	99	98	98	97	98.2	2016	97	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage																						
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage	46	53	62	68	64	71	72	88	89	89	88	87	81	82	78	84	84	81.8	2016	84	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage	45	45	45	45	45	45	45	81	82	76	67	75	82	79	70	80	75	77.2	2016	75	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage	80	87	84	75	78	82	88	98	92	88	92	94	92	93	91	94	92	92.4	2016	92	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage	80	87	87	87	87	95	95	95	96	98	97	96	98	97	96	97	95	96.6	2016	95	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage	93	97	97	98	96	96	96	99	96	97	99	99	97	99	99	99	99	98.6	2016	99	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	Percentage	90	93	93	97	96	96	96	96	96	96	95	95	95	95	95	95	95	95	2016	95	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	Percentage	88	79	78	80	80	84	84	94	93	94	94	91	92	90	98	88	93	92.2	2016	93	WHO/UNICEF coverage estimates 2016 revision, July 2017	E
2018.Q2.G.01	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	PERCENT	Percentage																						
