"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"40","Austria","AUT","14.14172472","47.58704857","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"44","Bahamas","BHS","-78.05111663","24.69546597","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","6067",2017.0,"6067","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"52","Barbados","BRB","-59.5346489","13.13648273","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","81","85","198","133","342","219","101","49","126","","","","",2013.0,"126","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"56","Belgium","BEL","4.660976456","50.64104975","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","56767","29","100107","300","10010","2468","129","212","268",2017.0,"268","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","5749","28299","3008","39880","93192","21866","65820","60495","5712","","","","",2013.0,"5712","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","0","6","0","0","1173",2017.0,"1173","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","0","","16","9232","120","8829","0","","","","","","",2011.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","0","28019","0","423","1428","40","192","7480","0","","","",2014.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"104","Myanmar","MMR","96.51752295","21.19332882","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","12986","17245","3533","741513","23727","5646","169826","181570","229612","816639","4440111","2149177","372411",2017.0,"372411","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"108","Burundi","BDI","29.89080992","-3.366387428","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"116","Cambodia","KHM","104.922836","12.71163737","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","9939","10785","11039","14961","36969","32432","18991","17863","79841","8799","41598","48595","73590",2017.0,"73590","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"120","Cameroon","CMR","12.7419827","5.692387031","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"132","Cabo Verde","CPV","-23.63544151","15.07791834","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","0","","0","0","","","","","0","0","","5",2017.0,"5","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","93228","103983","121320","356578","55269","68985","159354","87385","78439","153376","50681","58546","375572",2017.0,"375572","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"148","Chad","TCD","18.66618401","15.36279341","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.5","By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_AFFCT","Number of people affected by disaster (number)","2019.Q1.G.01","NUMBER","Number","","","","","","","","","","","","","","","","","",""
