series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	36	134.3499412	-25.57717202	AUS	Australia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	1540	1516	1500	1494	1497	1506	1520	1504	1483	1457	1421	1380	1301	1281	1228	1174	1150	1226.8	2016	1150	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	40	14.14172472	47.58704857	AUT	Austria	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	448	434	421	409	398	380	371	355	356	349	336	331	326	313	301	296	291	305.4	2016	291	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	44	-78.05111663	24.69546597	BHS	Bahamas	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	88	85	83	83	82	82	82	81	80	78	75	72	70	66	64	61	59	64	2016	59	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	48	50.5490754	26.04407747	BHR	Bahrain	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	182	179	177	177	178	177	175	174	172	169	166	164	164	163	164	164	163	163.6	2016	163	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	50	89.17660788	22.86961622	BGD	Bangladesh	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	315855	297907	280363	263599	246957	230925	215288	200559	186164	173216	160723	149677	139339	129943	121100	113070	105788	121848	2016	105788	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	51	44.93839317	40.29499741	ARM	Armenia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	1218	1137	1080	1040	1005	974	941	908	870	831	791	747	700	656	611	570	534	614.2	2016	534	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	52	-59.5346489	13.13648273	BRB	Barbados	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	55	56	56	56	56	55	54	53	52	51	50	48	47	46	45	43	42	44.6	2016	42	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	56	4.660976456	50.64104975	BEL	Belgium	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	674	651	631	612	608	592	589	585	580	573	565	556	545	535	524	513	503	524	2016	503	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	60	-64.78155012	32.27881922	BMU	Bermuda	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	64	90.45098484	27.39598568	BTN	Bhutan	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	1261	1171	1091	1017	950	889	833	781	730	684	639	600	567	538	512	488	469	514.8	2016	469	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	20306	19308	18337	17399	16474	15591	14701	13884	13089	12370	11756	11225	10753	10317	9941	9599	9289	9979.8	2016	9289	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	426	393	362	344	325	311	297	281	266	248	236	223	214	205	200	199	195	202.6	2016	195	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	72	23.81380223	-22.18810073	BWA	Botswana	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	3974	3918	3829	3709	3567	3296	3048	2972	2910	2784	2624	2626	2544	2412	2344	2224	2148	2334.4	2016	2148	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	127099	117743	108659	100331	92500	85257	78636	73326	68294	64180	60597	57482	54463	51786	49098	46696	44562	49321	2016	44562	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	84	-88.70199554	17.19965901	BLZ	Belize	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	175	171	167	164	160	157	153	150	147	144	142	139	136	133	130	126	122	129.4	2016	122	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	431	434	438	444	452	460	468	473	478	479	477	474	472	466	459	451	442	458	2016	442	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	86	84	82	80	77	75	72	70	69	68	67	67	68	68	67	67	66	67.2	2016	66	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	100	25.23763153	42.75731323	BGR	Bulgaria	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	1161	1097	1053	1004	960	915	874	836	814	795	772	737	694	644	602	554	508	600.4	2016	508	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	104	96.51752295	21.19332882	MMR	Myanmar	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	99618	97832	95715	93180	90083	86554	82548	78203	95811	69342	65220	61406	57953	54938	52231	49817	47763	52540.4	2016	47763	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	108	29.89080992	-3.366387428	BDI	Burundi	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	40502	39649	38964	38335	37724	37138	36469	35739	35077	34451	33880	33368	32862	32342	31902	31351	30863	31864	2016	30863	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	112	28.04940161	53.54193075	BLR	Belarus	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	1163	1056	971	896	844	787	740	702	663	621	585	555	533	507	477	456	444	483.4	2016	444	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	116	104.922836	12.71163737	KHM	Cambodia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	36365	32847	29373	26449	24150	22326	20860	19609	18406	17202	16036	14919	13910	13026	12314	11703	11191	12428.8	2016	11191	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	120	12.7419827	5.692387031	CMR	Cameroon	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	100431	98869	96900	95165	93755	92580	91100	89441	87421	85033	82002	79070	76113	73260	70803	68330	66247	70950.6	2016	66247	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	124	-101.6575058	57.72360191	CAN	Canada	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	2100	2075	2069	2043	2064	2096	2101	2106	2110	2109	2099	2082	2058	2031	2000	1967	1894	1990	2016	1894	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	458	414	381	359	347	339	336	332	325	317	307	295	283	271	260	250	241	261	2016	241	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	140	20.93559492	7.003720791	CAF	Central African Republic	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	24871	25129	25341	25502	25607	25683	25628	25543	25308	24909	24416	23890	23284	22691	21982	21149	20265	21874.2	2016	20265	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	5669	5536	5446	5428	10450	5160	4936	4689	4424	4214	3990	3829	3625	3459	3298	3142	3028	3310.4	2016	3028	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	148	18.66618401	15.36279341	TCD	Chad	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	74099	75273	76356	77409	78366	79112	79677	79995	80068	79934	79668	79274	78823	78390	77926	77380	76754	77854.6	2016	76754	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	152	-71.23029019	-35.2652885	CHL	Chile	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	2847	2661	2509	2415	2350	2316	2283	2276	2267	2207	2146	2107	2069	2056	2044	2010	1979	2031.6	2016	1979	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	156	104.1403375	32.30955217	CHN	China	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	608014	557696	510894	467164	426682	391707	360146	331818	308253	287608	268007	250956	233036	215959	198139	183137	167678	199589.8	2016	167678	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	170	-73.07446751	3.888209046	COL	Colombia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	21215	20538	19872	19198	18594	17888	17249	16601	15952	15309	14677	14058	13453	12859	12357	11863	11380	12382.4	2016	11380	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	174	43.34234565	-11.66121732	COM	Comoros	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	2033	2067	2104	2137	2159	2163	2154	2147	2130	2109	2085	2055	2032	2002	1965	1925	1881	1961	2016	1881	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	175	45.14015057	-12.82217691	MYT	Mayotte	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	178	15.22052612	-0.840544119	COG	Congo	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	14143	14266	14099	13712	13193	12586	11969	11413	10935	10546	10250	10039	9869	9766	9687	9602	9470	9678.8	2016	9470	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	331636	331749	331473	331092	330095	328715	327363	325967	324168	322648	321056	319054	317182	314279	311510	308048	304213	311046.4	2016	304213	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	7	7	6	6	5	5	4	4	4	3	3	3	3	3	3	2	2	2.6	2016	2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	995	926	875	828	791	764	748	754	753	745	735	725	714	695	663	638	613	664.6	2016	613	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	191	17.95874553	45.45172212	HRV	Croatia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	381	358	336	317	297	283	272	265	254	246	236	226	215	207	200	192	185	199.8	2016	185	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	192	-79.54460144	22.10030366	CUB	Cuba	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	1228	1171	1102	1034	969	895	853	816	795	778	765	753	730	719	719	704	688	712	2016	688	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	196	33.22285964	35.05659437	CYP	Cyprus	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	85	78	72	68	63	60	56	53	50	48	46	43	41	38	37	35	33	36.8	2016	33	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	203	15.33151382	49.73913871	CZE	Czechia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	492	464	453	447	443	440	424	415	404	389	381	360	359	346	343	352	350	350	2016	350	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	204	2.339933594	9.65401646	BEN	Benin	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	40404	40224	39903	39557	39126	38825	38624	38556	38594	38631	38736	38870	38927	38904	38763	38501	38122	38643.4	2016	38122	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	208	9.326571283	56.03829721	DNK	Denmark	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	363	355	346	339	325	311	297	290	274	265	255	251	247	244	248	254	261	250.8	2016	261	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	212	-61.3493756	15.43391378	DMA	Dominica	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	18	17	16	16	16	16	17	18	19	21	23	25	28	31	34	36	37	33.2	2016	37	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	8776	8575	8421	8264	8145	8039	7925	7825	7719	7630	7537	7417	7291	7140	6984	6803	6597	6963	2016	6597	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	10805	10390	10013	9678	9420	9205	8968	8768	8599	8393	8147	7956	7756	7516	7302	7081	6888	7308.6	2016	6888	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	222	-88.86862995	13.73603564	SLV	El Salvador	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	4834	4441	4093	3762	3480	3221	2994	2810	2636	2483	2336	2208	2096	2001	1909	1832	1767	1921	2016	1767	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	3616	3650	3682	3708	3731	3749	3761	3770	3771	3767	3761	3753	3746	3730	3706	3682	3649	3702.6	2016	3649	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	231	39.63505296	8.631223181	ETH	Ethiopia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	404154	391749	377040	359819	341557	322647	304034	286298	270168	256056	243049	231091	220657	210723	201794	194145	186833	202830.4	2016	186833	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	232	38.11074289	16.12894644	ERI	Eritrea	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	10405	10102	9895	9733	9595	9459	9309	9147	8943	8727	8520	8283	8027	7779	7533	7281	7075	7539	2016	7075	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	233	25.84093481	58.68487172	EST	Estonia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	140	130	121	113	107	100	94	87	81	76	68	63	58	52	47	44	41	48.4	2016	41	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	242	177.9660884	-17.83301566	FJI	Fiji	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	449	441	438	437	439	446	450	452	455	453	448	440	433	424	412	399	386	410.8	2016	386	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	246	23.308447	61.91586738	FIN	Finland	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	250	242	235	230	225	220	210	205	194	189	177	171	165	153	147	142	136	148.6	2016	136	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	248	19.80945969	60.1544901	ALA	Åland Islands	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	250	2.457288129	46.62660861	FRA	France	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	4033	3914	3869	3746	3620	3566	3507	3442	3371	3372	3289	3281	3191	3178	3087	2998	2986	3088	2016	2986	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	254	-53.23619089	3.922673437	GUF	French Guiana	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number																						
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	262	42.18274707	11.56004161	DJI	Djibouti	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	2234	2180	2126	2070	2010	1944	1879	1814	1748	1690	1634	1587	1541	1500	1459	1419	1378	1459.4	2016	1378	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	266	11.78727747	-0.60687619	GAB	Gabon	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	3397	3386	3378	3366	3355	3341	3332	3305	3271	3241	3206	3158	3093	3007	2941	2852	2703	2919.2	2016	2703	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	268	43.3713615	42.04813028	GEO	Georgia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	2060	1878	1724	1586	1470	1374	1281	1199	1124	1054	984	912	841	772	706	639	584	708.4	2016	584	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
2018.Q2.G.01	SH_DYN_MORTN	Under-five deaths (number)	270	-15.39944785	13.45295927	GMB	Gambia	1	<5Y	BOTHSEX	NUMBER	under 5 years old	Both	Number	6242	6171	6098	6021	5941	5857	5776	5698	5632	5571	5508	5437	5378	5301	5250	5174	5103	5241.2	2016	5103	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	
