"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"19","Americas","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.49","7.28","7.22","7.08","6.97","6.77","6.55","6.54","6.39","6.26","6.23","6.08","5.86","5.82","5.79","5.57",2015.0,"5.57","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"29","Caribbean","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"30","Eastern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.80","7.60","7.54","7.74","7.99","7.99","7.88","7.61","7.30","7.27","7.32","7.18","6.95","6.71","6.42","6.12",2015.0,"6.12","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"34","Southern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.51","6.45","6.34","6.07","6.02","5.87","5.70","5.53","5.60","5.62","5.36","5.25","5.29","5.15","5.13","4.95",2015.0,"4.95","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"35","South-Eastern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.29","5.26","5.25","5.19","5.23","4.99","4.81","4.61","4.56","4.55","4.52","4.29","4.21","4.20","4.17","4.05",2015.0,"4.05","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"39","Southern Europe","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"53","Australia and New Zealand","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.41","6.66","6.48","6.21","6.08","5.90","5.94","5.91","5.94","5.87","5.81","5.70","5.49","5.34","5.20","5.08",2015.0,"5.08","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"54","Melanesia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.13","7.01","6.92","6.63","6.57","6.34","6.19","6.00","6.07","5.96","5.71","5.63","5.63","5.47","5.40","5.21",2015.0,"5.21","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"97","European Union","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","16.45","14.89","14.76","14.09","13.79","12.24","11.74","10.95","10.74","9.31","9.12","9.47","9.03","8.61","8.10","7.93",2015.0,"7.93","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"142","Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","17.63","15.93","16.02","15.37","15.08","13.53","13.56","13.12","12.94","11.24","11.03","11.28","10.59","10.06","9.31","9.06",2015.0,"9.06","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"145","Western Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","4.54","4.75","4.90","4.80","4.56","4.47","4.52","4.52","4.63","4.88","4.95","4.61","4.72","4.47","4.57","4.51",2015.0,"4.51","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"150","Europe","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.04","6.00","5.89","5.91","5.76","5.62","5.44","5.17","5.12","5.05","5.18","4.99","4.98","4.88","4.67","4.60",2015.0,"4.60","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"151","Eastern Europe","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.86","7.81","7.76","7.65","7.39","7.11","6.89","6.56","6.34","6.30","6.18","6.12","6.07","5.96","5.89","5.84",2015.0,"5.84","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"202","Sub-Saharan Africa","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","9.78","9.77","9.67","9.68","9.11","8.88","8.48","8.30","8.25","8.04","7.83","7.71","7.66","7.45","7.33","7.22",2015.0,"7.22","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"223","Eastern Asia (excluding Japan and China)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","4.26","4.28","4.35","4.38","4.31","4.25","4.20","4.04","4.03","4.05","4.05","3.95","3.98","3.95","3.93","3.88",2015.0,"3.88","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"420","Latin America","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","12.24","11.69","11.64","11.44","11.23","10.53","10.32","9.79","9.63","8.80","8.57","8.67","8.43","8.10","7.73","7.59",2015.0,"7.59","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","4.33","4.55","4.72","4.61","4.37","4.32","4.40","4.45","4.59","4.94","5.03","4.63","4.71","4.44","4.54","4.47",2015.0,"4.47","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"513","Europe and Northern America","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.68","6.56","6.47","6.43","6.29","6.13","5.93","5.77","5.67","5.58","5.64","5.46","5.37","5.29","5.17","5.03",2015.0,"5.03","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.48","6.37","6.29","6.24","6.12","5.97","5.79","5.64","5.54","5.47","5.52","5.33","5.23","5.15","5.03","4.90",2015.0,"4.90","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"515","Developing regions","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.49","6.46","6.47","6.51","6.51","6.42","6.31","6.13","6.03","6.03","6.00","5.88","5.80","5.64","5.53","5.34",2015.0,"5.34","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"518","Eastern Asia (excluding Japan)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","9.89","9.47","9.23","9.51","9.76","9.67","9.40","8.90","8.40","8.21","8.20","8.04","7.75","7.42","7.06","6.68",2015.0,"6.68","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"535","Bonaire, Sint Eustatius and Saba","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.82","8.37","8.39","8.71","8.97","8.62","8.64","9.70","8.40","8.20","7.74","7.40","6.82","6.81","6.81","",2014.0,"6.81","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
"722","Small island developing States (SIDS)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","4.22","4.37","4.27","4.46","4.56","3.98","3.91","3.73","3.75","3.61","3.67","3.57","3.48","3.36","3.24","3.20",2015.0,"3.20","Estimated data","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)"
