"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2005.0","Value_2010.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"57","Micronesia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"61","Polynesia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"62","Central and Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","40.617","38.322","29.326","16.795","17.498",2016.0,"17.498","Estimated data","DHS2000",""
"97","European Union","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"127","Southern Asia (excluding India)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"135","Caucasus and Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"142","Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"143","Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"145","Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"150","Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"151","Eastern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","367.720","354.033","292.949","238.528","236.540",2016.0,"236.540","Data nature not available","DHS2000","Nature of data for some countries in this region are either M (modelled) or E (estimated)."
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","37.577","25.575","14.479","8.955","11.311",2016.0,"11.311","Estimated data","DHS2000",""
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"513","Europe and Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"722","Small island developing States (SIDS)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"747","Northern Africa and Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","58.717","50.251","33.708","29.587","30.921",2016.0,"30.921","Data nature not available","DHS2000","Nature of data for some countries in this region are either M (modelled) or E (estimated)."
"753","Eastern and South-Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","10.329","8.475","10.140","3.202","2.835",2016.0,"2.835","Estimated data","DHS2000",""
"827","United Kingdom (England and Wales)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"829","United Kingdom (Scotland)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"830","Channel Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"891","Serbia and Montenegro [former]","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"910","High income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"911","Low income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"912","Lower middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"913","Low and middle income economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"914","Upper middle economies (WB)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
"917","International Centers (FAO)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.3","Malaria incidence per 1,000 population","1","SH_STA_MALR","Malaria incidence per 1,000 population at risk (per 1,000 population)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","G","Global","","","","","","","","","",""
