series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	300	22.58307827	39.47301873	GRC	Greece	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	15.6877098083496	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	304	-41.39371316	74.75625681	GRL	Greenland	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	10.6749687194824	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	308	-61.68248568	12.11238395	GRD	Grenada	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	21.5631370544434	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	5.7793655395508	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	316	144.7029305	13.35485404	GUM	Guam	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	18.8164234161377	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	320	-91.2312746	15.00273719	GTM	Guatemala	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	23.5856189727783	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	104	96.51752295	21.19332882	MMR	Myanmar	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	34.6913681030273	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	324	-11.28173419	11.00210343	GIN	Guinea	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	22.4321346282959	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	108	29.89080992	-3.366387428	BDI	Burundi	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	35.6106376647949	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	328	-58.97322037	4.788012784	GUY	Guyana	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	20.4564971923828	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	112	28.04940161	53.54193075	BLR	Belarus	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	18.0557403564453	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	332	-72.33640958	18.40426539	HTI	Haiti	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	14.6280355453491	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	116	104.922836	12.71163737	KHM	Cambodia	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	23.9806137084961	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	120	12.7419827	5.692387031	CMR	Cameroon	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	65.2575836181641	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	336	12.45315803	41.90343751	VAT	Holy See	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	124	-101.6575058	57.72360191	CAN	Canada	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	6.4776124954224	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	340	-86.59974381	14.82243161	HND	Honduras	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	20.121675491333	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	31.9896297454834	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	348	19.41221519	47.1651448	HUN	Hungary	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	15.6164436340332	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	49.5046348571777	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	352	-19.02116966	64.79134763	ISL	Iceland	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	5.9353399276733	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	15.2494812011719	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	356	79.3608464	22.34642074	IND	India	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	65.2037048339844	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	148	18.66618401	15.36279341	TCD	Chad	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	53.006420135498	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	360	113.9174	-0.994582204	IDN	Indonesia	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	15.5755176544189	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	152	-71.23029019	-35.2652885	CHL	Chile	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	21.0304794311523	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	35.0891647338867	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	156	104.1403375	32.30955217	CHN	China	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	49.1579551696777	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	368	43.76606267	33.05013795	IRQ	Iraq	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	57.7312240600586	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	372	-7.121425272	53.25274054	IRL	Ireland	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	8.2591361999512	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016					
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	376	34.62277992	31.06164552	ISR	Israel	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	19.4622287750244	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	170	-73.07446751	3.888209046	COL	Colombia	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	15.2439661026001	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
2018.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)	380	12.57022427	42.79917282	ITA	Italy	1	ALLAREA	mgr/m^3	All areas	Micrograms per cubic meter	2016	15.2833557128906	Float		http://apps.who.int/gho/data/node.sdg.11-6	E
