"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"44","Bahamas","BHS","-78.05111663","24.69546597","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","44","43","43","44","44","45","45","44","42","40","37","34","31","29","26","25","23","22",2017.0,"22","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"48","Bahrain","BHR","50.5490754","26.04407747","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","70","66","64","63","62","61","61","60","60","61","62","63","65","67","68","69","69","68",2017.0,"68","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"50","Bangladesh","BGD","89.17660788","22.86961622","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","154345","147504","140656","133963","127287","120571","113958","107454","100975","94676","88612","82947","77688","72959","68726","64518","60140","56341",2017.0,"56341","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"51","Armenia","ARM","44.93839317","40.29499741","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","622","590","568","550","534","519","501","482","461","440","416","391","366","341","318","296","274","255",2017.0,"255","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"52","Barbados","BRB","-59.5346489","13.13648273","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","34","34","34","35","35","35","35","35","35","34","33","32","32","31","30","29","28","27",2017.0,"27","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"56","Belgium","BEL","4.660976456","50.64104975","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","340","328","322","320","319","317","314","311","307","302","297","292","289","288","286","283","278","272",2017.0,"272","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"60","Bermuda","BMU","-64.78155012","32.27881922","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","516","493","472","453","436","419","402","386","369","353","336","321","307","293","278","266","255","244",2017.0,"244","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","7690","7472","7297","7162","7025","6873","6695","6489","6248","6005","5800","5608","5441","5290","5137","5028","4867","4697",2017.0,"4697","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","269","242","222","207","196","189","185","182","180","176","170","163","156","149","143","138","134","130",2017.0,"130","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"72","Botswana","BWA","23.81380223","-22.18810073","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","1250","1277","1315","1358","1404","1449","1491","1523","1538","1548","1551","1543","1531","1507","1477","1439","1395","1346",2017.0,"1346","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"74","Bouvet Island","BVT","3.410732868","-54.43295905","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","64863","60795","56831","53015","49378","46029","43022","40394","38156","36196","34326","32553","31058","29978","29058","27869","28361","24726",2017.0,"24726","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"84","Belize","BLZ","-88.70199554","17.19965901","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","87","85","82","78","73","68","64","62","64","68","73","77","80","80","80","78","76","74",2017.0,"74","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","186","188","190","192","194","195","195","193","191","187","182","176","171","165","160","155","150","146",2017.0,"146","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","36","35","34","33","33","32","31","31","31","31","31","31","31","31","31","32","32","31",2017.0,"31","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"100","Bulgaria","BGR","25.23763153","42.75731323","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","515","495","477","459","438","418","400","386","376","369","361","347","328","308","289","273","258","244",2017.0,"244","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"104","Myanmar","MMR","96.51752295","21.19332882","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","42859","41932","40825","39531","38040","36452","34782","33068","31828","29945","28594","27403","26375","25433","24581","23869","23210","22625",2017.0,"22625","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"108","Burundi","BDI","29.89080992","-3.366387428","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","10167","10160","10219","10329","10456","10579","10674","10733","10757","10737","10677","10592","10485","10391","10297","10237","10157","10061",2017.0,"10061","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"112","Belarus","BLR","28.04940161","53.54193075","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","536","484","442","405","368","331","293","257","229","210","201","199","203","205","200","191","181","173",2017.0,"173","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"116","Cambodia","KHM","104.922836","12.71163737","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","12031","11348","10705","10154","9734","9388","9108","8831","8519","8209","7849","7461","7114","6713","6331","6001","5714","5458",2017.0,"5458","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"120","Cameroon","CMR","12.7419827","5.692387031","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","20782","20834","21033","21397","21863","22351","22727","23002","23123","23104","23053","22936","22805","22679","22494","22316","22179","21957",2017.0,"21957","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"124","Canada","CAN","-101.6575058","57.72360191","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","1246","1255","1280","1313","1347","1375","1397","1409","1415","1416","1414","1411","1407","1402","1394","1382","1365","1342",2017.0,"1342","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"132","Cabo Verde","CPV","-23.63544151","15.07791834","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","218","200","186","178","174","173","175","176","177","175","172","166","159","151","142","133","124","117",2017.0,"117","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"136","Cayman Islands","CYM","-81.16740559","19.32266656","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","7406","7530","7633","7730","7803","7881","7928","7952","7928","7889","7821","7716","7573","7445","7303","7149","7023","6895",2017.0,"6895","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"144","Sri Lanka","LKA","80.70489654","7.614693343","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","3326","2933","2557","2333","2396","2398","2519","2592","2559","2413","2262","2201","2201","2184","2118","2027","1928","1830",2017.0,"1830","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"148","Chad","TCD","18.66618401","15.36279341","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.2","Neonatal mortality rate","1","SH_DYN_NMRTN","Neonatal deaths (number)","2019.Q1.G.01","NUMBER","Number","<1M","under 1 month old","G","Global","BOTHSEX","Both sexes","19027","19223","19397","19577","19784","20010","20242","20502","20793","21079","21351","21567","21742","21863","21965","22076","22167","22220",2017.0,"22220","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
