"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","BOTHSEX","Both sexes","0.02","0.02","0.02","0.03","0.03","0.04","0.05","0.06","0.07","0.08","0.09","0.10","0.11","0.12","0.13","0.14","0.15",2016.0,"0.15","Estimated data","UNAIDS"
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","<15Y","under 15 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","FEMALE","Female","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.04","0.05","0.05","0.06","0.06","0.07","0.08","0.08","0.09",2016.0,"0.09","Estimated data","UNAIDS"
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","MALE","Male","0.02","0.03","0.03","0.04","0.05","0.06","0.07","0.08","0.09","0.11","0.12","0.14","0.15","0.17","0.18","0.20","0.21",2016.0,"0.21","Estimated data","UNAIDS"
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","BOTHSEX","Both sexes","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.07","0.07","0.08","0.08",2016.0,"0.08","Estimated data","UNAIDS"
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","FEMALE","Female","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.04","0.04","0.04","0.05","0.05",2016.0,"0.05","Estimated data","UNAIDS"
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","<15Y","under 15 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","FEMALE","Female","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.04","0.03","0.03","0.04","0.04",2016.0,"0.04","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","MALE","Male","0.04","0.04","0.04","0.04","0.04","0.05","0.04","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04",2016.0,"0.04","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","BOTHSEX","Both sexes","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02",2016.0,"0.02","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","FEMALE","Female","0.02","0.02","0.02","0.02","0.03","0.02","0.03","0.02","0.02","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02",2016.0,"0.02","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","MALE","Male","0.02","0.03","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02",2016.0,"0.02","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","<15Y","under 15 years old","G","Global","BOTHSEX","Both sexes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.00",2016.0,"0.00","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","BOTHSEX","Both sexes","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04",2016.0,"0.04","Estimated data","UNAIDS"
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03",2016.0,"0.03","Estimated data","UNAIDS"
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","15-49","15 to 49 years old","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.1","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","2019.Q1.G.01","PER_1000_UNINFECTED_POP","Per 1,000 uninfected population","ALLAGE","All age ranges or no breaks by age","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
