"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"9","Oceania","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","27.6","","","","","","","","","","23.4","","","","","20.7","","19.6",2017.0,"19.6","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"9","Oceania","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","23","","","","","","","","","","19.4","","","","","17.1","","16.2",2017.0,"16.2","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"11","Western Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","110.4","","","","","","","","","","80.6","","","","","68.6","","64.5",2017.0,"64.5","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"11","Western Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","93.9","","","","","","","","","","66.9","","","","","56.6","","53.2",2017.0,"53.2","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"11","Western Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","102.4","99.6","96.7","93.8","90.8","87.8","84.9","82","79.2","76.5","73.9","71.5","69.1","66.8","64.8","62.7","60.8","59",2017.0,"59","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"13","Central America","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","22.7","","","","","","","","","","15.2","","","","","13","","12",2017.0,"12","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"13","Central America","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","25.4","24.2","23.1","22.1","21.2","20.3","19.5","18.8","18.2","17.6","17.1","16.6","16.1","15.6","15.1","14.5","14","13.4",2017.0,"13.4","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"13","Central America","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","28","","","","","","","","","","18.8","","","","","16","","14.8",2017.0,"14.8","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"14","Eastern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","86.3","82.7","78.9","75.1","71.4","67.9","64.8","61.8","59","56.6","54.2","51.8","49.6","47.6","45.9","44.2","42.8","41.4",2017.0,"41.4","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"14","Eastern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","79","","","","","","","","","","48.8","","","","","39.7","","37.1",2017.0,"37.1","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"14","Eastern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","93.3","","","","","","","","","","59.3","","","","","48.5","","45.4",2017.0,"45.4","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"15","Northern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","47.7","","","","","","","","","","32.6","","","","","28","","26.6",2017.0,"26.6","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"15","Northern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","44.1","42.5","40.9","39.4","37.9","36.5","35.1","33.8","32.5","31.2","30.1","29","28.1","27.2","26.5","25.8","25.1","24.5",2017.0,"24.5","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"15","Northern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","40.3","","","","","","","","","","27.4","","","","","23.4","","22.2",2017.0,"22.2","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"17","Middle Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","114.3","","","","","","","","","","86.8","","","","","74.4","","70.3",2017.0,"70.3","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"17","Middle Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","97.2","","","","","","","","","","72.7","","","","","61.8","","58.3",2017.0,"58.3","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"17","Middle Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","106","103.8","101.5","99","96.4","93.7","90.9","88.2","85.4","82.7","80","77.4","74.9","72.6","70.4","68.3","66.3","64.4",2017.0,"64.4","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"18","Southern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","59.4","","","","","","","","","","44.8","","","","","37.7","","34.4",2017.0,"34.4","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"18","Southern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","48.4","","","","","","","","","","36.1","","","","","30.2","","27.4",2017.0,"27.4","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"18","Southern Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","54","54.7","55.2","55.1","54.5","53.4","51.8","48.8","46.7","42.6","40.6","39.4","38.3","36.4","34.8","34","32.2","31",2017.0,"31","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"19","Americas","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","7.6","","","","","","","","","","6.7","","","","","6.1","","5.9",2017.0,"5.9","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"21","Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","6.9","6.9","6.8","6.7","6.7","6.7","6.6","6.4","6.3","6.3","6.1","6","5.9","5.9","5.8","5.7","5.6","5.6",2017.0,"5.6","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"21","Northern America","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","6.2","","","","","","","","","","5.6","","","","","5.1","","4.9",2017.0,"4.9","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"29","Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","41.3","40.4","39.6","38.9","38.3","37.7","37.2","36.6","36.1","35.6","45.1","34.5","33.9","33.4","32.9","32.3","31.7","31.1",2017.0,"31.1","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"29","Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","37.3","","","","","","","","","","41.6","","","","","29.1","","27.9",2017.0,"27.9","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"29","Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","MALE","Male","45","","","","","","","","","","48.4","","","","","35.4","","34",2017.0,"34","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"30","Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","BOTHSEX","Both sexes","28","26.3","24.4","22.5","20.7","19","17.5","16.2","15","13.9","12.9","12","11.1","10.3","9.5","8.8","8.2","7.7",2017.0,"7.7","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
"30","Eastern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.2","By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births","3.2.1","Under-five mortality rate","1","SH_DYN_IMRT","Infant mortality rate (deaths per 1,000 live births)","2019.Q1.G.01","PER_1000_LIVE_BIRTHS","Per 1,000 live births","<1Y","under 1 year old","G","Global","FEMALE","Female","26.2","","","","","","","","","","11.9","","","","","8.2","","7.1",2017.0,"7.1","Estimated data","United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2018."
