"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"36","Australia","AUS","134.3499412","-25.57717202","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.76","0.76","0.59","0.35","0.40","0.12","0.13","0.12","0.13","0.14","0.12","0.13","0.12","0.14","0.13","0.14","0.14","0.16","0.14","0.14","0.16","0.18","0.16","0.15","0.15","0.16","0.17",2016.0,"0.17","Data nature not available","World Development Indicators, World Bank"
"40","Austria","AUT","14.14172472","47.58704857","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.38","0.44","0.42","0.40","0.42","0.42","0.41","0.43","0.65","0.83","0.92","0.90","0.93","0.95","0.84","0.73","0.75","0.75","0.74","0.77","0.76","0.75","0.74","0.76","0.73","0.74","0.74",2016.0,"0.74","Data nature not available","World Development Indicators, World Bank"
"44","Bahamas","BHS","-78.05111663","24.69546597","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.46","2.49","2.88","3.04","3.41","3.17","2.90","3.16","3.21","3.52","3.69","3.90","5.22","5.31","5.50","6.69","7.56","8.24","9.76","10.27","9.41","9.38","10.59","9.25","8.67","7.84","6.11",2016.0,"6.11","Data nature not available","World Development Indicators, World Bank"
"51","Armenia","ARM","44.93839317","40.29499741","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","4.86","9.63","13.97","8.80","9.90","9.53","9.88","11.10","11.96","22.02","18.68","18.31","17.86","16.33","16.65","18.03","17.73","18.03","19.71","17.90","14.13","13.08",2016.0,"13.08","Data nature not available","World Development Indicators, World Bank"
"52","Barbados","BRB","-59.5346489","13.13648273","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.87","2.25","2.79","2.71","2.66","2.69","2.82","3.02","3.02","3.28","3.63","4.17","3.95","3.98","3.71","2.42","2.06","3.07","2.20","2.58","1.83","3.16","2.60","2.35","2.35","2.36","2.39",2016.0,"2.39","Data nature not available","World Development Indicators, World Bank"
"56","Belgium","BEL","4.660976456","50.64104975","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.74","1.88","1.90","2.03","1.87","1.70","1.76","1.70","1.61","1.72","1.68","1.65","1.75","1.81","1.77","1.78","1.77","1.91","2.02","2.20","2.14","2.10","2.13","2.15","2.15","2.17","2.16",2016.0,"2.16","Data nature not available","World Development Indicators, World Bank"
"60","Bermuda","BMU","-64.78155012","32.27881922","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","21.84","24.60","22.76","23.18","21.96","21.17","21.50","21.98","","","",2013.0,"21.98","Data nature not available","World Development Indicators, World Bank"
"64","Bhutan","BTN","90.45098484","27.39598568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","0.25","0.25","0.28","0.38","0.52","0.57","0.99","0.66","0.73","0.95","1.55",2016.0,"1.55","Data nature not available","World Development Indicators, World Bank"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.09","0.06","0.07","0.07","0.08","0.08","0.14","1.07","1.04","1.16","1.51","1.66","1.43","1.96","2.40","3.53","5.27","8.04","6.81","6.10","4.89","4.35","4.10","3.92","3.57","3.61","3.60",2016.0,"3.60","Data nature not available","World Development Indicators, World Bank"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","48.20","39.97","28.71","26.09","22.49","20.77","20.49","18.15","16.70","17.03","14.22","12.08","10.61","10.50","10.71","10.77","11.35","11.11","10.92",2016.0,"10.92","Data nature not available","World Development Indicators, World Bank"
"72","Botswana","BWA","23.81380223","-22.18810073","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.26","2.12","2.27","1.79","1.64","1.17","0.89","0.82","0.76","0.48","0.32","0.33","0.35","0.36","0.88","1.19","1.03","0.84","0.43","0.15","0.17","0.13","0.14","0.24","0.28","0.21","0.16",2016.0,"0.16","Data nature not available","World Development Indicators, World Bank"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.12","0.18","0.45","0.28","0.37","0.38","0.24","0.18","0.14","0.25","0.21","0.26","0.39","0.41","0.42","0.31","0.30","0.24","0.21","0.17","0.14","0.12","0.11","0.11","0.11","0.16","0.15",2016.0,"0.15","Data nature not available","World Development Indicators, World Bank"
"84","Belize","BLZ","-88.70199554","17.19965901","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.47","3.51","3.81","2.95","2.23","2.24","2.69","3.47","3.40","3.33","2.99","3.26","2.88","3.25","3.18","4.01","5.24","5.67","5.59","5.88","5.59","5.07","4.83","4.61","4.71","4.86","5.55",2016.0,"5.55","Data nature not available","World Development Indicators, World Bank"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","0.49","0.99","1.13","0.94","1.17","2.32","1.73","2.35","2.45","1.50","2.09","2.13","1.91","2.02","1.95","1.41","1.65","1.69",2016.0,"1.69","Data nature not available","World Development Indicators, World Bank"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","0.41","0.45","0.35","0.32","0.44","5.84","7.19","8.15","6.60","5.41","5.00","3.78","3.53","3.07","2.63","2.58","2.69","2.99","2.97","2.98","3.13",2016.0,"3.13","Data nature not available","World Development Indicators, World Bank"
"104","Myanmar","MMR","96.51752295","21.19332882","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","1.15","1.79","1.55","0.81","1.10","1.08","0.79","0.40","0.17","0.15","0.23","0.21","0.46","2.73","0.43","0.65","1.08",2016.0,"1.08","Data nature not available","World Development Indicators, World Bank"
"108","Burundi","BDI","29.89080992","-3.366387428","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","0.00","0.01","0.00","0.01","0.23","1.62","1.70","1.93","1.88","1.79","1.82","1.66","1.04",2016.0,"1.04","Data nature not available","World Development Indicators, World Bank"
"112","Belarus","BLR","28.04940161","53.54193075","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","0.00","0.00","0.20","0.63","0.33","0.35","0.51","0.90","0.54","0.55","0.92","1.03","0.66","0.73","0.64","0.96","1.02","1.01","1.44","1.60","1.61","1.56","1.65","2.03",2016.0,"2.03","Data nature not available","World Development Indicators, World Bank"
"116","Cambodia","KHM","104.922836","12.71163737","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","0.37","0.40","0.34","0.33","0.34","2.31","2.34","2.81","2.83","2.87","2.75","2.76","2.60","2.53","2.15","1.82","1.37","1.36","1.25","1.23","1.14","2.25","2.22","1.85",2016.0,"1.85","Data nature not available","World Development Indicators, World Bank"
"120","Cameroon","CMR","12.7419827","5.692387031","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.21","0.06","0.22","0.13","0.11","0.12","0.13","0.13","0.21","0.14","0.22","0.16","0.25","0.52","0.59","0.43","0.67","0.75","0.61","0.71","0.44","0.75","0.72","0.75","0.81","0.78","0.75",2016.0,"0.75","Data nature not available","World Development Indicators, World Bank"
"124","Canada","CAN","-101.6575058","57.72360191","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","0.08","0.09","0.08","0.08","0.10","0.07","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.09","0.07","0.07","0.07","0.07","0.07","0.09","0.09",2016.0,"0.09","Data nature not available","World Development Indicators, World Bank"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","19.27","19.50","21.28","15.60","21.02","21.73","19.99","15.58","14.13","13.46","16.65","14.38","13.69","13.32","12.27","14.06","12.33","9.17","8.66","7.92","7.87","9.48","10.10","9.50","10.60","12.76","13.11",2016.0,"13.11","Data nature not available","World Development Indicators, World Bank"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.01","0.01","0.01","0.01","","","","","","","","","","","","","","","","","","","","","","","",1993.0,"0.01","Data nature not available","World Development Indicators, World Bank"
"144","Sri Lanka","LKA","80.70489654","7.614693343","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.99","4.91","5.65","6.12","6.10","6.15","6.07","6.19","6.42","6.80","7.07","7.43","7.84","7.54","7.62","8.09","7.66","7.75","7.18","7.93","7.27","7.89","8.77","8.64","8.87","8.68","8.92",2016.0,"8.92","Data nature not available","World Development Indicators, World Bank"
"148","Chad","TCD","18.66618401","15.36279341","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","0.01","0.02","0.06","","","","","","","","","","","","","","","","","","","","","","",1994.0,"0.06","Data nature not available","World Development Indicators, World Bank"
"152","Chile","CHL","-71.23029019","-35.2652885","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.00","","","","","","","","","","0.02","0.02","0.02","0.02","0.01","0.01","0.00","0.00","0.00","0.00","","0.06","0.06","0.05","0.04","0.04","0.04",2016.0,"0.04","Data nature not available","World Development Indicators, World Bank"
"156","China","CHN","104.1403375","32.30955217","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.05","0.10","0.15","0.14","0.15","0.05","0.19","0.48","0.03","0.05","0.06","0.09","0.16","0.28","0.34","0.15","0.16","0.19","0.20","0.18","0.22","0.22","0.20","0.19","0.29","0.40","0.31",2016.0,"0.31","Data nature not available","World Development Indicators, World Bank"
"162","Christmas Island","CXR","105.6426067","-10.4882473","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.3","Mobilize additional financial resources for developing countries from multiple sources","17.3.2","Volume of remittances (in United States dollars) as a proportion of total GDP","1","BX_TRF_PWKR","Volume of remittances (in United States dollars) as a proportion of total GDP (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
