"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"40","Austria","AUT","14.14172472","47.58704857","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"44","Bahamas","BHS","-78.05111663","24.69546597","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"51","Armenia","ARM","44.93839317","40.29499741","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","10.32544",2017.0,"10.32544","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"52","Barbados","BRB","-59.5346489","13.13648273","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","1.45981","0.72717","2.17273","1.80298","0.35911","2.50385","0","0","0","","","","",2013.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"56","Belgium","BEL","4.660976456","50.64104975","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","3.63912","0.27486","1.6205","0","0","0.12879","0","0.62675","1.37885",2017.0,"1.37885","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","0.67942","0.42011","0.85792","1.31252","0.31766","0.44363","1.32958","0.91806","0.10577","","","","",2013.0,"0.10577","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"72","Botswana","BWA","23.81380223","-22.18810073","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","0","0","0","0","0.04444",2017.0,"0.04444","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"74","Bouvet Island","BVT","3.410732868","-54.43295905","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"84","Belize","BLZ","-88.70199554","17.19965901","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","1.05903","","0","2.28635","0","1.24375","0.30377","","","","","","",2011.0,"0.30377","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","0","29.21248","0","10.26975","1.13682","0.37064","0.18131","4.259","3.82274","","","",2014.0,"3.82274","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","0",2017.0,"0","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"104","Myanmar","MMR","96.51752295","21.19332882","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","0.03506","0.00205","0.03661","282.41855","0.10241","0.31302","0.75169","0.09022","0.46066","0.38903","0.76331","1.39737","1.41249",2017.0,"1.41249","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"108","Burundi","BDI","29.89080992","-3.366387428","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"116","Cambodia","KHM","104.922836","12.71163737","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","0.21853","0.21522","0.24129","0.35301","1.25619","0.63597","3.15039","1.29933","2.49622","0.8513","0.65087","0.3299","0.62173",2017.0,"0.62173","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"120","Cameroon","CMR","12.7419827","5.692387031","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"132","Cabo Verde","CPV","-23.63544151","15.07791834","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","0","","0","0.60367","","","","","0","2.81472","","0.18534",2017.0,"0.18534","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
"136","Cayman Islands","CYM","-81.16740559","19.32266656","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_MTMP","Number of deaths and missing persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","0.64007","0.88115","0.71182","0.5904","0.3105","0.33799","0.64131","0.73929","0.68496","0.74623","0.58666","1.24039","2.4006",2017.0,"2.4006","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date."
