"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","46.8","52.7","","","","63.0","66.0","69.5","71.7","74.3","76.0","79.5","79.0","83.5","84.0","84.6","88.2",2016.0,"88.2","Data nature not available","[2000]: ABS Household Use of Information Technology Survey. // [2011-2013,2015]: Australian Bureau of Statistics // [2005,2007-2009]: Australian Bureau of Statistics. // [2006]: Australian Bureau of Statistics.  // [2016]: ITU Estimate. // [2001,2010,2014]: ITU estimate.","[2012]:  Individuals aged 15 years and over // [2011]: Individuals aged 15 years and over // [2000-2001,2010,2014,2016]: NULL // [2005-2009,2013,2015]: Population age 15+."
"40","Austria","AUT","14.14172472","47.58704857","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","33.7","39.2","36.6","42.7","54.3","58.0","63.6","69.4","72.9","73.5","75.2","78.7","80.0","80.6","81.0","83.9","84.3",2016.0,"84.3","Data nature not available","[2000-2001]: Austria Internet Monitor. // [2002-2013]: Eurostat. // [2014-2016]: Statistik Austria.","[2012]:  Users in the last 3 months. // [2011]:  Users in the last 3 months. Age 16-74. // [2016]: NULL // [2002]: Population age 16-74 using Internet in the last 3 months. // [2003-2010,2013-2015]: Population age 16-74. // [2000-2001]: Regular users of the Internet, Population age 14+."
"44","Bahamas","BHS","-78.05111663","24.69546597","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","8.0","11.8","18.0","20.0","22.0","25.0","26.0","27.0","31.5","33.9","43.0","65.0","71.7","72.0","76.9","78.0","80.0",2016.0,"80.0","Data nature not available","[2008-2009]: BAHAMAS TELECOMMUNICATIONS COMPANY LTD. // [2011]: Bahamas Telecommunications Company Ltd. // [2016]: ITU Estimate. // [2000-2007,2010,2012-2015]: ITU estimate.","[2000-2002]: Estimated based on 3 times the number of subscribers. // [2010,2012-2016]: NULL"
"48","Bahrain","BHR","50.5490754","26.04407747","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","6.2","15.0","18.1","21.6","21.5","21.3","28.2","32.9","52.0","53.0","55.0","77.0","88.0","90.0","90.5","93.5","98.0",2016.0,"98.0","Data nature not available","[2016]: Information and E-Government Authority. // [2000-2006]: NULL // [2007-2015]: Telecommunications Regulatory Authority (TRA)","[2011]: Estimated based on TRA 2011 Residential consumer survey // [2000-2010,2016]: NULL // [2013-2015]: Population age 15+. // [2012]: Population age 15+. Estimated based on  2011 Residential consumer survey result and TRA analysis of the growth"
"50","Bangladesh","BGD","89.17660788","22.86961622","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","0.1","0.1","0.1","0.2","0.2","0.2","1.0","1.8","2.5","3.1","3.7","4.5","5.0","6.6","13.9","14.4","18.2",2016.0,"18.2","Data nature not available","[2013]: Bangladesh Bureau of Statistics // [2016]: ITU Estimate. // [2000-2012,2014-2015]: ITU estimate.","[2013]: Labour Force Survey 2013 // [2000-2012,2014-2016]: NULL"
"51","Armenia","ARM","44.93839317","40.29499741","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","1.3","1.6","2.0","4.6","4.9","5.3","5.6","6.0","6.2","15.3","25.0","32.0","37.5","41.9","54.6","59.1","64.3",2016.0,"64.3","Data nature not available","[2007,2009-2012,2015]: ITU estimate. // [2008]: Ministry of Transport and Communications // [2000-2006]: NULL // [2013-2014]: National Statistical Service // [2016]: National Statistical Service.","[2014]: All population // [2013]: All population. // [2000-2009,2012,2015-2016]: NULL"
"52","Barbados","BRB","-59.5346489","13.13648273","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","4.0","11.9","27.8","39.7","49.8","52.5","55.3","58.2","61.4","64.7","65.1","66.5","71.2","71.8","75.2","76.1","79.5",2016.0,"79.5","Data nature not available","[2000]: Cable and Wireless (Barbados) Limited. // [2016]: ITU Estimate. // [2001-2002,2005-2015]: ITU estimate. // [2003]: Ministry of Energy and Public Utilities. // [2004]: National Council for Science and Technology (NCST).","NULL"
"56","Belgium","BEL","4.660976456","50.64104975","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","29.4","31.3","46.3","50.0","53.9","55.8","59.7","64.4","66.0","70.0","75.0","81.6","80.7","82.2","85.0","85.1","86.5",2016.0,"86.5","Data nature not available","[2008-2010]: Belgian Institute for Postal Services and Telecommunications  // [2014]: Eurostat // [2011-2013,2015-2016]: Eurostat. // [2005-2007]: ITU estimate. // [2002-2004]: Institut belge des services postaux et des télécommunications  // [2000-2001]: Institut belge des services postaux et des télécommunications (IBPT).","[2012]:  Users in the last 3 months. // [2011]:  Users in the last 3 months. Age 16-74. // [2000-2004]: NULL // [2013]: Population age 16-74. // [2014-2016]: Population age 16-74. Last three months. "
"60","Bermuda","BMU","-64.78155012","32.27881922","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","42.9","47.5","52.0","56.5","61.0","65.4","69.9","74.4","82.3","83.3","84.2","88.3","91.3","95.3","96.8","98.3","98.0",2016.0,"98.0","Data nature not available","[2009]:  Bermuda Government Department of Statistics. // [2005-2007]: 0 // [2008]: Bermuda Government Department of Statistics. // [2010-2016]: ITU estimate. // [2000-2004]: NULL","[2000-2004,2010,2012-2016]: NULL // [2008]: Population age 18+."
"64","Bhutan","BTN","90.45098484","27.39598568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","0.4","0.9","1.7","2.4","3.2","3.8","4.5","5.9","6.6","7.2","13.6","14.4","15.6","22.4","30.3","39.8","41.8",2016.0,"41.8","Data nature not available","[2007-2009]: Bhutan InfoComm and Media Authority // [2016]: ITU Estimate. // [2011-2015]: ITU estimate. // [2010]: Ministry of Information & Communications // [2000-2006]: NULL","[2010]: Country estimate.  // [2000-2009,2012-2016]: NULL"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","1.4","2.1","3.1","3.5","4.4","5.2","6.2","10.5","12.5","16.8","22.4","30.0","35.3","37.0","34.6","35.6","39.7",2016.0,"39.7","Data nature not available","[2016]: ITU Estimate. // [2007-2011,2015]: ITU estimate. // [2012-2013]: Instituto Nacional de Estadística // [2000-2002]: SITTEL. ITU estimate. // [2014]: Statistic National Institute // [2003-2006]: Superintendencia de Telecomunicaciones.","[2000-2008,2011,2015-2016]: NULL // [2012]: Population age 5+ in the last 12 months. // [2013-2014]: Population age 5+ in the last 3 months."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","1.1","1.2","2.6","4.0","15.5","21.3","25.1","27.9","34.7","37.7","42.8","43.9","45.1","48.5","49.9","52.6","54.7",2016.0,"54.7","Data nature not available","[2016]: Agency for statistics. // [2007-2009]: Communication Regulatory Agency // [2002,2004-2006]: Communications Regulatory Agency B & H. // [2003,2010-2015]: ITU estimate. // [2000-2001]: Public Enterprise PTT Bosnia and Herzegovina (PTT BIH).","NULL"
"72","Botswana","BWA","23.81380223","-22.18810073","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","2.9","3.4","3.4","3.3","3.3","3.3","4.3","5.3","6.3","6.2","6.0","9.0","16.0","30.0","36.7","37.3","39.4",2016.0,"39.4","Data nature not available","[2007-2008]: BOTSWANA TELECOMMUNICATIONS AUTHORITY // [2000-2002]: Botswana Telecommunication Corporation. // [2010]: Botswana Telecommunications Authority // [2003-2004,2006]: Botswana Telecommunications Authority (BTA). // [2014]: Central Statistics Office. // [2009]: Estimate from BOTSWANA TELECOMMUNICATIONS AUTHORITY // [2016]: ITU Estimate. // [2005,2012-2013,2015]: ITU estimate. // [2011]: RIA.","NULL"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","2.9","4.5","9.1","13.2","19.1","21.0","28.2","30.9","33.8","39.2","40.7","45.7","48.6","51.0","54.6","58.3","60.9",2016.0,"60.9","Data nature not available","[2008-2011,2015]: Brazilian Internet Steering Committee. // [2005]: IBGE. // [2006-2007]: ITU estimate based on Brazilian Internet Steering Committee. // [2012-2014,2016]: NIC.br // [2000-2004]: NULL","[2010]: In the last 3 months. Population 10+. // [2000-2004,2015-2016]: NULL // [2005,2008-2009,2011]: Population age 10+ using internet in the last 3 months. // [2012-2014]: Population age 10+. // [2006-2007]: Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data)."
"84","Belize","BLZ","-88.70199554","17.19965901","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","6.0","","5.7","","9.8","17.0","24.0","24.6","26.3","27.2","28.2","30.7","31.0","33.6","38.7","41.6","44.6",2016.0,"44.6","Data nature not available","[2000]: Belize Telecommunications Ltd (BTL). // [2016]: ITU Estimate. // [2002,2004-2009,2011-2015]: ITU estimate. // [2010]: Staistical Institute of Belize","[2000,2002,2004-2009,2011-2016]: NULL // [2010]: Population age 5+."
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","","","18.9","","","","","","","36.0","37.0","37.4","37.6","","","","",2012.0,"37.6","Data nature not available","[2002,2011-2012]: NULL // [2009-2010]: Telecommunications Regulatory Commission","NULL"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","9.0","12.9","15.3","19.6","29.7","36.5","42.2","44.7","46.0","49.0","53.0","56.0","60.3","64.5","68.8","71.2","90.0",2016.0,"90.0","Data nature not available","[2002-2006]: AiTi. // [2008-2009]: Authority for Info-communications Technology Industry of Brunei Darussalam // [2007]: Authority for Info-communications Technology Industry of Brunei Darussalam (AITI) // [2016]: Department of Statistics. // [2010-2015]: ITU estimate. // [2000-2001]: Jabatan Telekom Brunei (JTB). Ministry of Communications.","[2008-2009]: Estimate. // [2000-2007,2012-2016]: NULL"
"100","Bulgaria","BGR","25.23763153","42.75731323","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","5.4","7.6","9.1","12.0","18.1","20.0","27.1","33.6","39.7","45.0","46.2","48.0","51.9","53.1","55.5","56.7","59.8",2016.0,"59.8","Data nature not available","[2000-2001]: Bulgarian Telecommunications Company Ltd. // [2007-2010]: Communications Regulation Commission // [2002-2003,2005]: Communications Regulation Commission. // [2004,2006,2014]: Eurostat // [2011-2013,2015]: Eurostat. // [2016]: National Statistical Institute.","[2012]:  Users in the last 3 months. // [2011]:  Users in the last 3 months. Age 16-74. // [2000-2003,2016]: NULL // [2004-2010,2013-2015]: Population age 16-74."
"104","Myanmar","MMR","96.51752295","21.19332882","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"108","Burundi","BDI","29.89080992","-3.366387428","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","PER_100_POP","Per 100 population","G","Global","0.1","0.1","0.1","0.2","0.3","0.5","0.7","0.7","0.8","0.9","1.0","1.1","1.2","1.3","1.4","4.9","5.2",2016.0,"5.2","Data nature not available","[2007-2008]: Agence de Régulation et de Contrôle des Télécommunications (ARCT) // [2016]: ITU Estimate. // [2011-2012,2014-2015]: ITU estimate. // [2009-2010]: ITU estimate.  // [2013]: Institut de Statistiques et d'tudes Economiques // [2000-2006]: NULL","[2000-2008,2010,2012,2014-2016]: NULL // [2013]: Population age 5+."
