series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	208	9.326571283	56.03829721	DNK	Denmark	3	BOTHSEX	NUMBER	Both	Number	2010	707	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	191	17.95874553	45.45172212	HRV	Croatia	3	BOTHSEX	NUMBER	Both	Number	2010	803	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	192	-79.54460144	22.10030366	CUB	Cuba	3	BOTHSEX	NUMBER	Both	Number	2010	1637	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	192	-79.54460144	22.10030366	CUB	Cuba	3	BOTHSEX	NUMBER	Both	Number	2016	1596	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	196	33.22285964	35.05659437	CYP	Cyprus	3	BOTHSEX	NUMBER	Both	Number	2010	64	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	196	33.22285964	35.05659437	CYP	Cyprus	3	BOTHSEX	NUMBER	Both	Number	2016	62	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	36	134.3499412	-25.57717202	AUS	Australia	3	BOTHSEX	NUMBER	Both	Number	2016	3187	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	450	46.6982339	-19.38514785	MDG	Madagascar	3	BOTHSEX	NUMBER	Both	Number	2015	958	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	40	14.14172472	47.58704857	AUT	Austria	3	BOTHSEX	NUMBER	Both	Number	2016	1363	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	2.678164227	28.15940032	DZA	Algeria	3	BOTHSEX	NUMBER	Both	Number	2016	1299	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	44	-78.05111663	24.69546597	BHS	Bahamas	3	BOTHSEX	NUMBER	Both	Number	2016	7	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	BOTHSEX	NUMBER	Both	Number	2016					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	462	73.09672546	-0.614385021	MDV	Maldives	3	BOTHSEX	NUMBER	Both	Number	2015	11	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	BOTHSEX	NUMBER	Both	Number	2010	795	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	BOTHSEX	NUMBER	Both	Number	2016	1057	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	191	17.95874553	45.45172212	HRV	Croatia	3	BOTHSEX	NUMBER	Both	Number	2016	693	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	BOTHSEX	NUMBER	Both	Number	2016	253	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	4	66.02688198	33.83160199	AFG	Afghanistan	3	BOTHSEX	NUMBER	Both	Number	2016	1618	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	BOTHSEX	NUMBER	Both	Number	2015					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	8	20.06660928	41.13897007	ALB	Albania	3	BOTHSEX	NUMBER	Both	Number	2016	184	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	BOTHSEX	NUMBER	Both	Number	2016	61	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	BOTHSEX	NUMBER	Both	Number	2016	19	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	484	-102.5148166	23.93378032	MEX	Mexico	3	BOTHSEX	NUMBER	Both	Number	2015	7030	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	BOTHSEX	NUMBER	Both	Number	2010	3850	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	29.89080992	-3.366387428	BDI	Burundi	3	BOTHSEX	NUMBER	Both	Number	2010	787	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	48	50.5490754	26.04407747	BHR	Bahrain	3	BOTHSEX	NUMBER	Both	Number	2016	85	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	20	1.576257417	42.54548611	AND	Andorra	3	BOTHSEX	NUMBER	Both	Number	2016					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	466	-3.522016039	17.35311254	MLI	Mali	3	BOTHSEX	NUMBER	Both	Number	2015	838	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	BOTHSEX	NUMBER	Both	Number	2010	1277	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	BOTHSEX	NUMBER	Both	Number	2016	1162	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	442	6.092656563	49.77679538	LUX	Luxembourg	3	BOTHSEX	NUMBER	Both	Number	2015	83	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	32	-65.14563274	-35.19446255	ARG	Argentina	3	BOTHSEX	NUMBER	Both	Number	2016	4030	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	478	-10.33187259	20.26089546	MRT	Mauritania	3	BOTHSEX	NUMBER	Both	Number	2015	179	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	BOTHSEX	NUMBER	Both	Number	2010					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	25.23763153	42.75731323	BGR	Bulgaria	3	BOTHSEX	NUMBER	Both	Number	2010	926	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	BOTHSEX	NUMBER	Both	Number	2016					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	25.23763153	42.75731323	BGR	Bulgaria	3	BOTHSEX	NUMBER	Both	Number	2016	818	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	492	7.424214814	43.73532918	MCO	Monaco	3	BOTHSEX	NUMBER	Both	Number	2015					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	148	18.66618401	15.36279341	TCD	Chad	3	BOTHSEX	NUMBER	Both	Number	2010	1038	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	28.04940161	53.54193075	BLR	Belarus	3	BOTHSEX	NUMBER	Both	Number	2010	3621	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	50	89.17660788	22.86961622	BGD	Bangladesh	3	BOTHSEX	NUMBER	Both	Number	2016	9544	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	24	17.57817062	-12.33724746	AGO	Angola	3	BOTHSEX	NUMBER	Both	Number	2016	1347	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	470	14.44617519	35.89194275	MLT	Malta	3	BOTHSEX	NUMBER	Both	Number	2015	34	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	222	-88.86862995	13.73603564	SLV	El Salvador	3	BOTHSEX	NUMBER	Both	Number	2010	664	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	222	-88.86862995	13.73603564	SLV	El Salvador	3	BOTHSEX	NUMBER	Both	Number	2016	872	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	BOTHSEX	NUMBER	Both	Number	2010	159	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	BOTHSEX	NUMBER	Both	Number	2016	201	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	480	57.568022	-20.28581998	MUS	Mauritius	3	BOTHSEX	NUMBER	Both	Number	2015	107	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	20.93559492	7.003720791	CAF	Central African Republic	3	BOTHSEX	NUMBER	Both	Number	2010	421	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	96.51752295	21.19332882	MMR	Myanmar	3	BOTHSEX	NUMBER	Both	Number	2010	3653	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	20.93559492	7.003720791	CAF	Central African Republic	3	BOTHSEX	NUMBER	Both	Number	2016	354	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	96.51752295	21.19332882	MMR	Myanmar	3	BOTHSEX	NUMBER	Both	Number	2016	4114	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	496	103.0728057	46.83892054	MNG	Mongolia	3	BOTHSEX	NUMBER	Both	Number	2015	391	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	152	-71.23029019	-35.2652885	CHL	Chile	3	BOTHSEX	NUMBER	Both	Number	2010	2073	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	104.922836	12.71163737	KHM	Cambodia	3	BOTHSEX	NUMBER	Both	Number	2010	779	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	51	44.93839317	40.29499741	ARM	Armenia	3	BOTHSEX	NUMBER	Both	Number	2016	192	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	BOTHSEX	NUMBER	Both	Number	2016	0	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	474	-60.91544135	14.56086108	MTQ	Martinique	3	BOTHSEX	NUMBER	Both	Number	2015					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	BOTHSEX	NUMBER	Both	Number	2010	56	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	BOTHSEX	NUMBER	Both	Number	2010	14	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	231	39.63505296	8.631223181	ETH	Ethiopia	3	BOTHSEX	NUMBER	Both	Number	2010	6400	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	231	39.63505296	8.631223181	ETH	Ethiopia	3	BOTHSEX	NUMBER	Both	Number	2016	7323	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	512	57.87743482	21.98805614	OMN	Oman	3	BOTHSEX	NUMBER	Both	Number	2015	172	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	175	45.14015057	-12.82217691	MYT	Mayotte	3	BOTHSEX	NUMBER	Both	Number	2010					
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	BOTHSEX	NUMBER	Both	Number	2016	308	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	BOTHSEX	NUMBER	Both	Number	2016	3035	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	29.89080992	-3.366387428	BDI	Burundi	3	BOTHSEX	NUMBER	Both	Number	2016	956	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	BOTHSEX	NUMBER	Both	Number	2015	667	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	156	104.1403375	32.30955217	CHN	China	3	BOTHSEX	NUMBER	Both	Number	2010	148503	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	12.7419827	5.692387031	CMR	Cameroon	3	BOTHSEX	NUMBER	Both	Number	2010	2331	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	52	-59.5346489	13.13648273	BRB	Barbados	3	BOTHSEX	NUMBER	Both	Number	2016	2	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	340	-86.59974381	14.82243161	HND	Honduras	3	BOTHSEX	NUMBER	Both	Number	2016	268	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	504	-6.281942841	31.8440131	MAR	Morocco	3	BOTHSEX	NUMBER	Both	Number	2015	1020	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	170	-73.07446751	3.888209046	COL	Colombia	3	BOTHSEX	NUMBER	Both	Number	2010	3294	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	170	-73.07446751	3.888209046	COL	Colombia	3	BOTHSEX	NUMBER	Both	Number	2016	3486	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	232	38.11074289	16.12894644	ERI	Eritrea	3	BOTHSEX	NUMBER	Both	Number	2010	393	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	232	38.11074289	16.12894644	ERI	Eritrea	3	BOTHSEX	NUMBER	Both	Number	2016	393	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	516	17.21907885	-22.13817068	NAM	Namibia	3	BOTHSEX	NUMBER	Both	Number	2015	218	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	178	15.22052612	-0.840544119	COG	Congo	3	BOTHSEX	NUMBER	Both	Number	2010	323	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	72	23.81380223	-22.18810073	BWA	Botswana	3	BOTHSEX	NUMBER	Both	Number	2016	209	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
