series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	296	-157.5643005	1.768837732	KIR	Kiribati	1	CU_USD	USD		50302.45	6617.93	10129.75	507226.94	803962.81		59903.93			431933.37	2013	59903.93	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	300	22.58307827	39.47301873	GRC	Greece	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	304	-41.39371316	74.75625681	GRL	Greenland	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	308	-61.68248568	12.11238395	GRD	Grenada	1	CU_USD	USD				584876.8								2009	584876.8	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	316	144.7029305	13.35485404	GUM	Guam	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	320	-91.2312746	15.00273719	GTM	Guatemala	1	CU_USD	USD	1989193.36	360922.01	2032478.9	928512.7	870011.3	888767.36	2867030.21	3402566.74	2445528	1697318.06378	2260242.074756	2015	1697318.06378	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	324	-11.28173419	11.00210343	GIN	Guinea	1	CU_USD	USD	100110	363793	377974.4	104967.78	339953.71	12619919.93	2627340.37	9070958.61	1550493	0	5173742.382	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	328	-58.97322037	4.788012784	GUY	Guyana	1	CU_USD	USD	143170	87230	79522.79	63250	23780	200527.75	819146.08		2e+05	1593681.69	703338.88	2015	1593681.69	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	332	-72.33640958	18.40426539	HTI	Haiti	1	CU_USD	USD	807571.1	302897.49	14654461.6	50000		37046993.4	241336.99	689246.78			12659192.39	2013	689246.78	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	336	12.45315803	41.90343751	VAT	Holy See	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	340	-86.59974381	14.82243161	HND	Honduras	1	CU_USD	USD	307511.7	687457.82	5250465.89	31254.64	520455	25398272.13	409414.58		905519.45	88741	6700486.79	2015	88741	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	348	19.41221519	47.1651448	HUN	Hungary	1	CU_USD	USD		48700										2007	48700	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	352	-19.02116966	64.79134763	ISL	Iceland	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	356	79.3608464	22.34642074	IND	India	1	CU_USD	USD	1171518.59	4706699.3	4328326.04	9566779.02	107520430.47	924373.99	1008312.2	7482641.3	3066154.34	1284777.8	2753251.926	2015	1284777.8	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	360	113.9174	-0.994582204	IDN	Indonesia	1	CU_USD	USD	795895.3	1067527	787101.62	121826.05	215466.86	47317007.39	261388.88	71663			15883353.09	2013	71663	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	CU_USD	USD	303532.88	348927.45	170547.49	135842.88	119350	91916.86	161452.77	31828.33	21857.88	104018.46	82214.86	2015	104018.46	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	368	43.76606267	33.05013795	IRQ	Iraq	1	CU_USD	USD	809640	1046708.36	728683.4	641341.2	796303.84	4631654.79	920230.44	173184.99	49355	157821	1186449.244	2015	157821	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	372	-7.121425272	53.25274054	IRL	Ireland	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	376	34.62277992	31.06164552	ISR	Israel	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	380	12.57022427	42.79917282	ITA	Italy	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	CU_USD	USD	422556.2	440076.1	295828.21	287657.14	350052.72	817911.77	3696262.94	2789544.6	25986603	232750	6704614.462	2015	232750	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	388	-77.31068409	18.15616857	JAM	Jamaica	1	CU_USD	USD	136146.66	85467.63	61080	1073080	719637.7	630298.1	612674.66				621486.38	2012	612674.66	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	392	139.2716103	36.6554539	JPN	Japan	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	CU_USD	USD	372624.97	158046.63	809836.64	96998.36	1077641.47	20156956.01	218689.43		27395	1750	5101197.61	2015	1750	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	400	37.13024774	30.65365973	JOR	Jordan	1	CU_USD	USD	231915.34	925136.94	500384	1690	54984	64320.17	1248530.39	3763110.5	167509.73	496318.72	1147957.902	2015	496318.72	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	404	37.86096816	0.534797278	KEN	Kenya	1	CU_USD	USD	7270463.4	38914960.71	2295036.2	4123223.67	99923.31	1534258.44	485952.23	294634.28	5506369.1	50049110	11574064.81	2015	50049110	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	414	47.49305029	29.53949468	KWT	Kuwait	1	CU_USD	USD						3250	3340	3150	13834	3750	5464.8	2015	3750	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	CU_USD	USD	260060.55	638057.38	574318.92	3955369	2356923.79	2882593.73	757146.83	2767298	109163	3315161	1966272.512	2015	3315161	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	CU_USD	USD	468513.1	266099.84	304182.69	288764.39	1231746.46	1059697.8	2987452.89	8193650.25	474272.72	689052.09	2680825.15	2015	689052.09	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	422	35.89391711	33.92152458	LBN	Lebanon	1	CU_USD	USD	89760	113400	122390	1758848		217465.77	25254.66	2271994.9	5045929	5102606.7665	2532650.2193	2015	5102606.7665	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	426	28.25362195	-29.58041814	LSO	Lesotho	1	CU_USD	USD	652718.7	5731703.4	1541451.23	436901.06	426506.8	340791.4	90859.95	330755.6	235653.82	146893.15	228990.784	2015	146893.15	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	428	26.42461876	56.64196636	LVA	Latvia	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	430	-9.311879038	6.448381009	LBR	Liberia	1	CU_USD	USD	82510	882700.2	2959932.5	5654773	410522.25	1670612.57	64100.35	5214636.97	1377126.83	0	1665295.344	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	434	18.0295985	27.04042819	LBY	Libya	1	CU_USD	USD	10817.83											2006	10817.83	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	440	23.90517807	55.33680309	LTU	Lithuania	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	442	6.092656563	49.77679538	LUX	Luxembourg	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	450	46.6982339	-19.38514785	MDG	Madagascar	1	CU_USD	USD	360902.79	980884.26	8179205.4	408900	417373.31	425612.94	3059892.47	413717	8014727	32665272.5	8915844.382	2015	32665272.5	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	454	33.4884625	-13.40819859	MWI	Malawi	1	CU_USD	USD	5115437.87	11376328.92	1700718.58	433651.88	2114392.05	11830166.22	413796.85	9082937.5	6017468	836514	5636176.514	2015	836514	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	458	116.8346314	5.452415309	MYS	Malaysia	1	CU_USD	USD	274242.8	210885.8	179354.36	14154.7	1270	179434.93	92130.22				135782.575	2012	92130.22	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	462	73.09672546	-0.614385021	MDV	Maldives	1	CU_USD	USD	136444.6	138946.89	47993.72	5730	7220	564314.33	74219.15	615424			417985.826666667	2013	615424	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	466	-3.522016039	17.35311254	MLI	Mali	1	CU_USD	USD	5587443	2004831.5	11648437.21	4889668.1	3704596.18	7255706.16	617322.73	9047571.2	3072145	10451045	6088758.018	2015	10451045	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	470	14.44617519	35.89194275	MLT	Malta	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	474	-60.91544135	14.56086108	MTQ	Martinique	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	478	-10.33187259	20.26089546	MRT	Mauritania	1	CU_USD	USD	224250	544439.6	2461195.15	8780	47541	363633.06	1727541.5	856504.02	3862802.45	1708222.18192	1703740.642384	2015	1708222.18192	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	480	57.568022	-20.28581998	MUS	Mauritius	1	CU_USD	USD		178269	14876.68		74960.44		839097.6				839097.6	2012	839097.6	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	484	-102.5148166	23.93378032	MEX	Mexico	1	CU_USD	USD	143254.14	220600	352520.72	119265.74	268424.9	1509377.71	446642.53		212835.38	103323.9	568044.88	2015	103323.9	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	492	7.424214814	43.73532918	MCO	Monaco	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	496	103.0728057	46.83892054	MNG	Mongolia	1	CU_USD	USD	2994147	1836644.2	673177.7	2828185.93	45625.51	124381.88	2423485.85	73308	273273.67	529933.49	684876.578	2015	529933.49	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	CU_USD	USD	394753.4	95297	130158.67	182360	3179716.8	1656878.21	717749.3	4012549.18	6743405.9	177751.66606	2661666.851212	2015	177751.66606	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	499	19.25214024	42.78717043	MNE	Montenegro	1	CU_USD	USD		16863.89	66500	1384523.2	396523.11	2000411.46	221984.28	1793902.4			1338766.04666667	2013	1793902.4	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	500	-62.19261223	16.73558313	MSR	Montserrat	1	CU_USD	USD				7722.01	150735.1	295202					295202	2011	295202	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	504	-6.281942841	31.8440131	MAR	Morocco	1	CU_USD	USD	566989.2	574265.04	479100.18	3303060.89	1739780	405501.47	12372.6	44771.64	7447048	7643239.89811	3110586.721622	2015	7643239.89811	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	CU_USD	USD	8952868.95	1416603.48	39960149.51	4168968.61	1695517.11	3562308.17	4770001.74	18783019.13	13369633.34	21917779.16	12480548.308	2015	21917779.16	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	512	57.87743482	21.98805614	OMN	Oman	1	CU_USD	USD	1e+05						1800		44946	0	15582	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	516	17.21907885	-22.13817068	NAM	Namibia	1	CU_USD	USD	206016.5	410401.89	417427.27	257030	1413530.26	651388.81	830482.6		796265.2	0	569534.1525	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	520	166.92313	-0.528742623	NRU	Nauru	1	CU_USD	USD		34046.45	18906.32		21763.28	792836.81		5089.93			398963.37	2013	5089.93	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	524	83.94678863	28.25866332	NPL	Nepal	1	CU_USD	USD	568917.5	932432.44	306076.93	496283.71	496346.29	518544.93	1098400.51	782172.43	295578.61	631806.08	665300.512	2015	631806.08	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	528	5.331480568	51.86728884	NLD	Netherlands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	531	-68.95033464	12.15058042	CUW	Curaçao	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	533	-69.97050586	12.50878756	ABW	Aruba	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	CU_USD	USD	489116.6	55910.91	11533.44	325746.19	130532.51	1164000.08	88145.09	32838.93			428328.033333333	2013	32838.93	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	554	170.4755673	-43.98721568	NZL	New Zealand	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	CU_USD	USD	401049.85	347870.32	183087.7	406080.65	11913113.59	3753943.19	603672.44	385063.91	5816176	1034000	2318571.108	2015	1034000	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	562	9.400167877	17.42143036	NER	Niger	1	CU_USD	USD	1182913.58	1788754.39	1271186.84	10900243.7	1105606	2972962.22	15185641.5	3389035	3442918	3327.79	4998776.902	2015	3327.79	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	566	8.097363256	9.585789025	NGA	Nigeria	1	CU_USD	USD	5982010	3574560.8	2699453.03	2123127.5	2259408.6	15518122.19	29947510.04	663776.2	2717185	63053252.7	22379969.226	2015	63053252.7	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	570	-169.8601693	-19.05000475	NIU	Niue	1	CU_USD	USD			44967.14		431.28	774502.81		5089.93			389796.37	2013	5089.93	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	578	11.47846389	61.34311134	NOR	Norway	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	CU_USD	USD															
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	CU_USD	USD	210191.8	147979.3	8429.86		18618.28	818752.9	41939.04	20551.93			293747.956666667	2013	20551.93	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	CU_USD	USD	53283.31	28876.78			431.28	791363.31		31617.35	287063.26	4029	278518.23	2015	4029	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	585	134.5733878	7.502307591	PLW	Palau	1	CU_USD	USD	120972.2	35129.86			70272.28	774502.81		86084.21	260524.4	34808.8	288980.055	2015	34808.8	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	586	68.80479684	29.36491634	PAK	Pakistan	1	CU_USD	USD	4933085.59	1233921.12	11639757.59	235937.95	749761.33	1651843.72	1890861.26	5822936.1	4075540.66	3250979	3338432.148	2015	3250979	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	591	-81.26616623	8.450965746	PAN	Panama	1	CU_USD	USD	241537	24217.96		66190	61428.08	282820.45	615643.03				449231.74	2012	615643.03	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2018.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries (current United States dollars)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	CU_USD	USD	1018702.01	281192.97	934827.19	633202.39	697852.74	1176782.68	640752.3	5089.93	386062.3	0	441737.442	2015	0	2017 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
