"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"GMB","-15.39944785","13.45295927","270","Gambia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","31.82486","26.87372","16.96288","7.55198","31.42094","67.44243","63.68491","140.46133","53.98701","46.22488","72.23109","55.62156",2016.0,"55.62156"
"PSE","35.25694122","31.94347933","275","State of Palestine","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","59.38081","40.70117","64.27411","161.74336","226.95959","176.10238","82.74725","87.83138","172.16635","55.0423","139.83614","135.67495",2016.0,"135.67495"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","2.27248","0.10966","0.20191","0.45847","12.90779","0.35104","0.85783","0.96093","3.78762","0.495","12.36153","0.23152",2016.0,"0.23152"
"GHA","-1.205623522","7.964825185","288","Ghana","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","252.70257","314.64146","825.86496","594.37804","700.09975","756.0091","484.57411","639.27971","235.11597","281.49079","336.87068","1007.8994",2016.0,"1007.8994"
"KIR","-157.5643005","1.768837732","296","Kiribati","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","7.03716","1.22078","14.71783","5.55753","7.99205","4.13547","93.44308","6.30368","17.32449","20.23909","15.16503","63.6949",2016.0,"63.6949"
"GRD","-61.68248568","12.11238395","308","Grenada","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","7.18976","0.69659","0.20095","3.34156","11.20708","1.46221","13.7003","17.4274","1.52944","10.49786","9.85473","22.4996",2016.0,"22.4996"
"AZE","50.01064725","40.39229544","31","Azerbaijan","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","132.58339","79.2563","125.58987","65.21117","143.64892","87.70587","108.95185","12.42654","14.48836","37.49004","24.3167","9.56023",2016.0,"9.56023"
"ARG","-65.14563274","-35.19446255","32","Argentina","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","40.94378","25.94307","31.27237","14.20496","25.47693","62.72113","23.02839","109.74544","9.4029","11.37552","9.96568","156.52692",2016.0,"156.52692"
"GTM","-91.2312746","15.00273719","320","Guatemala","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","26.6478","94.57715","29.22954","26.63171","84.66848","66.7752","38.54289","148.85783","154.45921","66.48989","72.55622","43.54312",2016.0,"43.54312"
"GIN","-11.28173419","11.00210343","324","Guinea","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.a","Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries","8.a.1","Aid for Trade commitments and disbursements","1","DC_TOF_TRDCML","Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","G","Global","CON_USD","Constant USD","UNIT","Units","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","","","","","","","","","","","","","65.25729","67.60689","116.44769","21.74278","36.3548","9.91451","112.11256","128.40256","177.56091","71.65571","144.082","113.6487",2016.0,"113.6487"
