series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2011	2014	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	51	44.93839317	40.29499741	ARM	Armenia	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	16.72	21.12	55.75	38.435	2017	55.75	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	51	44.93839317	40.29499741	ARM	Armenia	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	18.15	14.74	40.91	27.825	2017	40.91	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	51	44.93839317	40.29499741	ARM	Armenia	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	17.49	17.67	47.76	32.715	2017	47.76	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	52	-59.5346489	13.13648273	BRB	Barbados	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	52	-59.5346489	13.13648273	BRB	Barbados	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	52	-59.5346489	13.13648273	BRB	Barbados	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	56	4.660976456	50.64104975	BEL	Belgium	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	95.3	96.69	98.45	97.57	2017	98.45	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	56	4.660976456	50.64104975	BEL	Belgium	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	97.18	99.51	98.82	99.165	2017	98.82	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	56	4.660976456	50.64104975	BEL	Belgium	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	96.31	98.13	98.64	98.385	2017	98.64	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	60	-64.78155012	32.27881922	BMU	Bermuda	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	60	-64.78155012	32.27881922	BMU	Bermuda	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	60	-64.78155012	32.27881922	BMU	Bermuda	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	64	90.45098484	27.39598568	BTN	Bhutan	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage		38.99		38.99	2014	38.99	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	64	90.45098484	27.39598568	BTN	Bhutan	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage		27.68		27.68	2014	27.68	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	64	90.45098484	27.39598568	BTN	Bhutan	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage		33.67		33.67	2014	33.67	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	31.12	45.76	54.98	50.37	2017	54.98	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	25.11	38.04	53.85	45.945	2017	53.85	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	28.03	41.8	54.41	48.105	2017	54.41	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	67.23	58.82	63.18	61	2017	63.18	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	47.72	47.06	54.74	50.9	2017	54.74	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	56.21	52.69	58.84	55.765	2017	58.84	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	72	23.81380223	-22.18810073	BWA	Botswana	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	32.16	55.23	56.21	55.72	2017	56.21	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	72	23.81380223	-22.18810073	BWA	Botswana	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	28.36	48.74	46.79	47.765	2017	46.79	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	72	23.81380223	-22.18810073	BWA	Botswana	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	30.26	51.96	51.03	51.495	2017	51.03	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	76	-53.08432878	-10.77668561	BRA	Brazil	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage	61.1	71.69	72.85	72.27	2017	72.85	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	76	-53.08432878	-10.77668561	BRA	Brazil	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage	51.02	64.77	67.51	66.14	2017	67.51	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	76	-53.08432878	-10.77668561	BRA	Brazil	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage	55.86	68.12	70.04	69.08	2017	70.04	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	84	-88.70199554	17.19965901	BLZ	Belize	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage		44.09		44.09	2014	44.09	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	84	-88.70199554	17.19965901	BLZ	Belize	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage		52.28		52.28	2014	52.28	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	84	-88.70199554	17.19965901	BLZ	Belize	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage		48.21		48.21	2014	48.21	Global Financial Inclusion Database, World Bank.	G
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage								
2018.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage								
