series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Bounds	Units	Age description	Bounds description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	20	1.576257417	42.54548611	AND	Andorra	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	20	1.576257417	42.54548611	AND	Andorra	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	20	1.576257417	42.54548611	AND	Andorra	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	24	17.57817062	-12.33724746	AGO	Angola	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																	3.3		3.3	2016	3.3	Instituto Nacional de Estatística (INE), Ministério da Saúde (MINSA), Ministério do Planeamento e do Desenvolvimento Territorial (MINPLAN) and ICF International.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	24	17.57817062	-12.33724746	AGO	Angola	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	24	17.57817062	-12.33724746	AGO	Angola	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	6.2	4.4					13.9					10.4		13					13	2013	13	Azerbaijan nutrition survey  (AzNS), 2013. Baku, Republic of Azerbaijan, 2014.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months						9.9														2005	9.9	Nutrition status in Argentinean children 6 to 72 months old. Results from the National Nutrition and Health Survey (ENNyS). Archivos Argentinos de Pediatria 2009;107:397-404 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	36	134.3499412	-25.57717202	AUS	Australia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months								7.7												2007	7.7	The 2007 national children's nutrition and physical activity survey. Canberra, Australia: DoHA, 2010 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	36	134.3499412	-25.57717202	AUS	Australia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	36	134.3499412	-25.57717202	AUS	Australia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	40	14.14172472	47.58704857	AUT	Austria	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	40	14.14172472	47.58704857	AUT	Austria	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	40	14.14172472	47.58704857	AUT	Austria	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	48	50.5490754	26.04407747	BHR	Bahrain	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	0.9	0.9	1	1	0.9	1	0.8	1.1				1.9	1.6	2.6	1.4				2	2014	1.4	Bangladesh demographic and health survey 2014: Key indicators. Demographic and Health Surveys. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT, Mitra and Associates and ICF International, 2015 (pending reanalysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	50	89.17660788	22.86961622	BGD	Bangladesh	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	51	44.93839317	40.29499741	ARM	Armenia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	16					11.7					16.8						13.6		13.6	2016	13.6	Armenia Demographic and Health Survey 2015-16 Key Indicators Report. September 2016	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	51	44.93839317	40.29499741	ARM	Armenia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	51	44.93839317	40.29499741	ARM	Armenia	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months													12.2							2012	12.2	Barbados multiple indicator cluster survey 2012: Final report (MICS4). Bridgetown, Barbados: BSS, 2014.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	52	-59.5346489	13.13648273	BRB	Barbados	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	56	4.660976456	50.64104975	BEL	Belgium	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	56	4.660976456	50.64104975	BEL	Belgium	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	56	4.660976456	50.64104975	BEL	Belgium	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	60	-64.78155012	32.27881922	BMU	Bermuda	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	60	-64.78155012	32.27881922	BMU	Bermuda	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months									4.4		7.6									2010	7.6	Bhutan multiple indicator cluster survey (BMIS) 2010. Thimphu, Bhutan: NSB, May 2011 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	64	90.45098484	27.39598568	BTN	Bhutan	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	64	90.45098484	27.39598568	BTN	Bhutan	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months				9.2					8.7								10.1		10.1	2016	10.1	Bolivia Encuesta de Demografia y Salud - EDSA 2016: Indicadores Priorizados (and additional analysis)	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	16.3						25.6						17.4							2012	17.4	Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo, Federation of Bosnia and Herzegovina: UNICEF, 2013 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	10.4							11.2												2007	11.2	2007 Botswana family health survey IV report. Gaborone, Botswana: CSO, 2009 (and additional analysis by UNICEF).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	72	23.81380223	-22.18810073	BWA	Botswana	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	72	23.81380223	-22.18810073	BWA	Botswana	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months								7.3												2007	7.3	Pesquisa nacional de demografia e saúde da criança e da mulher - PNDS 2006. Relatório da pesquisa. Sao Paulo: CEBRAP, 2008 (http://bvsms.saude.gov.br/bvs/pnds/index.php and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	76	-53.08432878	-10.77668561	BRA	Brazil	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	76	-53.08432878	-10.77668561	BRA	Brazil	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months							13.7					7.9				7.3			7.3	2015	7.3	Belize Multiple Indicator Cluster Survey 2015: Key Findings. Belmopan, Belize., 2016	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	84	-88.70199554	17.19965901	BLZ	Belize	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	84	-88.70199554	17.19965901	BLZ	Belize	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months								2.5								3.9			3.9	2015	3.9	Solomon Islands Ministry of Health and Medical Services and the Pacific Community. 2017. Solomon Islands Demographic and Health Survey, 2015.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months										8.3										2009	8.3	2nd National health and nutritional status survey (NHANSS). Phase 1: 0-5 years old. Brunei Darussalam, January 2013.	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months					13.6															2004	13.6	National monitoring of dietary intake and nutritional status of Bulgarian population, 2004. Department of Nutrition and Public Health, National Center of Public Health Protection, Sofia, Bulgaria (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	100	25.23763153	42.75731323	BGR	Bulgaria	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	2.4			2.4						2.6							1.3		1.3	2016	1.3	Myanmar Demographic and Health Survey 2015-16: Key Indicators Report. 2016	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	104	96.51752295	21.19332882	MMR	Myanmar	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	104	96.51752295	21.19332882	MMR	Myanmar	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	1.4										2.9						1.4		1.4	2016	1.4	Troisième Enquête Démographique et de Santé au Burundi (EDSB-III) 2016-2017 Indicateurs Clés	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	108	29.89080992	-3.366387428	BDI	Burundi	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	108	29.89080992	-3.366387428	BDI	Burundi	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	112	28.04940161	53.54193075	BLR	Belarus	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months						9.7														2005	9.7	Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007 (and additional analysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	112	28.04940161	53.54193075	BLR	Belarus	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	112	28.04940161	53.54193075	BLR	Belarus	3	<5Y	UB	PER_POP_U5	under 5 years old	Upper bound	% of children aged 0-59 months																							
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	116	104.922836	12.71163737	KHM	Cambodia	1	<5Y	MP	PER_POP_U5	under 5 years old	P	% of children aged 0-59 months	4					1.7			2		1.9				2				2	2014	2	Cambodia demographic and health survey (2014 CDHS): Key indicators. Demographic and Health Surveys. Phnom Penh, Cambodia: National Institute of Statistics, 2015 (pending reanalysis).	CA
2018.Q2.G.01	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	116	104.922836	12.71163737	KHM	Cambodia	2	<5Y	LB	PER_POP_U5	under 5 years old	Lower bound	% of children aged 0-59 months																							
