series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	212	-61.3493756	15.43391378	DMA	Dominica	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											2094					15044	13637	14340.5	2016	13637	National Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	NUMBER	ANYS	Number	any speed				15000	37257	60674	102880	173752	239118	315593	390505	423919	483625	526705	599996	686107	767353	612757.2	2016	767353	Instituto Dominicano de las Telecomunicaciones (INDOTEL)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	NUMBER	ANYS	Number	any speed		2623	6499	6916	11620	26786	46000	1e+05	155998	241233	221320	658923	843704	1058453	1319627	1580460	1603738	1281196.4	2016	1603738	Agencia de Regulación y Control de las Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	NUMBER	10MBPS	Number	10 mbps and over																98747	302766	200756.5	2016	302766	Agencia de Regulación y Control de las Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											155126	407526	508992	139016		578966	260127	371775.25	2016	260127	Agencia de Regulación y Control de las Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											42764	211394	309726	857018		809879	1050465	756772	2016	1050465	Agencia de Regulación y Control de las Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	222	-88.86862995	13.73603564	SLV	El Salvador	1	NUMBER	ANYS	Number	any speed				19601	29321	42314	61484	89761	123469	149406	175274	206000	242100	284428	318915	353001	395307	318750.2	2016	395307	Superintendencia General de Electricidad y Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	222	-88.86862995	13.73603564	SLV	El Salvador	2	NUMBER	10MBPS	Number	10 mbps and over															415	1040	1718	1057.66666666667	2016	1718	Superintendencia General de Electricidad y Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	222	-88.86862995	13.73603564	SLV	El Salvador	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps															185030	170601	154259	169963.333333333	2016	154259	Superintendencia General de Electricidad y Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	222	-88.86862995	13.73603564	SLV	El Salvador	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps															131187	181360	202461	171669.333333333	2016	202461	Superintendencia General de Electricidad y Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	NUMBER	ANYS	Number	any speed						180	180	180	180	180	1186	1346	1480	3518	3881	3799	3382	3212	2016	3382	La Société Anonyme de Télécommunications de la République de Guinée Equatoriale	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																3394	464	1929	2016	464	La Société Anonyme de Télécommunications de la République de Guinée Equatoriale	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																228	197	212.5	2016	197	La Société Anonyme de Télécommunications de la République de Guinée Equatoriale	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	231	39.63505296	8.631223181	ETH	Ethiopia	1	NUMBER	ANYS	Number	any speed				57	35	61	261	1036	1496	3498	4107	6353	8535	238067	471285	478000	559000	350977.4	2016	559000	Ministry of Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	231	39.63505296	8.631223181	ETH	Ethiopia	2	NUMBER	10MBPS	Number	10 mbps and over															141385	148040	164100	151175	2016	164100	Ministry of Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	231	39.63505296	8.631223181	ETH	Ethiopia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps															94257	104257	129257	109257	2016	129257	Ministry of Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	231	39.63505296	8.631223181	ETH	Ethiopia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps															235643	245643	265643	248976.333333333	2016	265643	Ministry of Communications and Information Technology	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	232	38.11074289	16.12894644	ERI	Eritrea	1	NUMBER	ANYS	Number	any speed									44	70	118	141	185	146	200		600	282.75	2016	600	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	232	38.11074289	16.12894644	ERI	Eritrea	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	232	38.11074289	16.12894644	ERI	Eritrea	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													14	16			500	176.666666666667	2016	500	EriTel	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	232	38.11074289	16.12894644	ERI	Eritrea	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	233	25.84093481	58.68487172	EST	Estonia	1	NUMBER	ANYS	Number	any speed		17474	46500	90300	138677	179200	246800	264949	294660	313625	347883	348946	349507	360948	371009	384129	396595	372437.6	2016	396595	Estonian Technical Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	233	25.84093481	58.68487172	EST	Estonia	2	NUMBER	10MBPS	Number	10 mbps and over										30522	40125	56149	77906	184949	214930	259961	301832	207915.6	2016	301832	Estonian Technical Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	233	25.84093481	58.68487172	EST	Estonia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										117378	117852	84871	76000	60769	42043	45268	20899	48995.8	2016	20899	Estonian Technical Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	233	25.84093481	58.68487172	EST	Estonia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										153192	178346	191463	180343	112923	114036	85680	72055	113007.4	2016	72055	Estonian Technical Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	NUMBER	ANYS	Number	any speed		54	114	394	3134	5868	13128	14463	14878	15882	16179	16057	16324	16700	17302	17867	17973	17233.2	2016	17973	Post and Telecom Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	NUMBER	10MBPS	Number	10 mbps and over												2377	3483			11898	13619	9666.66666666667	2016	13619	Post and Telecom Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											2549	1553	1243			323	186	584	2016	186	Post and Telecom Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											13815	11910	11598			5473	3967	7012.66666666667	2016	3967	Post and Telecom Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	NUMBER	ANYS	Number	any speed							319	618	888	1140	1174	1209	1229	1296	1413	2000	1610	1509.6	2016	1610	Sure	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											1173	1208	1224	1291	1408			1307.66666666667	2014	1408	Sure	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											1	1	4	4	4			4	2014	4	Sure	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	242	177.9660884	-17.83301566	FJI	Fiji	1	NUMBER	ANYS	Number	any speed						7000	8500	11500	13031	12830	23250	23250	13516	10927	12427	12734	12332	12387.2	2016	12332	Ministry of Communications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	242	177.9660884	-17.83301566	FJI	Fiji	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	242	177.9660884	-17.83301566	FJI	Fiji	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	242	177.9660884	-17.83301566	FJI	Fiji	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	246	23.308447	61.91586738	FIN	Finland	1	NUMBER	ANYS	Number	any speed	35000	134000	273500	491100	8e+05	1174200	1429000	1617000	1618000	1565600	1559400	1606000	1647600	1720200	1758500	1729897	1712000	1713639.4	2016	1712000	Finnish Communications Regulatory Authority (FICORA)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	246	23.308447	61.91586738	FIN	Finland	2	NUMBER	10MBPS	Number	10 mbps and over									162000	250000	512000	665100	986000	1110400	1286300	1341155	1401000	1224971	2016	1401000	Finnish Communications Regulatory Authority (FICORA)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	246	23.308447	61.91586738	FIN	Finland	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									648000	611000	380000	199600	121100	74000	53200	36405	29800	62901	2016	29800	Finnish Communications Regulatory Authority (FICORA)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	246	23.308447	61.91586738	FIN	Finland	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									809000	704000	667000	741300	546500	497100	419000	352337	281200	419227.4	2016	281200	Finnish Communications Regulatory Authority (FICORA)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	248	19.80945969	60.1544901	ALA	Åland Islands	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	248	19.80945969	60.1544901	ALA	Åland Islands	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	248	19.80945969	60.1544901	ALA	Åland Islands	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	248	19.80945969	60.1544901	ALA	Åland Islands	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	250	2.457288129	46.62660861	FRA	France	1	NUMBER	ANYS	Number	any speed	196601	601500	1655000	3569381	6561035	9471000	12711000	15750000	17830000	19852000	21337000	22749000	23980000	24940000	25969000	26867000	27664000	25884000	2016	27664000	Autorité de Régulation des Communications électroniques et des postes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	250	2.457288129	46.62660861	FRA	France	2	NUMBER	10MBPS	Number	10 mbps and over													20838000	22943000	23609000	24832000	26154000	23675200	2016	26154000	Autorité de Régulation des Communications électroniques et des postes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	250	2.457288129	46.62660861	FRA	France	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													570000	355000	317000	223000	81000	309200	2016	81000	Autorité de Régulation des Communications électroniques et des postes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	250	2.457288129	46.62660861	FRA	France	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps													1998000	1510000	1444000	1148000	765000	1373000	2016	765000	Autorité de Régulation des Communications électroniques et des postes	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	254	-53.23619089	3.922673437	GUF	French Guiana	1	NUMBER	ANYS	Number	any speed										30186									2009	30186	ARCEP	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	254	-53.23619089	3.922673437	GUF	French Guiana	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	254	-53.23619089	3.922673437	GUF	French Guiana	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	254	-53.23619089	3.922673437	GUF	French Guiana	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	NUMBER	ANYS	Number	any speed		25	32	946	4551	11000	18234	23600	27671	30030	32247	36000	40200	44900	49740	51908	55443	48438.2	2016	55443	Direction générale de l'économie numérique (DGEN)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	NUMBER	10MBPS	Number	10 mbps and over																155	435	295	2016	435	Direction générale de l'économie numérique (DGEN)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps													33536	34317	33491	33936	16389	30333.8	2016	16389	Direction générale de l'économie numérique (DGEN)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps													7854	12068	16249	17972	38932	18615	2016	38932	Direction générale de l'économie numérique (DGEN)	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	NUMBER	ANYS	Number	any speed																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	262	42.18274707	11.56004161	DJI	Djibouti	1	NUMBER	ANYS	Number	any speed	4	5	6			42	152	1092	2451	5285	8058	11302	14907	17705	20102	24165	27000	20775.8	2016	27000	ITU estimate.	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	262	42.18274707	11.56004161	DJI	Djibouti	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	262	42.18274707	11.56004161	DJI	Djibouti	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										1135	3141	3807		11040				11040	2013	11040	Ministère de la Communication et de la Culture chargé des Postes et des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	262	42.18274707	11.56004161	DJI	Djibouti	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										36	24	30							2011	30	Ministère de la Communication et de la Culture chargé des Postes et des Télécommunications	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	11.78727747	-0.60687619	GAB	Gabon	1	NUMBER	ANYS	Number	any speed				170	650	1530	1763	1983	2200	3697	4082	4500	5000	8900	10800	11082	15018	10160	2016	15018	Autorité de Régulation des Communications Électroniques et des Postes 	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	11.78727747	-0.60687619	GAB	Gabon	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	11.78727747	-0.60687619	GAB	Gabon	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	11.78727747	-0.60687619	GAB	Gabon	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps												158			883			883	2014	883	Gabon Télécom	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	43.3713615	42.04813028	GEO	Georgia	1	NUMBER	ANYS	Number	any speed		430	920	1410	1900	2390	27000	46735	112131	150000	182432	248504	463052	516931	600826	634572	689594	580995	2016	689594	Georgian National Communications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	43.3713615	42.04813028	GEO	Georgia	2	NUMBER	10MBPS	Number	10 mbps and over											167	1615	124570	194058	229087	296902	366653	242254	2016	366653	Georgian National Communications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	43.3713615	42.04813028	GEO	Georgia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps											144057	178249	178141	132585	153368	22551	13162	99961.4	2016	13162	Georgian National Communications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	43.3713615	42.04813028	GEO	Georgia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps											33266	55178	133857	140423	218371	315119	309779	223509.8	2016	309779	Georgian National Communications Commission	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	-15.39944785	13.45295927	GMB	Gambia	1	NUMBER	ANYS	Number	any speed					36	71		269	300	300	350	437	500	438	2743	3573	3750	2200.8	2016	3750	The Gambia Public Utilities Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	-15.39944785	13.45295927	GMB	Gambia	2	NUMBER	10MBPS	Number	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	-15.39944785	13.45295927	GMB	Gambia	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																3486	3645	3565.5	2016	3645	The Gambia Public Utilities Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	-15.39944785	13.45295927	GMB	Gambia	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																87	105	96	2016	105	The Gambia Public Utilities Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	35.25694122	31.94347933	PSE	State of Palestine	1	NUMBER	ANYS	Number	any speed					18	7463	27172	55648				155964	186380	213065	235142	274500	320500	245917.4	2016	320500	Palestinian Central Bureau of Statistics	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	35.25694122	31.94347933	PSE	State of Palestine	2	NUMBER	10MBPS	Number	10 mbps and over																	276569	276569	2016	276569	Palestinian Central Bureau of Statistics	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	35.25694122	31.94347933	PSE	State of Palestine	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																	1895	1895	2016	1895	Palestinian Central Bureau of Statistics	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	35.25694122	31.94347933	PSE	State of Palestine	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																	42036	42036	2016	42036	Palestinian Central Bureau of Statistics	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	10.3806066	51.08862743	DEU	Germany	1	NUMBER	ANYS	Number	any speed	265000	2100000	3205000	4470000	7e+06	10786800	14977200	19751400	22710136	24964600	26161950	27257096	27956700	28641961	29572818	30707429	3.2e+07	29775781.6	2016	3.2e+07	Bundesnetzagentur (BNetzA) / Federal Network Agency	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	10.3806066	51.08862743	DEU	Germany	2	NUMBER	10MBPS	Number	10 mbps and over								6e+06	7019527	7730005	7971260	8509761	15128771	15841417	16734612	21856000	25300000	18972160	2016	25300000	Bundesnetzagentur (BNetzA) / Federal Network Agency	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	10.3806066	51.08862743	DEU	Germany	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps									2943673	3241615	3346895	3257224	1793543	1570078	1255599	954000	7e+05	1254644	2016	7e+05	Bundesnetzagentur (BNetzA) / Federal Network Agency	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	10.3806066	51.08862743	DEU	Germany	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps									12680436	13920180	14771645	15418831	11431971	11242466	11582607	7897000	6e+06	9630808.8	2016	6e+06	Bundesnetzagentur (BNetzA) / Federal Network Agency	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	-1.205623522	7.964825185	GHA	Ghana	1	NUMBER	ANYS	Number	any speed					900	1904	12749	16197	22980	28401	52085	65149	68132	68795	70170	73132	86596	73365	2016	86596	National Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	-1.205623522	7.964825185	GHA	Ghana	2	NUMBER	10MBPS	Number	10 mbps and over										130	27	35	40					40	2012	40	National Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	-1.205623522	7.964825185	GHA	Ghana	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps										25667	49340	54767	64436					64436	2012	64436	National Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	-1.205623522	7.964825185	GHA	Ghana	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps										149	766	881	886					886	2012	886	National Communications Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	NUMBER	ANYS	Number	any speed										9297	10433	11284	11979		13000	15577	16404	14240	2016	16404	Gibraltar Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	NUMBER	10MBPS	Number	10 mbps and over																8805	15239	12022	2016	15239	Gibraltar Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	NUMBER	256KT2MBPS	Number	between 256 kbps and 2 mbps																37	0	18.5	2016	0	Gibraltar Regulatory Authority	
2018.Q2.G.01	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	4	NUMBER	2MT10MBPS	Number	between 2 mbps and 10 mbps																6735	1165	3950	2016	1165	Gibraltar Regulatory Authority	
