"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"50","Bangladesh","BGD","89.17660788","22.86961622","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","23.39","","","9.71","","","","14.75","5.39","","13.18","","","11.38",2016.0,"11.38","Country data","[2003,2006,2010,2013,2016]: ILOSTAT - LFS - Labour Force Survey // [2011]: ILOSTAT - PC - Population Census","[2006,2010,2013]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2016]: Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2003]: Data reference period: Noncalendar year // [2011]: Data reference period: October"
"51","Armenia","ARM","44.93839317","40.29499741","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","21.51","","","31.65","","","32.39","29.07","",2015.0,"29.07","Country data","[2008,2014-2015]: ILOSTAT - LFS - Household Labour Force Survey // [2011]: ILOSTAT - PC - Population census","[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old // [2011]: Data reference period: October | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 75 years old // [2015]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old // [2008]: Repository: NSO | Data reference period: July | Reference group coverage: Total employment"
"52","Barbados","BRB","-59.5346489","13.13648273","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","35.05","41.28","42.16","44.9","43.44","","","","","","46.19","46.67","","48.25","48.57","50.49","48.6",2016.0,"48.6","Country data","ILOSTAT - LFS - Labour Force Survey","[2000-2002]: 0 // [2015-2016]: Data reference period: Annual or annual average // [2003-2004]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts // [2010-2011]: Data reference period: Annual or annual average | Reference group coverage: Total employment // [2013-2014]: Repository: NSO | Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts"
"56","Belgium","BEL","4.660976456","50.64104975","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","32.07","32.88","31.8","29.9","29.88","31.81","31.47","33.84","32.68","33.99","34.1","29.9","32.44","31.42","31.65","32.56","32.66",2016.0,"32.66","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2001,2005,2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000,2002-2004,2006-2010,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"60","Bermuda","BMU","-64.78155012","32.27881922","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","14.36","12","","","11.27","49.23","26.67","27.61","16.97","16.46","18.48","",2015.0,"18.48","Country data","ILOSTAT - LFS - Labour Force Survey Report","[2006]: Data reference period: Average of 2 monthly points | Reference group coverage: Total employment // [2009-2012]: Data reference period: March | Geographical coverage: Total national, excluding overseas territories // [2013-2015]: Data reference period: November | Geographical coverage: Total national, excluding overseas territories // [2005]: Repository: NSO | Reference group coverage: Total employment"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","38.59","17.57","19.57","","30.69","31.96","27.68","28.96","34.73","35.06","","35.72","31.44","34.03","39.42","37.15","",2015.0,"37.15","Country data","[2008-2009,2011-2015]: ILOSTAT - HIES - Household Survey // [2000-2002,2004-2007]: ILOSTAT - LFS - Employment Survey","[2000-2002,2004-2007]: Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2008-2009,2011-2015]: Repository: ILO-STATISTICS - Micro data processing"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","24.15","22","",2015.0,"22","Country data","ILOSTAT - LFS - Labour Force Survey","Data reference period: April | Age coverage - maximum age: 64 years old"
"72","Botswana","BWA","23.81380223","-22.18810073","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","35.43","30.85","","32.98","","","30.47","","","37.89","38.62","","","","","","",2010.0,"38.62","Country data","[2009-2010]: ILOSTAT - HS - Botswana Core Welfare Indicators (Poverty) Survey // [2000,2003,2006]: ILOSTAT - LFS - Labour Force Survey // [2001]: ILOSTAT - PC - Population Census","[2010]: Data reference period: Annual or annual average // [2000,2003,2006]: Data reference period: Annual or annual average | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old // [2001]: Data reference period: August | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old // [2009]: Repository: ILO-STATISTICS - Micro data processing"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","31.22","","32.6","33.86","33.9","35.43","35.18","36.08","","35.95","","36.42","37.97","38.02","38.67","39.35","39.65",2016.0,"39.65","Country data","[2002-2007,2009,2011]: ILOSTAT - LFS - Annual Labour Force Survey // [2012-2016]: ILOSTAT - LFS - Quarterly Labour Force Survey // [2000]: ILOSTAT - PC - Population Census","[2003]: Break in series: Other or unspecified type of break | Data reference period: Annual or annual average // [2002]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas // [2000]: Data reference period: August // [2004-2007]: Data reference period: September | Age coverage - minimum age: 10 years old // [2009,2011]: Data reference period: September | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old // [2012-2016]: Repository: ILO-STATISTICS - Micro data processing"
"84","Belize","BLZ","-88.70199554","17.19965901","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","41.26","","","","","","","","","","45.82","25.24",2016.0,"25.24","Country data","ILOSTAT - LFS - Labour force survey","[2015-2016]: Data reference period: April | Age coverage - minimum age: 14 years old // [2005]: Data reference period: April | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","25.66","","","","","","","","","","","","","33.64","","",2014.0,"33.64","Country data","[2014]: ILOSTAT - LFS - Labour force survey // [2001]: ILOSTAT - PC - Population Census","[2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average // [2001]: Data reference period: August"
"100","Bulgaria","BGR","25.23763153","42.75731323","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","29.82","32.65","33.54","31.3","34.41","33.97","31.61","31.4","32.28","32.15","33.34","36.75","36.39","36.48","36.68","36.51","37.87",2016.0,"37.87","Country data","ILOSTAT - LFS - EU Labour Force Survey","[2001,2003,2005,2008,2010-2011]: Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average // [2000,2002,2004,2006-2007,2009,2012-2016]: Repository: Eurostat special tabulation | Data reference period: Annual or annual average"
"104","Myanmar","MMR","96.51752295","21.19332882","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","28.36","",2015.0,"28.36","Country data","ILOSTAT - LFS - Labour force survey","Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average"
"108","Burundi","BDI","29.89080992","-3.366387428","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","27.36","","",2014.0,"27.36","Country data","ILOSTAT - HS - Living standards survey","Data reference period: Annual or annual average | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 10 years old"
"112","Belarus","BLR","28.04940161","53.54193075","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","46.25","","","","","","","",2009.0,"46.25","Country data","ILOSTAT - PC - Population census","0"
"116","Cambodia","KHM","104.922836","12.71163737","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","12.57","13.82","","","","","","","20.95","","17.95","","30.88","","","","",2012.0,"30.88","Country data","[2010]: ILOSTAT - HIES - National Socio-Economic Survey // [2000-2001,2012]: ILOSTAT - LFS - Labour force survey // [2008]: ILOSTAT - PC - Population census","[2012]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2010]: Data reference period: Annual or annual average | Age coverage - maximum age: 64 years old // [2000-2001]: Data reference period: November | Age coverage - minimum age: 10 years old // [2008]: Reference group coverage: Total employment"
"120","Cameroon","CMR","12.7419827","5.692387031","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"124","Canada","CAN","-101.6575058","57.72360191","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","35.47","34.95","34.06","35.71","36.49","35.9","36.25","36.92","35.99","37.01","36.76","37.1","36.43","35.78","35.52","","",2014.0,"35.52","Country data","ILOSTAT - LFS - Labour Force Survey","[2008]: Break in series: Methodology revised | Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population // [2009-2014]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas // [2000-2007]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"136","Cayman Islands","CYM","-81.16740559","19.32266656","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","21.74","20.39","19.79","22.39","20.51","23.79","23.93","25.08","25.49","25.45","28.42","29.01","24.81","","",2014.0,"24.81","Country data","ILOSTAT - LFS - Sri Lanka Labour Force Survey","[2011-2012]: Data reference period: Annual or annual average // [2005]: Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old // [2002-2004,2006-2008]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old // [2013-2014]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2009-2010]: Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"148","Chad","TCD","18.66618401","15.36279341","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.2","Proportion of women in managerial positions","1","IC_GEN_MGTL","Proportion of women in managerial positions (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
