"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Value_2018.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","16.3043","16.712","16.712","16.8478","16.8478","17.4966","17.4966","18.1696","18.6486","19.1117","18.9771","18.9771","20.108","20.6478","21.1096","21.7568","22.2798","22.2078","22.7865",2018.0,"22.7865","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"29","Caribbean","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","20.5909","20.7699","21.1091","25.9982","26.0407","25.9752","25.7092","25.5337","29.5262","29.4167","29.4068","31.3177","30.2065","30.2847","32.8547","33.1081","33.0229","33.8005","33.7449",2018.0,"33.7449","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"30","Eastern Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","18.2339","18.8222","18.8222","18.8222","17.34","18.1215","18.3588","18.3989","18.6903","19.0855","18.6575","18.6575","18.6062","18.5439","19.9426","20.3782","20.3691","20.4814","20.9344",2018.0,"20.9344","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"34","Southern Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","6.84","5.7971","5.7446","8.7895","8.7895","8.7895","12.7505","12.6606","12.9092","16.7366","18.2019","18.2019","18.4627","18.4994","16","17.6449","17.6686","17.9647","13.918",2018.0,"13.918","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"35","South-Eastern Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","12.3367","13.0335","13.9159","15.0282","15.3215","15.534","15.8526","16.6821","17.3895","17.2617","19.2786","17.63","17.561","18.0446","18.4436","17.8393","18.3039","19.3453","19.1474",2018.0,"19.1474","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"39","Southern Europe","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","11.0159","13.2259","13.8652","14.9657","14.8643","17.0763","17.3782","19.5429","20.4411","21.7066","23.0043","22.965","24.1352","25.6682","29.391","29.9804","28.998","29.4025","29.8937",2018.0,"29.8937","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"53","Australia and New Zealand","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","25.4682","26.4925","27.7778","27.037","26.6667","26.2963","28.0443","28.0443","29.5203","29.7794","30.1471","28.6765","28.0443","28.0443","29.5203","28.7823","28.7823","31.1111","32.963",2018.0,"32.963","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"54","Melanesia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","3.9146","1.4286","2.1429","2.1352","2.1352","3.1915","3.1915","1.4218","1.4218","1.4218","1.4218","1.4218","0.9479","1.8779","1.8779","4.1825","4.5627","4.5627","3.4884",2018.0,"3.4884","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"57","Micronesia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","2.459","2.459","2.439","2.439","2.439","2.439","2.439","3.252","2.3622","2.3622","2.3622","2.3622","3.937","3.937","4.6875","4.6875","5.4688","7.8125","7.8125",2018.0,"7.8125","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"61","Polynesia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","4.3956","4.3956","3.1915","3.1915","3.1915","3.1915","4.3011","4.2553","5.3191","5.2083","5.2083","4.4444","4.3478","4.3478","4.3478","4.4444","4.4444","7.6923","8.6957",2018.0,"8.6957","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"62","Central and Southern Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","6.8836","6.7282","6.8033","9.1667","9.1667","9.2511","12.7083","12.6464","13.8515","17.0077","18.498","18.5117","18.9403","18.9708","17.2921","18.3542","18.2564","18.5332","15.3711",2018.0,"15.3711","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"97","European Union","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","6.9705","8.5479","8.7879","8.7879","8.9899","9.8837","10.5023","10.4358","13.9282","13.9714","15.1188","16.0584","16.7015","17.7137","18.8525","17.8609","17.6471","18.3505","19.4915",2018.0,"19.4915","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"142","Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","12.0766","12.4956","12.7083","13.3627","12.5938","13.3108","14.3465","14.5298","15.3069","16.1591","16.8335","16.6768","16.9755","17.3634","17.5276","17.8047","17.9493","18.4092","17.9048",2018.0,"17.9048","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"143","Central Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","7.0064","10.2083","10.6","10.6","10.6","11.6216","12.4675","12.5654","18.6047","18.4158","20","20","21.2389","21.2389","23.2112","21.7857","21.0993","21.2766","21.2766",2018.0,"21.2766","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"145","Western Asia","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","5.1909","5.4054","5.5842","5.6166","5.4626","5.7374","7.8322","8.0951","9.2125","9.0526","9.2907","10.0489","11.1404","12.699","12.7596","12.8196","13.2075","13.8022","14.2532",2018.0,"14.2532","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"150","Europe","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","16.8393","17.4098","18.4233","19.1265","19.4468","20.4998","20.631","21.4263","22.3297","22.6494","23.2497","23.2924","23.8425","24.8776","26.3717","26.7163","27.1527","28.0193","28.8742",2018.0,"28.8742","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"151","Eastern Europe","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","9.7188","10.163","12.7867","13.0299","13.3727","14.0571","13.9179","14.6783","15.0852","15.3766","15.2378","15.0989","15.6413","16.1531","16.3439","16.9473","17.6428","19.4215","19.985",2018.0,"19.985","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"154","Northern Europe","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","26.9939","26.472","26.3307","27.0843","27.0843","28.0264","28.5714","29.0445","29.2337","28.9026","29.5788","29.9953","30.3588","30.8129","30.94","30.406","32.4835","33.3175","33.7915",2018.0,"33.7915","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"155","Western Europe","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","23.0315","23.0807","23.4105","24.4014","25.4952","25.8261","25.7071","25.5051","27.9011","27.7638","28.4422","28.4422","28.3988","30.5136","32.45","32","32.15","32.1161","34.0231",2018.0,"34.0231","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"158","Other non-specified areas","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","9.2621","9.8458","10.6968","11.9474","12.442","13.059","16.0091","16.339","17.0502","18.9665","19.2939","20","20.1449","21.2652","21.3486","21.7028","22.7935","23.2337","22.1102",2018.0,"22.1102","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"202","Sub-Saharan Africa","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","11.5237","11.7332","12.3067","13.306","13.8809","14.4434","16.3249","16.4957","17.2562","18.0918","18.3981","19.2112","19.78","20.8106","22.792","22.6417","23.2714","23.7273","23.6443",2018.0,"23.6443","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"223","Eastern Asia (excluding Japan and China)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","15.1846","14.6958","15.7017","17.6543","18.4933","19.0095","20.2086","20.4796","22.1584","22.2409","22.7013","23.0061","23.0346","24.4859","25.9242","27.3829","28.1991","29.4076","29.5213",2018.0,"29.5213","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"420","Latin America","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","7.8379","9.5753","10.6941","11.8345","12.7979","13.4305","16.732","17.4808","18.5849","21.025","21.5686","22.9153","23.2999","23.6728","24.6033","24.9327","25.9639","25.871","25.0439",2018.0,"25.0439","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","5","Achieve gender equality and empower all women and girls","5.5","Ensure women's full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life","5.5.1","Proportion of seats held by women in (a) national parliaments and (b) local governments","1","SG_GEN_PARL","Proportion of seats held by women in national parliaments (% of total number of seats)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","4.2067","4.387","4.4525","4.4066","3.99","3.9123","6.9068","7.4001","8.6334","8.7321","8.7815","9.3915","10.8238","12.2227","12.2343","12.3585","12.5353","12.8069","12.9203",2018.0,"12.9203","Country data","Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.","Annual data as of 1 Feb of given year."
