"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2007","Footnotes_2011","Footnotes_2012","Footnotes_2015","Footnotes_2016","Nature_Code_2007","Nature_Code_2011","Nature_Code_2012","Nature_Code_2015","Nature_Code_2016","Source_2007","Source_2011","Source_2012","Source_2015","Source_2016","TimeDetail_2007","TimeDetail_2011","TimeDetail_2012","TimeDetail_2015","TimeDetail_2016","Value_2007","Value_2011","Value_2012","Value_2015","Value_2016","Latest_Year","Latest_Value"
"HRV","17.95874553","45.45172212","191","Croatia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","","","","C","Adult Education Survey (Eurostat)","","","","Adult Education Survey (Eurostat)","","","","","","21.1","","","","31.1",2016.0,"31.1"
"HRV","17.95874553","45.45172212","191","Croatia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","","","","C","Adult Education Survey (Eurostat)","","","","Adult Education Survey (Eurostat)","","","","","","21.4","","","","32.5",2016.0,"32.5"
"CYP","33.22285964","35.05659437","196","Cyprus","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","40.6","42.3","","","48.1",2016.0,"48.1"
"CYP","33.22285964","35.05659437","196","Cyprus","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","38.2","41.5","","","40.4",2016.0,"40.4"
"CYP","33.22285964","35.05659437","196","Cyprus","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","43","43.1","","","56.6",2016.0,"56.6"
"CZE","15.33151382","49.73913871","203","Czechia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","37.6","37.1","","","46.1",2016.0,"46.1"
"CZE","15.33151382","49.73913871","203","Czechia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","33.6","37","","","42.6",2016.0,"42.6"
"CZE","15.33151382","49.73913871","203","Czechia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","41.6","37.2","","","49.5",2016.0,"49.5"
"DNK","9.326571283","56.03829721","208","Denmark","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","44.5","58.5","","","",2011.0,"58.5"
"DNK","9.326571283","56.03829721","208","Denmark","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","45.1","61.8","","","",2011.0,"61.8"
"DNK","9.326571283","56.03829721","208","Denmark","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","43.9","55.2","","","",2011.0,"55.2"
"EST","25.84093481","58.68487172","233","Estonia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","42.1","49.9","","","",2011.0,"49.9"
"EST","25.84093481","58.68487172","233","Estonia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","46.7","53.3","","","",2011.0,"53.3"
"EST","25.84093481","58.68487172","233","Estonia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","36.9","46.1","","","",2011.0,"46.1"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","55","55.7","","","53.8",2016.0,"53.8"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","61.3","63.1","","","60",2016.0,"60"
"FIN","23.308447","61.91586738","246","Finland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","48.9","48.5","","","47.7",2016.0,"47.7"
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","34.9","50.5","","","",2011.0,"50.5"
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","33.6","50.8","","","",2011.0,"50.8"
"FRA","2.457288129","46.62660861","250","France","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","36.2","50.2","","","",2011.0,"50.2"
"DEU","10.3806066","51.08862743","276","Germany","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","45.4","50.2","","","52",2016.0,"52"
"DEU","10.3806066","51.08862743","276","Germany","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","42.4","47.6","","","52.2",2016.0,"52.2"
"DEU","10.3806066","51.08862743","276","Germany","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","48.3","52.8","","","51.8",2016.0,"51.8"
"GRC","22.58307827","39.47301873","300","Greece","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","14.5","11.7","","","16.7",2016.0,"16.7"
"GRC","22.58307827","39.47301873","300","Greece","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","14.6","13.1","","","17.5",2016.0,"17.5"
"GRC","22.58307827","39.47301873","300","Greece","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","C","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","Adult Education Survey (Eurostat)","","","","","","14.3","10.3","","","15.9",2016.0,"15.9"
"HUN","19.41221519","47.1651448","348","Hungary","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","9","41.1","","","",2011.0,"41.1"
"HUN","19.41221519","47.1651448","348","Hungary","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","9.6","39.4","","","",2011.0,"39.4"
"HUN","19.41221519","47.1651448","348","Hungary","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","C","C","","","","Adult Education Survey (Eurostat)","Adult Education Survey (Eurostat)","","","","","","","","","8.3","43","","","",2011.0,"43"
"AUS","134.3499412","-25.57717202","36","Australia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","54.88867","","",2012.0,"54.88867"
"AUS","134.3499412","-25.57717202","36","Australia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","53.68333","","",2012.0,"53.68333"
"AUS","134.3499412","-25.57717202","36","Australia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","MALE","Male","G","Global","PERCENT","Percentage","","","","","","","","C","","","","","Programme for the International Assessment of Adult Competencies (OECD)","","","","","","","","","","56.10509","","",2012.0,"56.10509"
"IRL","-7.121425272","53.25274054","372","Ireland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","PERCENT","Percentage","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","24.4","","","",2011.0,"24.4"
"IRL","-7.121425272","53.25274054","372","Ireland","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.3","By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university","4.3.1","Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex","1","SE_ADT_EDUCTRN","Participation rate in formal and non-formal education and training, by sex (%)","2019.Q1.G.01","FEMALE","Female","G","Global","PERCENT","Percentage","","","","","","","C","","","","","Adult Education Survey (Eurostat)","","","","","","","","","","24.4","","","",2011.0,"24.4"
