ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2016,Nature_Code_2016,Source_2016,TimeDetail_2016,Value_2016,Latest_Year,Latest_Value
LKA,80.70489654,7.614693343,144,Sri Lanka,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,80,2016.0,80
,,,145,Western Asia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,75,2016.0,75
TCD,18.66618401,15.36279341,148,Chad,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,280,2016.0,280
,,,15,Northern Africa,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,99,2016.0,99
,,,150,Europe,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,30,2016.0,30
CHL,-71.23029019,-35.2652885,152,Chile,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,25,2016.0,25
CHN,104.1403375,32.30955217,156,China,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,113,2016.0,113
COL,-73.07446751,3.888209046,170,Colombia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,37,2016.0,37
COM,43.34234565,-11.66121732,174,Comoros,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,172,2016.0,172
COG,15.22052612,-0.840544119,178,Congo,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,131,2016.0,131
COD,23.65496507,-2.877154732,180,Democratic Republic of the Congo,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,164,2016.0,164
COK,-159.7711391,-21.22696458,184,Cook Islands,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,NA,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA,2016.0,NA
CRI,-84.19712782,9.970998683,188,Costa Rica,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,23,2016.0,23
HRV,17.95874553,45.45172212,191,Croatia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,35,2016.0,35
CUB,-79.54460144,22.10030366,192,Cuba,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,50,2016.0,50
CYP,33.22285964,35.05659437,196,Cyprus,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,20,2016.0,20
AND,1.576257417,42.54548611,20,Andorra,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,NA,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA,2016.0,NA
,,,202,Sub-Saharan Africa,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,187,2016.0,187
CZE,15.33151382,49.73913871,203,Czechia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,30,2016.0,30
BEN,2.339933594,9.65401646,204,Benin,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,205,2016.0,205
DNK,9.326571283,56.03829721,208,Denmark,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,13,2016.0,13
,,,21,Northern America,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,13,2016.0,13
DMA,-61.3493756,15.43391378,212,Dominica,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,NA,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA,2016.0,NA
DOM,-70.49847576,18.89832088,214,Dominican Republic,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,43,2016.0,43
ECU,-78.37005241,-1.447785891,218,Ecuador,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,25,2016.0,25
SLV,-88.86862995,13.73603564,222,El Salvador,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,42,2016.0,42
GNQ,10.46535826,1.565792376,226,Equatorial Guinea,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,178,2016.0,178
ETH,39.63505296,8.631223181,231,Ethiopia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,144,2016.0,144
ERI,38.11074289,16.12894644,232,Eritrea,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,174,2016.0,174
EST,25.84093481,58.68487172,233,Estonia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,25,2016.0,25
AGO,17.57817062,-12.33724746,24,Angola,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,119,2016.0,119
FJI,177.9660884,-17.83301566,242,Fiji,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,99,2016.0,99
FIN,23.308447,61.91586738,246,Finland,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,7,2016.0,7
FRA,2.457288129,46.62660861,250,France,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,10,2016.0,10
DJI,42.18274707,11.56004161,262,Djibouti,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,159,2016.0,159
GAB,11.78727747,-0.60687619,266,Gabon,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,76,2016.0,76
GEO,43.3713615,42.04813028,268,Georgia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,102,2016.0,102
GMB,-15.39944785,13.45295927,270,Gambia,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,237,2016.0,237
DEU,10.3806066,51.08862743,276,Germany,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,16,2016.0,16
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,30,2016.0,30
GHA,-1.205623522,7.964825185,288,Ghana,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,204,2016.0,204
KIR,-157.5643005,1.768837732,296,Kiribati,3,Ensure healthy lives and promote well-being for all at all ages,3.9,"By 2030, substantially reduce the number of deaths and illnesses from hazardous chemicals and air, water and soil pollution and contamination",3.9.1,Mortality rate attributed to household and ambient air pollution,1,SH_STA_ASAIRP,"Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)",2019.Q1.G.01,G,Global,PER_100000_POP,"Per 100,000 population",,E,"Global Health Observatory (GHO), World Health Organisation (WHO)",,140,2016.0,140
