"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"COG","15.22052612","-0.840544119","178","Congo","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS ","","","","","","","","","","","","","","","","","","","","","","","","","","82.50","","",2015.0,"82.50"
"COD","23.65496507","-2.877154732","180","Democratic Republic of the Congo","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","81.60","","","",2014.0,"81.60"
"CRI","-84.19712782","9.970998683","188","Costa Rica","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","45.60","","","","","","",2011.0,"45.60"
"CUB","-79.54460144","22.10030366","192","Cuba","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","36.00","","","",2014.0,"36.00"
"","","","199","Least Developed Countries (LDCs)","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","Based on 28 countries with a population coverage of 57 per cent","","","","","","","","","","","","","E","","","","","","","","","","","","","DHS, MICS and other national surveys","","","","","","","","","","","","","","","","","","","","","","","","","","79.13",2017.0,"79.13"
"","","","202","Sub-Saharan Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","Based on 24 countries with a population coverage of 53 per cent","","","","","","","","","","","","","E","","","","","","","","","","","","","DHS, MICS and other national surveys","","","","","","","","","","","","","","","","","","","","","","","","","","82.80",2017.0,"82.80"
"BEN","2.339933594","9.65401646","204","Benin","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","91.10","","","",2014.0,"91.10"
"DOM","-70.49847576","18.89832088","214","Dominican Republic","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","62.90","","","",2014.0,"62.90"
"SLV","-88.86862995","13.73603564","222","El Salvador","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","ENS/MICS","","","","","","","","","","","","","","","","","","","","","","","","","","52.00","","","",2014.0,"52.00"
"FJI","177.9660884","-17.83301566","242","Fiji","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","Adult reports of whether they hit, smack, dong or pinch children","","","","","","","","","","","","","C","","","","","","","","","","","","","Protect Me with Love and Care","","","","","","","","","","","","","","","","","","","","","","","","","","72.00","","","","","","","","","",2008.0,"72.00"
"DJI","42.18274707","11.56004161","262","Djibouti","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","72.10","","","","","","","","","","","",2006.0,"72.10"
"GEO","43.3713615","42.04813028","268","Georgia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","66.90","","","","","","","","","","","","",2005.0,"66.90"
"GMB","-15.39944785","13.45295927","270","Gambia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","90.30","","","","","","","",2010.0,"90.30"
"PSE","35.25694122","31.94347933","275","State of Palestine","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","91.50","","","",2014.0,"91.50"
"GHA","-1.205623522","7.964825185","288","Ghana","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","93.60","","","","","","",2011.0,"93.60"
"KIR","-157.5643005","1.768837732","296","Kiribati","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","Adult reports of whether they physical hurt children in their household","","","","","","","","","","","","","C","","","","","","","","","","","","","Protect Me with Love and Care","","","","","","","","","","","","","","","","","","","","","","","","","","81.00","","","","","","","","","",2008.0,"81.00"
"AZE","50.01064725","40.39229544","31","Azerbaijan","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","76.80","","","","","","","","","","","",2006.0,"76.80"
"ARG","-65.14563274","-35.19446255","32","Argentina","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","72.40","","","","","",2012.0,"72.40"
"GIN","-11.28173419","11.00210343","324","Guinea","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","89.10","",2016.0,"89.10"
"GUY","-58.97322037","4.788012784","328","Guyana","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","69.70","","","",2014.0,"69.70"
"HTI","-72.33640958","18.40426539","332","Haiti","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","84.80","","","","","",2012.0,"84.80"
"IRQ","43.76606267","33.05013795","368","Iraq","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","Refers to children aged 2-14 years","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","79.00","","","","","","",2011.0,"79.00"
"CIV","-5.552690016","7.62211586","384","Côte d'Ivoire","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.2","End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.1","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","1","VC_VAW_PHYPYV","Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)","2019.Q1.G.01","1-14","1 to 14 years old","G","Global","PER_POP_1T14Y","% of children aged 1-14 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","86.50","",2016.0,"86.50"
