"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"30","Eastern Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","1178.41","-1407.08","-2486.72","5545.81","20116.07","23700.74","16107.39","22996.87","33501.69","16166.66","50725.33","50614.68","29391.68","55376.78","62300.58","18858.25","45507.02",2016.0,"45507.02","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"34","Southern Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","4684.99","7418.95","10147.92","8738.33","13919.92","23460.05","25625.39","40956.87","32737.62","32286.78","40837.79","30887.62","33085.24","22601.62","33504.22","25579.99","33880.1",2016.0,"33880.1","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"35","South-Eastern Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","4858.76","7514.04","5382.58","2460.3","7700.19","27852.16","22505.55","28205.44","13808.74","26679.35","32025.88","42679.7","43024.32","47593.73","49549.06","31405.76","30514.32",2016.0,"30514.32","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"39","Southern Europe","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","5557.32","5072.21","7379.61","5790.62","5342.23","4897.24","8503.18","15668.97","9019.37","7623.24","5873.61","5509.26","3562.23","3790.38","-1992.35","-388.99","2845.39",2016.0,"2845.39","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"53","Australia and New Zealand","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"54","Melanesia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","482.84","-79.74","342.6","379.85","449.6","836.28","717.44","855.07","890.92","2733.2","5994.64","2613.37","4897.96","3194.54","-1769.33","-1792.59","889.37",2016.0,"889.37","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"57","Micronesia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","342.49","1066.67","1208.6","634.32","1549.88","2963.73","1640.66","4681.6","3630.56","-589.6","1156.81","3931.63","2495.79","-600.89","399.74","3308.87","996.47",2016.0,"996.47","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"61","Polynesia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","35.19","150.9","169.97","136.02","154.43","199.15","238.86","253.15","309.22","268.06","436.94","426.5","414.28","361.95","395.14","394.91","354.29",2016.0,"354.29","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"62","Central and Southern Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"97","European Union","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","2398.98","5491.73","7963.3","8965.74","9614.07","14714","12057.23","12965.78","11513.93","12509.09","12063.4","10824","12965.64","10842.09","15827.8","13305.74","14675.66",2016.0,"14675.66","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"135","Caucasus and Central Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","2971.75","3465.6","3468.05","3948.36","4366.9","4656.07","9380.45","10876.98","8407.89","6130.39","5366.36","7696.2","4513.86","9350.7","6308.52","13013.55","7788.53",2016.0,"7788.53","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"142","Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","24970.21","22476.13","17204.71","30728.03","58686.14","119071.64","114747.14","150214.87","114411.52","96965.62","150749.68","167448.37","136388.84","164725.56","183262.11","119795.36","154250.03",2016.0,"154250.03","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"143","Central Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","1828.79","2469.09","1897.04","1334.03","1935.17","2573.6","6450.4","7102.45","4185.52","3170.39","2766.17","4464.46","2189.13","6864.42","4711.72","9150.51","4301.31",2016.0,"4301.31","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"145","Western Asia","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"150","Europe","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","5698.41","5167.33","7529.59","5906.1","5459.14","15713.32","15208.9","28615.08","21933","10983.87","7740.67","6815.24","6132.17","7254.93","1945.66","2896.33","3561.68",2016.0,"3561.68","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"151","Eastern Europe","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","141.09","95.12","149.98","115.48","116.91","10816.08","6705.72","12946.11","12913.63","3360.63","1867.06","1305.98","2569.94","3464.55","3938.01","3285.32","716.29",2016.0,"716.29","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"154","Northern Europe","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","13530.55","15172.25","14909.74","28167.24","27167.64","25694.76","31367.22","35942.66","45706.22","49136.74","46963.75","48389.8","49552.36","51819.08","55529.5","48159.02","51317.6",2016.0,"51317.6","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"202","Sub-Saharan Africa","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","10477.42","15181.85","21531.59","34618.76","39254.09","45059.24","32124.91","58026.98","45519.1","51176.12","49040.93","52488.09","54406.89","46109.37","61245.67","71243.47","39767.06",2016.0,"39767.06","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"223","Eastern Asia (excluding Japan and China)","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","288.93","548.1","-148.72","902.59","2207.15","353.65","381.62","593.11","651.47","481.8","556.59","625.59","10111.56","1366.3","1202.75","820.75","1804.23",2016.0,"1804.23","Data nature not available","DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Net Disbursements; Based on OECD, DAC database, 2018; Current USD million"
"369"," Iraq (Central Iraq) ","10","Reduce inequality within and among countries","10.b","Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes","10.b.1","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","1","DC_TRF_TFDV","Total resource flows for development, by recipient and donor countries (millions of current United States dollars)","2019.Q1.G.01","CU_USD","USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
