"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"9","Oceania","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","66.0554","65.0893","64.62483","71.33902","71.84232","70.12116","69.56207","64.26923","64.78554","64.58206","64.61892","72.6469","76.95464","80.1496","81.97643","84.05634","84.9633",2016.0,"84.9633","[2014-2015]: Country data // [2000-2013,2016]: Estimated data","UNESCO Institute for Statistics"
"9","Oceania","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","63.74751","62.79326","62.22912","68.99932","69.5657","67.9081","67.86849","62.48475","63.07434","62.79828","62.88497","70.96586","75.18653","78.087","79.704","81.94923","83.26229",2016.0,"83.26229","[2014-2015]: Country data // [2000-2013,2016]: Estimated data","UNESCO Institute for Statistics"
"11","Western Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"11","Western Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"11","Western Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"13","Central America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"13","Central America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"13","Central America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"15","Northern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","31.42801","27.78633","31.07911","30.62921","31.53052","32.43267","36.68178","38.19715","39.47327","43.9734","49.31873","51.80424","55.08191","57.2951","59.97612","57.96783","57.57135",2016.0,"57.57135","[2000,2003]: Country data // [2001-2002,2004-2016]: Estimated data","UNESCO Institute for Statistics"
"15","Northern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","25.87751","24.41292","26.24535","26.42706","27.8088","28.64596","33.56758","35.3101","36.85775","41.31325","46.66128","49.43889","52.85263","55.07056","57.39711","54.85228","55.08008",2016.0,"55.08008","[2003]: Country data // [2000-2002,2004-2016]: Estimated data","UNESCO Institute for Statistics"
"15","Northern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","28.71746","26.13896","28.71871","28.57732","29.71433","30.58262","35.16114","36.78805","38.1978","42.67712","48.02415","50.65262","53.99654","56.21168","58.71861","56.44945","56.35667",2016.0,"56.35667","[2003,2006]: Country data // [2000-2002,2004-2005,2007-2016]: Estimated data","UNESCO Institute for Statistics"
"17","Middle Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"17","Middle Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"17","Middle Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"19","Americas","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","76.38679","87.59486","80.16872","78.05317","76.91293","92.02297","81.70523","81.89243","76.68969","76.19326","90.89022","91.31302","91.73404","89.93163","89.3325","87.65281","87.35978",2016.0,"87.35978","[2000-2015]: Country data // [2016]: Estimated data","UNESCO Institute for Statistics"
"21","Northern America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","76.87898","99.21462","79.69841","83.60548","75.72175","92.39221","82.29774","82.46295","75.10993","76.76412","89.82852","90.73275","91.78033","89.40649","89.70183","88.16662","87.86536",2016.0,"87.86536","[2000-2015]: Country data // [2016]: Estimated data","UNESCO Institute for Statistics"
"21","Northern America","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","75.87149","75.41114","80.66218","72.2379","78.15924","91.63541","81.08259","81.29544","78.34379","75.59504","92.00168","91.93869","91.68568","90.48189","88.94682","87.11531","86.83206",2016.0,"86.83206","[2000-2015]: Country data // [2016]: Estimated data","UNESCO Institute for Statistics"
"29","Caribbean","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"29","Caribbean","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"29","Caribbean","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"30","Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"30","Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"30","Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"34","Southern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"34","Southern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"34","Southern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"35","South-Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","74.47394","75.19411","76.62069","78.18381","80.16657","82.23183","85.35815","86.99816","88.87523","91.30524","91.46288","88.22728",2016.0,"88.22728","[2014,2016]: Country data // [2005-2013,2015]: Estimated data","UNESCO Institute for Statistics"
"35","South-Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","74.36667","75.14092","76.52178","77.99585","80.2523","82.48975","85.28496","86.92614","88.83391","89.86354","91.91011","90.76989",2016.0,"90.76989","[2014,2016]: Country data // [2005-2013,2015]: Estimated data","UNESCO Institute for Statistics"
"35","South-Eastern Asia","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","74.42612","75.17285","76.5765","78.09652","80.21351","82.36252","85.32748","86.96699","88.85662","90.6035","91.68365","89.46885",2016.0,"89.46885","[2014,2016]: Country data // [2005-2013,2015]: Estimated data","UNESCO Institute for Statistics"
"39","Southern Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","",""
"39","Southern Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","",""
"39","Southern Europe","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","",""
"53","Australia and New Zealand","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","59.61544","58.8725","57.63217","67.82608","68.5317","66.14064","65.54881","56.8023","57.63597","57.45568","57.90725","70.77802","77.73571","82.44866","84.75543","88.10461","90.49343",2016.0,"90.49343","[2001-2010,2013-2016]: Country data // [2000,2011-2012]: Estimated data","UNESCO Institute for Statistics"
