"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2011","Value_2015","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"44","Bahamas","BHS","-78.05111663","24.69546597","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"48","Bahrain","BHR","50.5490754","26.04407747","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"50","Bangladesh","BGD","89.17660788","22.86961622","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.97","4.16","4.42",2017.0,"4.42","Data nature not available","World Development Indicators database, World Bank"
"51","Armenia","ARM","44.93839317","40.29499741","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.83","1.48","3.97",2017.0,"3.97","Data nature not available","World Development Indicators database, World Bank"
"52","Barbados","BRB","-59.5346489","13.13648273","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"56","Belgium","BEL","4.660976456","50.64104975","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.52","7.11","4.10",2017.0,"4.10","Data nature not available","World Development Indicators database, World Bank"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.93","7.28","6.50",2017.0,"6.50","Data nature not available","World Development Indicators database, World Bank"
"72","Botswana","BWA","23.81380223","-22.18810073","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","19.57","19.71","19.15",2017.0,"19.15","Data nature not available","World Development Indicators database, World Bank"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.42","7.01","6.33",2017.0,"6.33","Data nature not available","World Development Indicators database, World Bank"
"84","Belize","BLZ","-88.70199554","17.19965901","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.10","9.16","8.18",2017.0,"8.18","Data nature not available","World Development Indicators database, World Bank"
"104","Myanmar","MMR","96.51752295","21.19332882","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","12.13",2017.0,"12.13","Data nature not available","World Development Indicators database, World Bank"
"108","Burundi","BDI","29.89080992","-3.366387428","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"112","Belarus","BLR","28.04940161","53.54193075","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.40","1.36","1.34",2017.0,"1.34","Data nature not available","World Development Indicators database, World Bank"
"116","Cambodia","KHM","104.922836","12.71163737","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","15.06",2017.0,"15.06","Data nature not available","World Development Indicators database, World Bank"
"120","Cameroon","CMR","12.7419827","5.692387031","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","4.40",2017.0,"4.40","Data nature not available","World Development Indicators database, World Bank"
"124","Canada","CAN","-101.6575058","57.72360191","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"132","Cabo Verde","CPV","-23.63544151","15.07791834","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.50","10.69","10.15",2017.0,"10.15","Data nature not available","World Development Indicators database, World Bank"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"140","Central African Republic","CAF","20.93559492","7.003720791","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"144","Sri Lanka","LKA","80.70489654","7.614693343","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.59","5.57","5.25",2017.0,"5.25","Data nature not available","World Development Indicators database, World Bank"
"148","Chad","TCD","18.66618401","15.36279341","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"152","Chile","CHL","-71.23029019","-35.2652885","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"156","China","CHN","104.1403375","32.30955217","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.92","10.18","10.00",2017.0,"10.00","Data nature not available","World Development Indicators database, World Bank"
"162","Christmas Island","CXR","105.6426067","-10.4882473","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.69","6.18","5.36",2017.0,"5.36","Data nature not available","World Development Indicators database, World Bank"
"174","Comoros","COM","43.34234565","-11.66121732","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","4.79",2017.0,"4.79","Data nature not available","World Development Indicators database, World Bank"
"175","Mayotte","MYT","45.14015057","-12.82217691","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"178","Congo","COG","15.22052612","-0.840544119","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.85","6.05","8.67",2017.0,"8.67","Data nature not available","World Development Indicators database, World Bank"
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"184","Cook Islands","COK","-159.7711391","-21.22696458","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"188","Costa Rica","CRI","-84.19712782","9.970998683","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","5.71",2017.0,"5.71","Data nature not available","World Development Indicators database, World Bank"
"191","Croatia","HRV","17.95874553","45.45172212","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","20.63","4.11","6.26",2017.0,"6.26","Data nature not available","World Development Indicators database, World Bank"
"192","Cuba","CUB","-79.54460144","22.10030366","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","11.00",2017.0,"11.00","Data nature not available","World Development Indicators database, World Bank"
"196","Cyprus","CYP","33.22285964","35.05659437","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"203","Czechia","CZE","15.33151382","49.73913871","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"204","Benin","BEN","2.339933594","9.65401646","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","18.30",2017.0,"18.30","Data nature not available","World Development Indicators database, World Bank"
"208","Denmark","DNK","9.326571283","56.03829721","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"212","Dominica","DMA","-61.3493756","15.43391378","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"214","Dominican Republic","DOM","-70.49847576","18.89832088","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.78","6.41","6.83",2017.0,"6.83","Data nature not available","World Development Indicators database, World Bank"
"218","Ecuador","ECU","-78.37005241","-1.447785891","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.60","4.34","4.02",2017.0,"4.02","Data nature not available","World Development Indicators database, World Bank"
"222","El Salvador","SLV","-88.86862995","13.73603564","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.69","4.22","3.91",2017.0,"3.91","Data nature not available","World Development Indicators database, World Bank"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"231","Ethiopia","ETH","39.63505296","8.631223181","10","Reduce inequality within and among countries","10.c","By 2030, reduce to less than 3 per cent the transaction costs of migrant remittances and eliminate remittance corridors with costs higher than 5 per cent","10.c.1","Remittance costs as a proportion of the amount remitted","1","SI_RMT_COST","Remittance costs as a proportion of the amount remitted (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.29","7.90","6.48",2017.0,"6.48","Data nature not available","World Development Indicators database, World Bank"
